C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4006_20110215_20110331.csv
C,Time period: 2011-02-15 to 2011-03-31
C,Location/Node: .Z.SEMASS
C,Report generated 2015-12-05 23:12:31 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2011-02-15,01,1319.1,1352.7
D,2011-02-15,02,1277.3,1318.2
D,2011-02-15,03,1268.5,1314.4
D,2011-02-15,04,1277.4,1332.5
D,2011-02-15,05,1326.6,1390.2
D,2011-02-15,06,1462.4,1536.0
D,2011-02-15,07,1748.9,1782.1
D,2011-02-15,08,1870.7,1914.3
D,2011-02-15,09,1872.8,1933.3
D,2011-02-15,10,1863.8,1944.5
D,2011-02-15,11,1837.1,1954.7
D,2011-02-15,12,1823.6,1954.3
D,2011-02-15,13,1795.6,1937.1
D,2011-02-15,14,1780.2,1920.0
D,2011-02-15,15,1757.4,1895.2
D,2011-02-15,16,1772.7,1898.1
D,2011-02-15,17,1876.6,1971.8
D,2011-02-15,18,2082.1,2180.0
D,2011-02-15,19,2127.9,2275.6
D,2011-02-15,20,2104.7,2241.4
D,2011-02-15,21,2069.1,2158.5
D,2011-02-15,22,1928.0,2010.3
D,2011-02-15,23,1756.6,1806.2
D,2011-02-15,24,1582.9,1642.2
D,2011-02-16,01,1452.4,1538.5
D,2011-02-16,02,1404.1,1485.8
D,2011-02-16,03,1366.4,1460.5
D,2011-02-16,04,1372.0,1460.7
D,2011-02-16,05,1409.5,1506.4
D,2011-02-16,06,1556.1,1632.9
D,2011-02-16,07,1796.1,1874.0
D,2011-02-16,08,1880.3,1978.0
D,2011-02-16,09,1898.1,1975.6
D,2011-02-16,10,1869.7,1955.5
D,2011-02-16,11,1828.0,1937.1
D,2011-02-16,12,1803.4,1912.9
D,2011-02-16,13,1773.9,1884.9
D,2011-02-16,14,1752.8,1861.1
D,2011-02-16,15,1729.6,1827.9
D,2011-02-16,16,1724.3,1828.9
D,2011-02-16,17,1871.7,1908.7
D,2011-02-16,18,2036.9,2099.0
D,2011-02-16,19,2098.1,2170.5
D,2011-02-16,20,2051.6,2121.5
D,2011-02-16,21,2018.4,2026.4
D,2011-02-16,22,1794.6,1871.6
D,2011-02-16,23,1629.2,1664.1
D,2011-02-16,24,1454.7,1491.4
D,2011-02-17,01,1347.8,1381.8
D,2011-02-17,02,1290.4,1324.3
D,2011-02-17,03,1244.4,1300.9
D,2011-02-17,04,1242.1,1302.8
D,2011-02-17,05,1280.8,1347.2
D,2011-02-17,06,1411.8,1479.7
D,2011-02-17,07,1659.8,1713.4
D,2011-02-17,08,1889.7,1826.3
D,2011-02-17,09,1917.8,1837.8
D,2011-02-17,10,1896.7,1822.9
D,2011-02-17,11,1867.6,1805.0
D,2011-02-17,12,1853.5,1777.7
D,2011-02-17,13,1898.1,1742.3
D,2011-02-17,14,1873.2,1720.1
D,2011-02-17,15,1850.7,1687.6
D,2011-02-17,16,1859.1,1682.4
D,2011-02-17,17,1927.3,1734.1
D,2011-02-17,18,2103.0,1924.2
D,2011-02-17,19,2140.8,2015.5
D,2011-02-17,20,2130.7,1980.4
D,2011-02-17,21,2085.6,1897.4
D,2011-02-17,22,1844.4,1754.6
D,2011-02-17,23,1681.7,1562.5
D,2011-02-17,24,1410.3,1404.0
D,2011-02-18,01,1253.0,1297.4
D,2011-02-18,02,1194.1,1242.4
D,2011-02-18,03,1172.3,1219.6
D,2011-02-18,04,1164.4,1217.7
D,2011-02-18,05,1202.9,1260.0
D,2011-02-18,06,1312.9,1388.6
D,2011-02-18,07,1530.3,1622.5
D,2011-02-18,08,1683.1,1734.8
D,2011-02-18,09,1715.2,1756.7
D,2011-02-18,10,1706.7,1761.4
D,2011-02-18,11,1701.0,1756.7
D,2011-02-18,12,1689.0,1742.6
D,2011-02-18,13,1668.2,1724.3
D,2011-02-18,14,1632.4,1709.0
D,2011-02-18,15,1605.6,1680.3
D,2011-02-18,16,1606.8,1666.9
D,2011-02-18,17,1756.5,1707.5
D,2011-02-18,18,1903.0,1855.7
D,2011-02-18,19,1922.7,1930.6
D,2011-02-18,20,1897.9,1881.7
D,2011-02-18,21,1831.2,1805.6
D,2011-02-18,22,1618.0,1693.2
D,2011-02-18,23,1487.1,1537.8
D,2011-02-18,24,1328.1,1392.8
D,2011-02-19,01,1285.4,1287.8
D,2011-02-19,02,1222.3,1232.6
D,2011-02-19,03,1191.1,1206.7
D,2011-02-19,04,1183.5,1202.3
D,2011-02-19,05,1199.8,1223.5
D,2011-02-19,06,1265.0,1280.6
D,2011-02-19,07,1329.3,1368.8
D,2011-02-19,08,1440.6,1486.0
D,2011-02-19,09,1623.9,1622.0
D,2011-02-19,10,1703.3,1701.4
D,2011-02-19,11,1688.0,1738.5
D,2011-02-19,12,1691.1,1757.0
D,2011-02-19,13,1670.4,1744.8
D,2011-02-19,14,1635.3,1727.5
D,2011-02-19,15,1615.0,1717.9
D,2011-02-19,16,1626.9,1726.6
D,2011-02-19,17,1781.8,1779.7
D,2011-02-19,18,1973.9,1946.5
D,2011-02-19,19,2003.0,2030.6
D,2011-02-19,20,1908.5,1991.5
D,2011-02-19,21,1895.8,1940.5
D,2011-02-19,22,1735.4,1863.4
D,2011-02-19,23,1610.1,1735.6
D,2011-02-19,24,1467.2,1608.8
D,2011-02-20,01,1406.1,1514.8
D,2011-02-20,02,1329.5,1461.7
D,2011-02-20,03,1298.2,1436.6
D,2011-02-20,04,1274.1,1431.1
D,2011-02-20,05,1331.8,1438.7
D,2011-02-20,06,1346.7,1476.2
D,2011-02-20,07,1374.6,1543.1
D,2011-02-20,08,1468.1,1618.7
D,2011-02-20,09,1612.6,1728.3
D,2011-02-20,10,1658.4,1802.2
D,2011-02-20,11,1660.9,1825.8
D,2011-02-20,12,1668.6,1829.6
D,2011-02-20,13,1656.0,1800.2
D,2011-02-20,14,1595.5,1746.7
D,2011-02-20,15,1575.8,1700.8
D,2011-02-20,16,1589.5,1685.1
D,2011-02-20,17,1757.0,1739.3
D,2011-02-20,18,1945.9,1911.8
D,2011-02-20,19,1996.0,2007.0
D,2011-02-20,20,1891.7,1957.2
D,2011-02-20,21,1844.0,1880.1
D,2011-02-20,22,1649.3,1772.0
D,2011-02-20,23,1544.6,1632.1
D,2011-02-20,24,1396.1,1500.2
D,2011-02-21,01,1021.1,1396.3
D,2011-02-21,02,984.9,1339.7
D,2011-02-21,03,971.3,1314.4
D,2011-02-21,04,969.7,1310.4
D,2011-02-21,05,995.5,1339.8
D,2011-02-21,06,1077.8,1415.3
D,2011-02-21,07,1179.3,1534.1
D,2011-02-21,08,1290.7,1652.7
D,2011-02-21,09,1376.1,1769.7
D,2011-02-21,10,1474.4,1863.1
D,2011-02-21,11,1474.9,1923.5
D,2011-02-21,12,1469.7,1952.9
D,2011-02-21,13,1449.5,1946.9
D,2011-02-21,14,1436.4,1914.8
D,2011-02-21,15,1369.3,1885.6
D,2011-02-21,16,1323.2,1873.4
D,2011-02-21,17,1437.8,1946.0
D,2011-02-21,18,1586.7,2139.7
D,2011-02-21,19,1632.1,2203.5
D,2011-02-21,20,1576.4,2149.0
D,2011-02-21,21,1530.3,2065.0
D,2011-02-21,22,1338.1,1929.5
D,2011-02-21,23,1238.8,1759.1
D,2011-02-21,24,1135.5,1618.7
D,2011-02-22,01,1395.3,1527.0
D,2011-02-22,02,1365.6,1481.6
D,2011-02-22,03,1353.8,1456.3
D,2011-02-22,04,1339.0,1458.7
D,2011-02-22,05,1368.0,1501.7
D,2011-02-22,06,1524.0,1629.3
D,2011-02-22,07,1766.4,1807.6
D,2011-02-22,08,1875.8,1938.8
D,2011-02-22,09,1836.7,1999.0
