C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4006_20150814_20150927.csv
C,Time period: 2015-08-14 to 2015-09-27
C,Location/Node: .Z.SEMASS
C,Report generated 2015-12-05 23:05:29 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2015-08-14,01,1532.2,1571.1
D,2015-08-14,02,1427.7,1452.4
D,2015-08-14,03,1366.0,1384.0
D,2015-08-14,04,1328.1,1345.9
D,2015-08-14,05,1327.9,1354.4
D,2015-08-14,06,1421.6,1420.7
D,2015-08-14,07,1556.7,1539.1
D,2015-08-14,08,1731.4,1717.7
D,2015-08-14,09,1877.2,1861.2
D,2015-08-14,10,1993.0,1994.1
D,2015-08-14,11,2102.5,2097.4
D,2015-08-14,12,2190.1,2194.7
D,2015-08-14,13,2261.2,2266.7
D,2015-08-14,14,2317.1,2350.5
D,2015-08-14,15,2374.2,2421.5
D,2015-08-14,16,2416.5,2488.4
D,2015-08-14,17,2409.5,2541.8
D,2015-08-14,18,2398.2,2559.1
D,2015-08-14,19,2389.5,2494.2
D,2015-08-14,20,2325.9,2391.8
D,2015-08-14,21,2317.5,2359.5
D,2015-08-14,22,2183.5,2224.6
D,2015-08-14,23,1956.9,2010.3
D,2015-08-14,24,1722.4,1799.0
D,2015-08-15,01,1602.5,1623.3
D,2015-08-15,02,1482.5,1504.5
D,2015-08-15,03,1415.5,1432.4
D,2015-08-15,04,1369.7,1394.7
D,2015-08-15,05,1346.9,1387.0
D,2015-08-15,06,1378.4,1412.8
D,2015-08-15,07,1444.1,1464.5
D,2015-08-15,08,1587.7,1608.9
D,2015-08-15,09,1774.5,1782.7
D,2015-08-15,10,1937.2,1942.4
D,2015-08-15,11,2082.4,2102.3
D,2015-08-15,12,2196.2,2247.1
D,2015-08-15,13,2259.3,2369.9
D,2015-08-15,14,2319.4,2473.8
D,2015-08-15,15,2358.5,2550.4
D,2015-08-15,16,2377.5,2616.4
D,2015-08-15,17,2400.8,2665.4
D,2015-08-15,18,2401.3,2668.2
D,2015-08-15,19,2363.2,2604.0
D,2015-08-15,20,2296.1,2516.8
D,2015-08-15,21,2316.6,2468.1
D,2015-08-15,22,2232.8,2339.2
D,2015-08-15,23,2034.0,2148.2
D,2015-08-15,24,1824.1,1935.5
D,2015-08-16,01,1688.5,1762.6
D,2015-08-16,02,1573.0,1646.5
D,2015-08-16,03,1483.3,1567.2
D,2015-08-16,04,1420.9,1517.7
D,2015-08-16,05,1382.8,1490.5
D,2015-08-16,06,1407.0,1490.1
D,2015-08-16,07,1448.2,1509.8
D,2015-08-16,08,1573.0,1637.7
D,2015-08-16,09,1778.0,1810.4
D,2015-08-16,10,1930.9,1985.1
D,2015-08-16,11,2080.1,2154.8
D,2015-08-16,12,2209.0,2307.1
D,2015-08-16,13,2303.0,2429.7
D,2015-08-16,14,2359.7,2523.6
D,2015-08-16,15,2366.1,2608.4
D,2015-08-16,16,2405.9,2690.7
D,2015-08-16,17,2415.8,2752.7
D,2015-08-16,18,2422.0,2799.7
D,2015-08-16,19,2417.5,2766.0
D,2015-08-16,20,2367.7,2698.4
D,2015-08-16,21,2379.8,2676.2
D,2015-08-16,22,2259.0,2513.7
D,2015-08-16,23,2059.5,2263.2
D,2015-08-16,24,1839.6,2026.1
D,2015-08-17,01,1695.4,1858.5
D,2015-08-17,02,1586.7,1752.2
D,2015-08-17,03,1530.0,1677.4
D,2015-08-17,04,1492.0,1638.6
D,2015-08-17,05,1512.8,1645.6
D,2015-08-17,06,1590.2,1723.8
D,2015-08-17,07,1763.4,1855.1
D,2015-08-17,08,1988.0,2047.7
D,2015-08-17,09,2164.6,2260.9
D,2015-08-17,10,2326.6,2461.4
D,2015-08-17,11,2459.3,2642.8
D,2015-08-17,12,2605.0,2778.7
D,2015-08-17,13,2744.9,2897.9
D,2015-08-17,14,2813.9,3006.8
D,2015-08-17,15,2899.2,3076.1
D,2015-08-17,16,2941.6,3125.1
D,2015-08-17,17,2937.3,3166.5
D,2015-08-17,18,2926.1,3181.5
D,2015-08-17,19,2881.3,3124.3
D,2015-08-17,20,2815.3,3038.5
D,2015-08-17,21,2755.7,2989.3
D,2015-08-17,22,2567.3,2767.5
D,2015-08-17,23,2305.1,2458.2
D,2015-08-17,24,2036.3,2181.6
D,2015-08-18,01,1859.6,1975.9
D,2015-08-18,02,1725.4,1843.1
D,2015-08-18,03,1655.6,1753.3
D,2015-08-18,04,1586.8,1709.8
D,2015-08-18,05,1586.7,1719.2
D,2015-08-18,06,1654.6,1797.3
D,2015-08-18,07,1822.9,1930.4
D,2015-08-18,08,2061.7,2131.9
D,2015-08-18,09,2217.3,2313.4
D,2015-08-18,10,2381.1,2486.6
D,2015-08-18,11,2525.9,2666.1
D,2015-08-18,12,2643.4,2825.4
D,2015-08-18,13,2734.7,2966.9
D,2015-08-18,14,2789.5,3077.4
D,2015-08-18,15,2824.1,3126.0
D,2015-08-18,16,2853.4,3132.4
D,2015-08-18,17,2823.4,3057.9
D,2015-08-18,18,2809.4,2995.8
D,2015-08-18,19,2753.8,2917.0
D,2015-08-18,20,2677.1,2864.3
D,2015-08-18,21,2667.7,2807.6
D,2015-08-18,22,2562.6,2621.9
D,2015-08-18,23,2263.0,2347.8
D,2015-08-18,24,1977.7,2095.9
D,2015-08-19,01,1806.4,1916.1
D,2015-08-19,02,1686.6,1798.1
D,2015-08-19,03,1600.9,1728.0
