C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4006_20140814_20140927.csv
C,Time period: 2014-08-14 to 2014-09-27
C,Location/Node: .Z.SEMASS
C,Report generated 2015-11-30 18:16:14 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2014-08-14,01,1470.3,1483.7
D,2014-08-14,02,1371.1,1389.3
D,2014-08-14,03,1318.5,1332.8
D,2014-08-14,04,1284.7,1303.8
D,2014-08-14,05,1294.7,1319.7
D,2014-08-14,06,1384.2,1397.8
D,2014-08-14,07,1518.4,1529.8
D,2014-08-14,08,1681.5,1700.8
D,2014-08-14,09,1805.6,1810.8
D,2014-08-14,10,1904.7,1888.1
D,2014-08-14,11,1964.9,1941.0
D,2014-08-14,12,2020.4,1981.3
D,2014-08-14,13,2069.9,2004.1
D,2014-08-14,14,2104.5,2048.6
D,2014-08-14,15,2139.4,2076.2
D,2014-08-14,16,2182.3,2092.1
D,2014-08-14,17,2189.6,2110.2
D,2014-08-14,18,2187.0,2115.3
D,2014-08-14,19,2158.4,2086.9
D,2014-08-14,20,2126.1,2045.5
D,2014-08-14,21,2126.0,2061.2
D,2014-08-14,22,2007.0,1929.0
D,2014-08-14,23,1792.9,1722.9
D,2014-08-14,24,1580.4,1521.1
D,2014-08-15,01,1405.2,1375.7
D,2014-08-15,02,1312.4,1293.1
D,2014-08-15,03,1258.5,1250.0
D,2014-08-15,04,1233.5,1239.0
D,2014-08-15,05,1248.9,1268.7
D,2014-08-15,06,1334.7,1352.7
D,2014-08-15,07,1472.6,1477.9
D,2014-08-15,08,1634.5,1651.0
D,2014-08-15,09,1759.3,1781.5
D,2014-08-15,10,1873.7,1876.6
D,2014-08-15,11,1951.2,1938.7
D,2014-08-15,12,1993.7,1973.9
D,2014-08-15,13,2032.4,1990.8
D,2014-08-15,14,2045.6,2018.4
D,2014-08-15,15,2057.9,2011.9
D,2014-08-15,16,2076.7,1991.2
D,2014-08-15,17,2084.5,1972.1
D,2014-08-15,18,2076.4,1957.4
D,2014-08-15,19,2041.3,1923.8
D,2014-08-15,20,2014.5,1900.2
D,2014-08-15,21,2052.3,1926.6
D,2014-08-15,22,1919.0,1827.6
D,2014-08-15,23,1730.5,1663.6
D,2014-08-15,24,1525.6,1486.0
D,2014-08-16,01,1379.3,1348.5
D,2014-08-16,02,1285.8,1261.5
D,2014-08-16,03,1240.7,1213.2
D,2014-08-16,04,1199.3,1188.9
D,2014-08-16,05,1194.0,1191.5
D,2014-08-16,06,1223.5,1222.5
D,2014-08-16,07,1276.4,1273.1
D,2014-08-16,08,1406.3,1405.6
D,2014-08-16,09,1549.6,1555.1
D,2014-08-16,10,1701.3,1664.9
D,2014-08-16,11,1822.9,1734.0
D,2014-08-16,12,1883.5,1771.4
D,2014-08-16,13,1910.2,1791.0
D,2014-08-16,14,1899.4,1801.1
D,2014-08-16,15,1910.3,1805.4
D,2014-08-16,16,1943.9,1827.0
D,2014-08-16,17,1952.1,1848.9
D,2014-08-16,18,1972.8,1860.6
D,2014-08-16,19,1948.4,1850.7
D,2014-08-16,20,1913.5,1862.1
D,2014-08-16,21,1952.1,1891.2
D,2014-08-16,22,1847.8,1814.1
D,2014-08-16,23,1698.5,1677.2
D,2014-08-16,24,1533.1,1521.4
D,2014-08-17,01,1412.8,1395.9
D,2014-08-17,02,1316.2,1317.6
D,2014-08-17,03,1273.0,1268.5
D,2014-08-17,04,1240.8,1244.9
D,2014-08-17,05,1229.1,1245.3
D,2014-08-17,06,1251.3,1262.4
D,2014-08-17,07,1275.2,1287.9
D,2014-08-17,08,1373.1,1395.6
D,2014-08-17,09,1523.3,1547.0
D,2014-08-17,10,1662.0,1690.5
D,2014-08-17,11,1762.5,1803.9
D,2014-08-17,12,1837.3,1875.2
D,2014-08-17,13,1868.1,1930.0
D,2014-08-17,14,1911.3,1960.5
D,2014-08-17,15,1923.3,1969.5
D,2014-08-17,16,1958.1,1990.0
D,2014-08-17,17,2004.7,2026.1
D,2014-08-17,18,2025.0,2060.9
D,2014-08-17,19,2030.4,2052.9
D,2014-08-17,20,2020.1,2033.2
D,2014-08-17,21,2003.2,2052.1
D,2014-08-17,22,1870.7,1924.7
D,2014-08-17,23,1715.5,1720.4
D,2014-08-17,24,1524.8,1522.2
D,2014-08-18,01,1407.3,1373.1
D,2014-08-18,02,1315.8,1290.1
D,2014-08-18,03,1267.7,1244.0
D,2014-08-18,04,1245.0,1225.4
D,2014-08-18,05,1253.9,1255.3
D,2014-08-18,06,1342.6,1340.7
D,2014-08-18,07,1488.8,1469.0
D,2014-08-18,08,1656.1,1638.9
D,2014-08-18,09,1789.3,1771.9
D,2014-08-18,10,1880.9,1869.3
D,2014-08-18,11,1952.0,1939.2
D,2014-08-18,12,2009.0,1990.0
D,2014-08-18,13,2052.5,2016.3
D,2014-08-18,14,2091.2,2041.2
D,2014-08-18,15,2116.1,2062.3
D,2014-08-18,16,2154.7,2084.5
D,2014-08-18,17,2155.6,2111.5
D,2014-08-18,18,2152.5,2128.0
D,2014-08-18,19,2134.2,2097.5
D,2014-08-18,20,2108.9,2069.1
D,2014-08-18,21,2092.6,2082.1
D,2014-08-18,22,1970.0,1933.7
D,2014-08-18,23,1763.4,1717.3
D,2014-08-18,24,1551.8,1508.7
D,2014-08-19,01,1390.3,1364.0
D,2014-08-19,02,1293.4,1279.8
D,2014-08-19,03,1244.3,1232.4
D,2014-08-19,04,1220.9,1211.4
D,2014-08-19,05,1238.3,1230.8
D,2014-08-19,06,1320.0,1312.2
D,2014-08-19,07,1471.7,1439.7
D,2014-08-19,08,1647.8,1606.1
D,2014-08-19,09,1764.0,1728.6
D,2014-08-19,10,1864.3,1813.6
