C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4006_20140101_20140214.csv
C,Time period: 2014-01-01 to 2014-02-14
C,Location/Node: .Z.SEMASS
C,Report generated 2015-11-30 18:14:23 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2014-01-01,01,1477.8,1639.7
D,2014-01-01,02,1426.2,1556.4
D,2014-01-01,03,1389.4,1503.7
D,2014-01-01,04,1311.5,1482.1
D,2014-01-01,05,1307.7,1489.2
D,2014-01-01,06,1365.0,1522.9
D,2014-01-01,07,1444.2,1573.0
D,2014-01-01,08,1527.5,1617.1
D,2014-01-01,09,1697.6,1697.2
D,2014-01-01,10,1822.1,1754.6
D,2014-01-01,11,1841.3,1802.6
D,2014-01-01,12,1877.3,1831.5
D,2014-01-01,13,1882.0,1834.4
D,2014-01-01,14,1844.8,1824.3
D,2014-01-01,15,1852.9,1818.3
D,2014-01-01,16,1875.4,1857.6
D,2014-01-01,17,2065.8,2056.6
D,2014-01-01,18,2154.9,2244.4
D,2014-01-01,19,2171.9,2242.2
D,2014-01-01,20,2112.7,2192.0
D,2014-01-01,21,2002.0,2106.6
D,2014-01-01,22,1881.3,1964.6
D,2014-01-01,23,1733.7,1785.0
D,2014-01-01,24,1577.6,1616.0
D,2014-01-02,01,1450.6,1511.4
D,2014-01-02,02,1384.7,1455.7
D,2014-01-02,03,1357.8,1434.8
D,2014-01-02,04,1348.8,1436.5
D,2014-01-02,05,1395.2,1482.4
D,2014-01-02,06,1539.5,1612.5
D,2014-01-02,07,1736.2,1814.9
D,2014-01-02,08,1823.7,1972.1
D,2014-01-02,09,1909.9,2034.4
D,2014-01-02,10,1961.6,2092.0
D,2014-01-02,11,1965.1,2142.1
D,2014-01-02,12,1969.2,2173.7
D,2014-01-02,13,1964.8,2185.3
D,2014-01-02,14,1963.2,2179.2
D,2014-01-02,15,1958.3,2157.1
D,2014-01-02,16,1985.0,2171.9
D,2014-01-02,17,2135.4,2340.6
D,2014-01-02,18,2297.2,2473.7
D,2014-01-02,19,2276.8,2437.3
D,2014-01-02,20,2223.7,2349.9
D,2014-01-02,21,2172.6,2236.5
D,2014-01-02,22,2000.6,2100.9
D,2014-01-02,23,1825.2,1929.5
D,2014-01-02,24,1681.7,1779.4
D,2014-01-03,01,1461.0,1676.4
D,2014-01-03,02,1411.1,1618.5
D,2014-01-03,03,1378.5,1590.6
D,2014-01-03,04,1378.7,1591.7
D,2014-01-03,05,1409.8,1617.6
D,2014-01-03,06,1565.9,1692.6
D,2014-01-03,07,1817.1,1795.1
D,2014-01-03,08,1899.2,1888.0
D,2014-01-03,09,1963.5,1986.4
D,2014-01-03,10,1978.8,2078.1
D,2014-01-03,11,1920.1,2144.8
D,2014-01-03,12,1908.7,2174.0
D,2014-01-03,13,1941.6,2187.6
D,2014-01-03,14,1927.6,2178.1
D,2014-01-03,15,1916.6,2153.5
D,2014-01-03,16,1935.5,2166.6
D,2014-01-03,17,2105.5,2329.9
D,2014-01-03,18,2251.9,2509.4
D,2014-01-03,19,2263.2,2485.0
D,2014-01-03,20,2187.3,2412.3
D,2014-01-03,21,2131.3,2328.9
D,2014-01-03,22,1949.7,2201.4
D,2014-01-03,23,1771.4,2035.5
D,2014-01-03,24,1637.3,1887.1
D,2014-01-04,01,1470.4,1776.5
D,2014-01-04,02,1434.3,1721.9
D,2014-01-04,03,1437.8,1689.9
D,2014-01-04,04,1444.5,1680.8
D,2014-01-04,05,1460.7,1696.4
D,2014-01-04,06,1512.0,1755.4
D,2014-01-04,07,1561.7,1842.6
D,2014-01-04,08,1658.7,1933.4
D,2014-01-04,09,1747.9,2035.3
D,2014-01-04,10,1800.0,2096.2
D,2014-01-04,11,1786.8,2102.0
D,2014-01-04,12,1782.5,2073.1
D,2014-01-04,13,1768.9,2037.9
D,2014-01-04,14,1733.9,1999.1
D,2014-01-04,15,1722.7,1975.4
D,2014-01-04,16,1745.8,1991.2
D,2014-01-04,17,1882.5,2145.3
D,2014-01-04,18,2029.2,2297.5
D,2014-01-04,19,2062.9,2272.6
D,2014-01-04,20,1997.0,2200.0
D,2014-01-04,21,1945.2,2126.0
D,2014-01-04,22,1754.7,2008.4
D,2014-01-04,23,1583.0,1855.0
D,2014-01-04,24,1397.7,1702.8
D,2014-01-05,01,1284.8,1584.0
D,2014-01-05,02,1205.9,1524.3
D,2014-01-05,03,1192.2,1486.4
D,2014-01-05,04,1150.5,1473.1
D,2014-01-05,05,1158.0,1474.9
D,2014-01-05,06,1200.0,1503.3
D,2014-01-05,07,1254.4,1565.7
D,2014-01-05,08,1429.1,1635.4
D,2014-01-05,09,1527.5,1727.8
D,2014-01-05,10,1545.0,1797.4
D,2014-01-05,11,1539.7,1853.9
D,2014-01-05,12,1531.4,1878.1
D,2014-01-05,13,1566.9,1889.2
D,2014-01-05,14,1566.2,1892.8
D,2014-01-05,15,1551.2,1883.6
D,2014-01-05,16,1601.1,1917.0
D,2014-01-05,17,1764.2,2083.2
D,2014-01-05,18,1876.2,2205.3
D,2014-01-05,19,1799.7,2179.4
D,2014-01-05,20,1729.2,2094.8
D,2014-01-05,21,1649.8,1990.9
D,2014-01-05,22,1497.9,1828.9
D,2014-01-05,23,1406.3,1655.1
D,2014-01-05,24,1200.9,1498.3
D,2014-01-06,01,1222.9,1386.0
D,2014-01-06,02,1164.6,1323.9
D,2014-01-06,03,1139.3,1293.2
D,2014-01-06,04,1141.4,1285.5
D,2014-01-06,05,1107.6,1323.0
D,2014-01-06,06,1231.9,1451.9
D,2014-01-06,07,1538.2,1677.7
D,2014-01-06,08,1715.1,1811.1
D,2014-01-06,09,1741.4,1816.5
D,2014-01-06,10,1720.6,1831.0
D,2014-01-06,11,1664.1,1852.9
D,2014-01-06,12,1659.8,1865.2
D,2014-01-06,13,1620.6,1852.5
D,2014-01-06,14,1605.5,1830.6
D,2014-01-06,15,1624.0,1830.2
D,2014-01-06,16,1650.7,1870.1
D,2014-01-06,17,1822.2,2018.8
D,2014-01-06,18,1991.0,2157.8
D,2014-01-06,19,1973.2,2166.2
D,2014-01-06,20,1941.2,2128.4
D,2014-01-06,21,1901.7,2056.0
D,2014-01-06,22,1776.7,1917.9
D,2014-01-06,23,1633.3,1736.8
D,2014-01-06,24,1429.0,1581.1
D,2014-01-07,01,1432.9,1485.9
D,2014-01-07,02,1404.3,1434.5
D,2014-01-07,03,1382.5,1413.4
D,2014-01-07,04,1365.6,1438.6
D,2014-01-07,05,1417.4,1522.2
D,2014-01-07,06,1546.4,1677.3
D,2014-01-07,07,1824.0,1946.9
D,2014-01-07,08,1945.5,2087.7
D,2014-01-07,09,2007.9,2107.1
D,2014-01-07,10,1997.8,2129.4
D,2014-01-07,11,1967.6,2115.2
D,2014-01-07,12,1967.9,2112.4
D,2014-01-07,13,1957.6,2100.7
D,2014-01-07,14,1945.7,2073.0
D,2014-01-07,15,1928.0,2056.6
D,2014-01-07,16,1959.5,2101.6
D,2014-01-07,17,2132.2,2278.7
D,2014-01-07,18,2310.4,2497.4
D,2014-01-07,19,2323.3,2529.2
D,2014-01-07,20,2277.5,2496.7
D,2014-01-07,21,2221.3,2399.4
D,2014-01-07,22,2012.4,2233.3
D,2014-01-07,23,1861.7,2019.3
D,2014-01-07,24,1679.5,1839.2
D,2014-01-08,01,1542.9,1742.3
D,2014-01-08,02,1482.1,1691.4
D,2014-01-08,03,1471.0,1674.0
D,2014-01-08,04,1475.1,1663.2
D,2014-01-08,05,1512.7,1713.2
D,2014-01-08,06,1659.9,1845.2
D,2014-01-08,07,1928.6,2106.2
D,2014-01-08,08,2058.8,2217.8
D,2014-01-08,09,2087.1,2204.8
D,2014-01-08,10,2032.3,2177.2
D,2014-01-08,11,2003.2,2139.8
D,2014-01-08,12,1989.2,2101.2
D,2014-01-08,13,1975.9,2051.3
D,2014-01-08,14,1963.1,2036.9
D,2014-01-08,15,1946.7,2024.3
D,2014-01-08,16,1968.6,2086.5
D,2014-01-08,17,2118.8,2246.1
D,2014-01-08,18,2291.8,2431.8
D,2014-01-08,19,2295.4,2445.5
D,2014-01-08,20,2241.3,2402.1
D,2014-01-08,21,2176.0,2314.9
D,2014-01-08,22,1989.9,2151.1
D,2014-01-08,23,1813.1,1941.0
D,2014-01-08,24,1621.2,1765.6
D,2014-01-09,01,1518.0,1654.5
D,2014-01-09,02,1457.2,1605.0
D,2014-01-09,03,1413.7,1584.3
D,2014-01-09,04,1411.7,1585.3
D,2014-01-09,05,1441.7,1625.6
D,2014-01-09,06,1574.4,1760.0
D,2014-01-09,07,1850.3,2004.0
D,2014-01-09,08,1979.3,2116.5
D,2014-01-09,09,1990.5,2104.9
D,2014-01-09,10,1927.9,2071.5
D,2014-01-09,11,1927.7,2041.9
D,2014-01-09,12,1904.1,2014.3
D,2014-01-09,13,1839.6,1980.3
D,2014-01-09,14,1827.8,1961.4
D,2014-01-09,15,1810.5,1946.5
D,2014-01-09,16,1834.6,1986.3
D,2014-01-09,17,2027.8,2143.8
D,2014-01-09,18,2222.4,2335.0
D,2014-01-09,19,2203.2,2357.6
D,2014-01-09,20,2101.8,2324.8
D,2014-01-09,21,2043.1,2251.7
D,2014-01-09,22,1879.9,2105.8
D,2014-01-09,23,1725.7,1908.4
D,2014-01-09,24,1556.5,1742.6
D,2014-01-10,01,1524.5,1656.9
D,2014-01-10,02,1465.6,1610.7
D,2014-01-10,03,1441.7,1589.9
D,2014-01-10,04,1438.8,1574.6
D,2014-01-10,05,1481.8,1604.9
D,2014-01-10,06,1588.4,1724.9
D,2014-01-10,07,1795.8,1948.1
D,2014-01-10,08,1878.7,2080.5
D,2014-01-10,09,1867.2,2088.9
D,2014-01-10,10,1840.0,2102.2
D,2014-01-10,11,1816.7,2109.5
D,2014-01-10,12,1849.7,2102.5
D,2014-01-10,13,1821.1,2071.1
