C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4006_20121110_20121224.csv
C,Time period: 2012-11-10 to 2012-12-24
C,Location/Node: .Z.SEMASS
C,Report generated 2015-12-05 23:11:52 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2012-11-10,01,1223.2,1297.4
D,2012-11-10,02,1239.7,1254.3
D,2012-11-10,03,1106.2,1214.7
D,2012-11-10,04,1092.1,1203.6
D,2012-11-10,05,1105.0,1225.2
D,2012-11-10,06,1158.9,1281.7
D,2012-11-10,07,1269.5,1369.5
D,2012-11-10,08,1353.1,1484.7
D,2012-11-10,09,1513.6,1581.9
D,2012-11-10,10,1404.4,1625.0
D,2012-11-10,11,1404.0,1631.7
D,2012-11-10,12,1394.8,1601.9
D,2012-11-10,13,1451.0,1570.1
D,2012-11-10,14,1428.4,1545.0
D,2012-11-10,15,1456.1,1531.0
D,2012-11-10,16,1408.2,1555.1
D,2012-11-10,17,1384.8,1712.1
D,2012-11-10,18,1622.7,1862.3
D,2012-11-10,19,1582.8,1841.3
D,2012-11-10,20,1542.4,1787.3
D,2012-11-10,21,1453.6,1728.8
D,2012-11-10,22,1478.4,1637.3
D,2012-11-10,23,1383.2,1516.1
D,2012-11-10,24,1249.1,1383.7
D,2012-11-11,01,1176.0,1278.5
D,2012-11-11,02,1187.2,1214.6
D,2012-11-11,03,1052.8,1176.4
D,2012-11-11,04,1039.5,1159.4
D,2012-11-11,05,1046.0,1160.9
D,2012-11-11,06,1082.7,1193.2
D,2012-11-11,07,1174.8,1251.7
D,2012-11-11,08,1222.4,1341.2
D,2012-11-11,09,1377.8,1469.3
D,2012-11-11,10,1451.5,1536.5
D,2012-11-11,11,1438.2,1558.5
D,2012-11-11,12,1453.9,1571.5
D,2012-11-11,13,1437.0,1573.2
D,2012-11-11,14,1372.5,1564.2
D,2012-11-11,15,1406.6,1542.6
D,2012-11-11,16,1422.6,1539.1
D,2012-11-11,17,1216.9,1691.5
D,2012-11-11,18,1573.1,1855.4
D,2012-11-11,19,1561.8,1825.6
D,2012-11-11,20,1379.4,1757.9
D,2012-11-11,21,1450.5,1670.3
D,2012-11-11,22,1420.8,1549.6
D,2012-11-11,23,1362.7,1409.7
D,2012-11-11,24,1181.0,1273.9
D,2012-11-12,01,1126.0,1176.8
D,2012-11-12,02,1066.9,1122.5
D,2012-11-12,03,1041.9,1098.1
D,2012-11-12,04,1044.3,1094.3
D,2012-11-12,05,1087.7,1131.0
D,2012-11-12,06,1219.1,1228.9
D,2012-11-12,07,1433.4,1378.6
D,2012-11-12,08,1560.2,1507.7
D,2012-11-12,09,1620.2,1612.2
D,2012-11-12,10,1632.4,1670.2
D,2012-11-12,11,1624.2,1698.1
D,2012-11-12,12,1629.9,1712.9
D,2012-11-12,13,1605.1,1700.9
D,2012-11-12,14,1593.7,1691.2
D,2012-11-12,15,1576.6,1674.3
D,2012-11-12,16,1585.1,1685.6
D,2012-11-12,17,1546.6,1832.3
D,2012-11-12,18,1547.4,1994.8
D,2012-11-12,19,1853.1,1973.2
D,2012-11-12,20,1654.1,1911.6
D,2012-11-12,21,1696.6,1805.6
D,2012-11-12,22,1592.0,1646.7
D,2012-11-12,23,1439.2,1456.6
D,2012-11-12,24,1269.2,1292.8
D,2012-11-13,01,1095.6,1189.1
D,2012-11-13,02,1030.4,1134.8
D,2012-11-13,03,994.6,1105.7
D,2012-11-13,04,992.8,1103.6
D,2012-11-13,05,1036.3,1137.3
D,2012-11-13,06,1192.8,1267.3
D,2012-11-13,07,1458.2,1495.0
D,2012-11-13,08,1557.7,1632.6
D,2012-11-13,09,1614.9,1680.9
D,2012-11-13,10,1623.3,1710.1
D,2012-11-13,11,1607.5,1732.2
D,2012-11-13,12,1587.3,1749.5
D,2012-11-13,13,1576.0,1738.5
D,2012-11-13,14,1569.1,1740.7
D,2012-11-13,15,1547.0,1741.4
D,2012-11-13,16,1597.1,1784.5
D,2012-11-13,17,1725.3,1920.2
D,2012-11-13,18,1744.5,2027.9
D,2012-11-13,19,1865.5,2022.1
D,2012-11-13,20,1766.5,1966.3
D,2012-11-13,21,1709.9,1873.3
D,2012-11-13,22,1618.6,1729.9
D,2012-11-13,23,1462.5,1532.5
D,2012-11-13,24,1292.4,1365.3
D,2012-11-14,01,1223.7,1258.0
D,2012-11-14,02,1165.3,1200.9
D,2012-11-14,03,1140.5,1173.3
D,2012-11-14,04,1137.9,1163.7
D,2012-11-14,05,1150.9,1208.4
D,2012-11-14,06,1291.0,1346.8
D,2012-11-14,07,1534.8,1589.7
D,2012-11-14,08,1639.5,1701.7
D,2012-11-14,09,1675.4,1719.8
D,2012-11-14,10,1671.8,1728.8
D,2012-11-14,11,1646.5,1738.3
D,2012-11-14,12,1635.0,1740.2
D,2012-11-14,13,1576.1,1726.9
D,2012-11-14,14,1565.6,1718.4
D,2012-11-14,15,1549.5,1703.1
D,2012-11-14,16,1595.9,1732.6
D,2012-11-14,17,1716.1,1891.6
D,2012-11-14,18,1830.4,2069.3
D,2012-11-14,19,1902.4,2069.7
D,2012-11-14,20,1800.9,2028.1
D,2012-11-14,21,1807.2,1940.7
D,2012-11-14,22,1631.3,1786.6
D,2012-11-14,23,1505.4,1584.0
D,2012-11-14,24,1329.7,1406.2
D,2012-11-15,01,1277.6,1296.1
D,2012-11-15,02,1175.6,1248.2
D,2012-11-15,03,1148.0,1223.5
D,2012-11-15,04,1141.0,1224.6
D,2012-11-15,05,1155.7,1268.7
D,2012-11-15,06,1229.9,1413.6
D,2012-11-15,07,1606.8,1663.0
D,2012-11-15,08,1623.0,1795.7
D,2012-11-15,09,1653.8,1815.4
