C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4006_20110630_20110630.csv
C,Time period: 2011-06-30 to 2011-06-30
C,Location/Node: .Z.SEMASS
C,Report generated 2015-12-05 23:12:51 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2011-06-30,01,1415.5,1565.9
D,2011-06-30,02,1318.7,1453.3
D,2011-06-30,03,1253.3,1380.1
D,2011-06-30,04,1221.5,1344.1
D,2011-06-30,05,1239.2,1343.3
D,2011-06-30,06,1273.5,1392.9
D,2011-06-30,07,1444.8,1572.4
D,2011-06-30,08,1677.0,1792.1
D,2011-06-30,09,1814.8,1951.8
D,2011-06-30,10,1901.5,2072.2
D,2011-06-30,11,1983.3,2169.1
D,2011-06-30,12,2052.9,2239.6
D,2011-06-30,13,2096.7,2283.4
D,2011-06-30,14,2128.0,2325.2
D,2011-06-30,15,2172.5,2333.4
D,2011-06-30,16,2181.6,2346.8
D,2011-06-30,17,2205.0,2363.2
D,2011-06-30,18,2162.0,2362.7
D,2011-06-30,19,2088.0,2325.5
D,2011-06-30,20,2035.3,2257.1
D,2011-06-30,21,2079.3,2248.8
D,2011-06-30,22,1987.9,2191.5
D,2011-06-30,23,1763.9,1961.0
D,2011-06-30,24,1541.4,1707.5
T,24 lines
