C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4006_20131125_20131231.csv
C,Time period: 2013-11-25 to 2013-12-31
C,Location/Node: .Z.SEMASS
C,Report generated 2015-12-05 23:09:15 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2013-11-25,01,1384.4,1568.2
D,2013-11-25,02,1343.8,1491.2
D,2013-11-25,03,1329.9,1463.6
D,2013-11-25,04,1334.5,1463.0
D,2013-11-25,05,1374.8,1514.6
D,2013-11-25,06,1535.5,1660.9
D,2013-11-25,07,1745.0,1883.3
D,2013-11-25,08,1870.7,1987.7
D,2013-11-25,09,1872.0,1989.6
D,2013-11-25,10,1812.4,1976.4
D,2013-11-25,11,1801.9,1965.3
D,2013-11-25,12,1785.6,1942.8
D,2013-11-25,13,1762.3,1906.6
D,2013-11-25,14,1745.8,1893.7
D,2013-11-25,15,1736.4,1879.6
D,2013-11-25,16,1771.4,1925.2
D,2013-11-25,17,1982.0,2118.5
D,2013-11-25,18,2137.1,2272.0
D,2013-11-25,19,2088.1,2273.8
D,2013-11-25,20,2003.4,2222.2
D,2013-11-25,21,1944.3,2126.9
D,2013-11-25,22,1777.7,1959.2
D,2013-11-25,23,1617.4,1750.2
D,2013-11-25,24,1427.2,1575.5
D,2013-11-26,01,1296.2,1451.9
D,2013-11-26,02,1290.8,1386.8
D,2013-11-26,03,1257.1,1354.7
D,2013-11-26,04,1232.7,1350.4
D,2013-11-26,05,1281.8,1387.2
D,2013-11-26,06,1436.0,1522.9
D,2013-11-26,07,1645.2,1754.4
D,2013-11-26,08,1762.0,1876.4
D,2013-11-26,09,1800.4,1895.9
D,2013-11-26,10,1806.2,1901.1
D,2013-11-26,11,1767.0,1892.3
D,2013-11-26,12,1740.9,1879.8
D,2013-11-26,13,1715.2,1867.3
D,2013-11-26,14,1686.8,1860.9
D,2013-11-26,15,1680.4,1853.4
D,2013-11-26,16,1713.7,1893.8
D,2013-11-26,17,1826.9,2051.7
D,2013-11-26,18,2036.1,2143.2
D,2013-11-26,19,1935.1,2134.2
D,2013-11-26,20,1881.7,2084.8
D,2013-11-26,21,1823.1,1996.3
D,2013-11-26,22,1645.1,1853.8
D,2013-11-26,23,1466.2,1652.1
D,2013-11-26,24,1294.9,1486.1
D,2013-11-27,01,1217.1,1356.8
D,2013-11-27,02,1107.9,1282.2
D,2013-11-27,03,1128.1,1243.0
D,2013-11-27,04,1121.4,1228.3
D,2013-11-27,05,1111.6,1258.8
D,2013-11-27,06,1295.2,1372.1
D,2013-11-27,07,1396.0,1570.4
D,2013-11-27,08,1522.5,1696.0
D,2013-11-27,09,1578.2,1786.3
D,2013-11-27,10,1566.3,1840.8
D,2013-11-27,11,1539.7,1876.2
D,2013-11-27,12,1516.0,1906.2
D,2013-11-27,13,1505.3,1914.5
D,2013-11-27,14,1504.5,1902.8
D,2013-11-27,15,1475.5,1875.3
D,2013-11-27,16,1503.3,1901.2
D,2013-11-27,17,1622.9,2003.9
D,2013-11-27,18,1871.5,2050.0
D,2013-11-27,19,1791.3,2014.2
D,2013-11-27,20,1648.4,1945.5
D,2013-11-27,21,1593.5,1863.3
D,2013-11-27,22,1433.7,1739.9
D,2013-11-27,23,1435.3,1577.6
D,2013-11-27,24,1267.4,1421.1
D,2013-11-28,01,1238.1,1306.5
D,2013-11-28,02,1170.5,1240.0
D,2013-11-28,03,1129.7,1208.2
D,2013-11-28,04,1092.6,1204.4
D,2013-11-28,05,1120.9,1229.0
D,2013-11-28,06,1183.1,1297.8
D,2013-11-28,07,1277.2,1412.8
D,2013-11-28,08,1397.8,1547.5
D,2013-11-28,09,1626.5,1696.5
D,2013-11-28,10,1719.5,1801.5
D,2013-11-28,11,1696.5,1860.2
D,2013-11-28,12,1683.9,1874.3
D,2013-11-28,13,1644.1,1811.7
D,2013-11-28,14,1577.4,1697.0
D,2013-11-28,15,1486.3,1610.9
D,2013-11-28,16,1467.8,1589.0
D,2013-11-28,17,1563.2,1684.4
D,2013-11-28,18,1649.5,1760.8
D,2013-11-28,19,1650.6,1774.9
D,2013-11-28,20,1636.2,1784.7
D,2013-11-28,21,1567.7,1778.9
D,2013-11-28,22,1511.3,1719.9
D,2013-11-28,23,1404.2,1623.2
D,2013-11-28,24,1339.4,1508.9
D,2013-11-29,01,1294.8,1423.5
D,2013-11-29,02,1241.1,1374.3
D,2013-11-29,03,1214.3,1347.3
D,2013-11-29,04,1198.7,1343.1
D,2013-11-29,05,1253.4,1371.9
D,2013-11-29,06,1338.8,1447.6
D,2013-11-29,07,1421.9,1546.7
D,2013-11-29,08,1593.8,1624.9
D,2013-11-29,09,1706.2,1709.3
D,2013-11-29,10,1608.8,1751.5
D,2013-11-29,11,1607.5,1764.4
D,2013-11-29,12,1603.5,1765.7
D,2013-11-29,13,1672.0,1746.9
D,2013-11-29,14,1635.5,1734.0
D,2013-11-29,15,1612.0,1734.9
D,2013-11-29,16,1635.2,1780.4
D,2013-11-29,17,1770.6,1966.6
D,2013-11-29,18,1952.2,2097.6
D,2013-11-29,19,1905.5,2083.1
D,2013-11-29,20,1858.0,2040.0
D,2013-11-29,21,1816.6,1976.4
D,2013-11-29,22,1672.8,1876.6
D,2013-11-29,23,1554.2,1740.5
D,2013-11-29,24,1397.1,1596.0
D,2013-11-30,01,1350.5,1485.5
D,2013-11-30,02,1289.3,1423.9
D,2013-11-30,03,1258.4,1398.6
D,2013-11-30,04,1215.9,1391.4
D,2013-11-30,05,1234.9,1410.0
D,2013-11-30,06,1295.8,1467.1
D,2013-11-30,07,1358.1,1555.3
D,2013-11-30,08,1465.1,1651.4
D,2013-11-30,09,1615.7,1749.2
D,2013-11-30,10,1678.6,1800.3
D,2013-11-30,11,1677.0,1810.8
D,2013-11-30,12,1660.7,1798.9
D,2013-11-30,13,1625.2,1770.4
D,2013-11-30,14,1582.7,1744.6
D,2013-11-30,15,1573.5,1739.9
D,2013-11-30,16,1605.8,1779.8
D,2013-11-30,17,1817.4,1975.8
D,2013-11-30,18,1957.3,2087.0
D,2013-11-30,19,1873.1,2072.8
D,2013-11-30,20,1814.9,2022.5
D,2013-11-30,21,1773.7,1951.4
D,2013-11-30,22,1622.3,1855.0
D,2013-11-30,23,1529.5,1703.5
D,2013-11-30,24,1390.7,1545.5
D,2013-12-01,01,1283.2,1423.1
D,2013-12-01,02,1218.0,1346.2
D,2013-12-01,03,1180.7,1304.0
D,2013-12-01,04,1167.9,1283.9
D,2013-12-01,05,1180.2,1283.0
D,2013-12-01,06,1224.5,1317.0
D,2013-12-01,07,1275.6,1375.6
D,2013-12-01,08,1353.5,1457.1
D,2013-12-01,09,1544.1,1581.8
D,2013-12-01,10,1616.3,1682.5
