C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4006_20120629_20120812.csv
C,Time period: 2012-06-29 to 2012-08-12
C,Location/Node: .Z.SEMASS
C,Report generated 2015-12-05 23:11:09 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2012-06-29,01,1557.4,1634.9
D,2012-06-29,02,1447.6,1517.0
D,2012-06-29,03,1385.5,1445.4
D,2012-06-29,04,1354.7,1412.9
D,2012-06-29,05,1366.0,1427.9
D,2012-06-29,06,1427.8,1505.9
D,2012-06-29,07,1565.2,1679.8
D,2012-06-29,08,1832.9,1898.4
D,2012-06-29,09,2625.6,2057.0
D,2012-06-29,10,2770.7,2142.3
D,2012-06-29,11,2865.4,2202.1
D,2012-06-29,12,2978.3,2263.2
D,2012-06-29,13,3098.7,2386.1
D,2012-06-29,14,3155.4,2543.4
D,2012-06-29,15,3147.8,2664.0
D,2012-06-29,16,3181.7,2725.1
D,2012-06-29,17,3191.2,2748.4
D,2012-06-29,18,3214.3,2745.8
D,2012-06-29,19,3143.9,2706.8
D,2012-06-29,20,3064.0,2628.7
D,2012-06-29,21,3070.4,2601.6
D,2012-06-29,22,2963.7,2533.2
D,2012-06-29,23,2765.5,2272.7
D,2012-06-29,24,2217.7,1993.2
D,2012-06-30,01,1703.2,1757.4
D,2012-06-30,02,1565.9,1600.5
D,2012-06-30,03,1541.8,1499.0
D,2012-06-30,04,1446.3,1434.3
D,2012-06-30,05,1429.9,1408.6
D,2012-06-30,06,1441.6,1409.4
D,2012-06-30,07,1463.4,1506.0
D,2012-06-30,08,1626.8,1698.4
D,2012-06-30,09,1904.5,1938.0
D,2012-06-30,10,2110.7,2152.1
D,2012-06-30,11,2222.1,2327.1
D,2012-06-30,12,2397.7,2447.2
D,2012-06-30,13,2486.4,2524.3
D,2012-06-30,14,2539.1,2591.6
D,2012-06-30,15,2583.6,2649.7
D,2012-06-30,16,2606.7,2706.8
D,2012-06-30,17,2622.0,2744.4
D,2012-06-30,18,2583.3,2743.9
D,2012-06-30,19,2498.8,2690.5
