C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4006_20150101_20150214.csv
C,Time period: 2015-01-01 to 2015-02-14
C,Location/Node: .Z.SEMASS
C,Report generated 2015-12-05 23:03:35 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2015-01-01,01,1497.1,1584.7
D,2015-01-01,02,1405.4,1499.7
D,2015-01-01,03,1381.2,1442.9
D,2015-01-01,04,1366.9,1415.1
D,2015-01-01,05,1362.2,1417.7
D,2015-01-01,06,1427.9,1457.4
D,2015-01-01,07,1539.7,1512.0
D,2015-01-01,08,1603.1,1543.4
D,2015-01-01,09,1662.8,1589.7
D,2015-01-01,10,1739.7,1631.5
D,2015-01-01,11,1767.9,1664.0
D,2015-01-01,12,1765.6,1683.6
D,2015-01-01,13,1767.2,1686.8
D,2015-01-01,14,1746.2,1691.4
D,2015-01-01,15,1735.8,1696.0
D,2015-01-01,16,1770.0,1740.6
D,2015-01-01,17,1938.5,1922.4
D,2015-01-01,18,2113.8,2082.9
D,2015-01-01,19,2092.4,2064.7
D,2015-01-01,20,2044.7,2008.2
D,2015-01-01,21,1968.9,1924.2
D,2015-01-01,22,1838.5,1809.6
D,2015-01-01,23,1676.6,1657.1
D,2015-01-01,24,1522.1,1508.7
D,2015-01-02,01,1430.8,1400.2
D,2015-01-02,02,1369.0,1330.9
D,2015-01-02,03,1340.0,1300.0
D,2015-01-02,04,1338.3,1294.9
D,2015-01-02,05,1376.7,1328.5
D,2015-01-02,06,1491.6,1423.8
D,2015-01-02,07,1698.0,1558.2
D,2015-01-02,08,1800.3,1659.7
D,2015-01-02,09,1830.7,1713.7
D,2015-01-02,10,1839.6,1725.3
D,2015-01-02,11,1850.8,1732.8
D,2015-01-02,12,1850.2,1752.7
D,2015-01-02,13,1852.3,1743.5
D,2015-01-02,14,1822.3,1735.5
D,2015-01-02,15,1838.8,1732.3
D,2015-01-02,16,1888.1,1770.6
D,2015-01-02,17,2018.8,1935.1
D,2015-01-02,18,2162.2,2075.5
D,2015-01-02,19,2111.5,2063.0
D,2015-01-02,20,2054.8,2006.4
D,2015-01-02,21,1969.9,1933.6
D,2015-01-02,22,1844.9,1836.8
D,2015-01-02,23,1684.6,1690.9
D,2015-01-02,24,1482.4,1536.5
D,2015-01-03,01,1451.7,1416.7
D,2015-01-03,02,1382.7,1356.9
D,2015-01-03,03,1372.0,1324.0
D,2015-01-03,04,1362.3,1315.5
D,2015-01-03,05,1356.6,1332.3
D,2015-01-03,06,1412.9,1382.5
D,2015-01-03,07,1510.4,1469.0
D,2015-01-03,08,1597.4,1555.9
D,2015-01-03,09,1705.2,1645.7
D,2015-01-03,10,1789.4,1706.3
D,2015-01-03,11,1809.8,1729.7
D,2015-01-03,12,1809.3,1779.2
D,2015-01-03,13,1804.9,1794.0
D,2015-01-03,14,1761.8,1792.9
D,2015-01-03,15,1751.8,1810.4
D,2015-01-03,16,1780.4,1845.9
D,2015-01-03,17,1964.5,1994.6
D,2015-01-03,18,2123.9,2089.3
D,2015-01-03,19,2042.8,2065.6
D,2015-01-03,20,1978.9,1998.6
D,2015-01-03,21,1898.9,1920.6
D,2015-01-03,22,1788.8,1802.8
D,2015-01-03,23,1643.6,1656.6
D,2015-01-03,24,1492.3,1510.0
D,2015-01-04,01,1361.4,1386.3
D,2015-01-04,02,1289.2,1305.3
D,2015-01-04,03,1233.1,1260.1
D,2015-01-04,04,1213.7,1236.2
D,2015-01-04,05,1194.0,1233.7
D,2015-01-04,06,1229.6,1259.3
D,2015-01-04,07,1297.0,1315.6
D,2015-01-04,08,1370.6,1390.8
D,2015-01-04,09,1497.9,1497.9
D,2015-01-04,10,1577.8,1608.6
D,2015-01-04,11,1622.5,1689.1
D,2015-01-04,12,1641.9,1737.6
D,2015-01-04,13,1640.9,1775.5
D,2015-01-04,14,1602.4,1797.9
D,2015-01-04,15,1586.3,1798.3
D,2015-01-04,16,1591.2,1826.6
D,2015-01-04,17,1785.4,1956.3
D,2015-01-04,18,1900.4,2041.0
D,2015-01-04,19,1848.5,2001.3
D,2015-01-04,20,1806.0,1912.6
D,2015-01-04,21,1737.7,1808.3
D,2015-01-04,22,1599.3,1647.2
D,2015-01-04,23,1461.7,1482.8
D,2015-01-04,24,1329.0,1337.0
D,2015-01-05,01,1236.8,1241.2
D,2015-01-05,02,1203.7,1193.2
D,2015-01-05,03,1172.4,1179.4
D,2015-01-05,04,1169.8,1190.6
D,2015-01-05,05,1208.3,1246.2
D,2015-01-05,06,1335.8,1376.3
D,2015-01-05,07,1655.5,1625.8
D,2015-01-05,08,1737.6,1748.7
D,2015-01-05,09,1794.1,1753.0
D,2015-01-05,10,1846.1,1739.6
D,2015-01-05,11,1845.8,1743.9
D,2015-01-05,12,1882.1,1739.4
D,2015-01-05,13,1852.1,1730.5
D,2015-01-05,14,1830.4,1744.4
D,2015-01-05,15,1828.0,1769.2
D,2015-01-05,16,1861.3,1839.4
D,2015-01-05,17,2042.8,2025.2
D,2015-01-05,18,2266.0,2218.9
D,2015-01-05,19,2230.9,2240.8
D,2015-01-05,20,2188.1,2200.9
D,2015-01-05,21,2097.2,2123.1
D,2015-01-05,22,1959.6,1982.1
D,2015-01-05,23,1732.8,1800.8
D,2015-01-05,24,1581.7,1637.8
D,2015-01-06,01,1482.0,1541.4
D,2015-01-06,02,1427.1,1495.9
D,2015-01-06,03,1401.8,1482.0
D,2015-01-06,04,1400.2,1486.4
D,2015-01-06,05,1428.0,1532.9
D,2015-01-06,06,1555.7,1665.1
D,2015-01-06,07,1834.2,1900.8
D,2015-01-06,08,1940.1,2037.9
D,2015-01-06,09,1958.3,2058.8
D,2015-01-06,10,1959.7,2082.0
D,2015-01-06,11,1964.3,2092.6
D,2015-01-06,12,1967.6,2102.5
D,2015-01-06,13,1944.5,2080.9
D,2015-01-06,14,1910.4,2062.2
D,2015-01-06,15,1890.4,2050.7
D,2015-01-06,16,1918.9,2093.7
D,2015-01-06,17,2065.4,2233.2
D,2015-01-06,18,2306.1,2381.2
D,2015-01-06,19,2238.4,2381.5
D,2015-01-06,20,2163.2,2331.6
D,2015-01-06,21,2086.4,2239.5
D,2015-01-06,22,1939.5,2082.5
D,2015-01-06,23,1743.3,1886.3
D,2015-01-06,24,1573.3,1727.5
D,2015-01-07,01,1466.1,1626.3
D,2015-01-07,02,1447.8,1575.7
D,2015-01-07,03,1426.1,1551.4
D,2015-01-07,04,1407.2,1548.2
D,2015-01-07,05,1447.6,1585.9
D,2015-01-07,06,1586.8,1710.1
D,2015-01-07,07,1882.2,1946.0
D,2015-01-07,08,2028.6,2070.3
D,2015-01-07,09,2031.8,2070.9
D,2015-01-07,10,2049.6,2039.8
