C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4006_20140516_20140629.csv
C,Time period: 2014-05-16 to 2014-06-29
C,Location/Node: .Z.SEMASS
C,Report generated 2015-11-30 18:15:16 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2014-05-16,01,1178.9,1244.3
D,2014-05-16,02,1116.2,1180.0
D,2014-05-16,03,1066.0,1141.9
D,2014-05-16,04,1048.0,1128.4
D,2014-05-16,05,1080.3,1158.1
D,2014-05-16,06,1168.2,1246.9
D,2014-05-16,07,1381.2,1440.9
D,2014-05-16,08,1564.6,1600.1
D,2014-05-16,09,1619.3,1666.2
D,2014-05-16,10,1660.5,1716.7
D,2014-05-16,11,1657.9,1750.6
D,2014-05-16,12,1665.9,1781.3
D,2014-05-16,13,1641.9,1791.0
D,2014-05-16,14,1648.4,1792.9
D,2014-05-16,15,1628.8,1759.9
D,2014-05-16,16,1611.9,1746.6
D,2014-05-16,17,1611.7,1747.3
D,2014-05-16,18,1608.2,1758.0
D,2014-05-16,19,1612.5,1764.1
D,2014-05-16,20,1632.9,1783.0
D,2014-05-16,21,1692.4,1778.7
D,2014-05-16,22,1588.1,1682.2
D,2014-05-16,23,1415.4,1528.0
D,2014-05-16,24,1254.6,1374.8
D,2014-05-17,01,1161.9,1253.9
D,2014-05-17,02,1098.1,1182.8
D,2014-05-17,03,1068.3,1143.6
D,2014-05-17,04,1037.9,1125.8
D,2014-05-17,05,1043.6,1130.3
D,2014-05-17,06,1056.0,1172.3
D,2014-05-17,07,1116.4,1245.9
D,2014-05-17,08,1222.2,1363.0
D,2014-05-17,09,1371.5,1499.3
D,2014-05-17,10,1456.6,1600.8
D,2014-05-17,11,1486.6,1631.5
D,2014-05-17,12,1497.2,1639.9
D,2014-05-17,13,1491.7,1619.6
D,2014-05-17,14,1468.1,1602.6
D,2014-05-17,15,1444.5,1587.9
D,2014-05-17,16,1435.2,1584.8
D,2014-05-17,17,1447.8,1594.9
D,2014-05-17,18,1442.4,1618.4
D,2014-05-17,19,1460.3,1621.7
D,2014-05-17,20,1487.8,1611.2
D,2014-05-17,21,1588.9,1662.2
D,2014-05-17,22,1469.5,1598.8
D,2014-05-17,23,1341.9,1453.8
D,2014-05-17,24,1201.7,1303.3
D,2014-05-18,01,1107.6,1183.0
D,2014-05-18,02,1042.9,1111.7
D,2014-05-18,03,993.2,1067.3
D,2014-05-18,04,986.3,1048.0
D,2014-05-18,05,963.0,1045.9
D,2014-05-18,06,979.2,1048.8
D,2014-05-18,07,1014.2,1093.4
D,2014-05-18,08,1100.3,1191.5
D,2014-05-18,09,1205.0,1304.9
D,2014-05-18,10,1283.5,1388.3
D,2014-05-18,11,1344.1,1429.8
D,2014-05-18,12,1370.0,1462.1
D,2014-05-18,13,1370.6,1479.4
D,2014-05-18,14,1339.4,1470.2
D,2014-05-18,15,1332.8,1455.5
D,2014-05-18,16,1355.0,1466.4
D,2014-05-18,17,1392.6,1498.0
D,2014-05-18,18,1396.9,1532.5
D,2014-05-18,19,1426.2,1552.7
D,2014-05-18,20,1458.0,1578.0
D,2014-05-18,21,1565.9,1634.5
D,2014-05-18,22,1440.7,1544.2
D,2014-05-18,23,1276.7,1377.5
D,2014-05-18,24,1142.7,1227.9
D,2014-05-19,01,1058.2,1122.9
D,2014-05-19,02,1012.1,1073.4
D,2014-05-19,03,988.8,1047.8
D,2014-05-19,04,982.8,1045.1
D,2014-05-19,05,1023.6,1083.2
D,2014-05-19,06,1127.5,1169.6
D,2014-05-19,07,1338.1,1363.7
D,2014-05-19,08,1473.0,1510.2
D,2014-05-19,09,1521.3,1555.4
D,2014-05-19,10,1556.5,1584.4
D,2014-05-19,11,1580.1,1615.9
D,2014-05-19,12,1587.4,1649.0
D,2014-05-19,13,1584.6,1656.9
D,2014-05-19,14,1581.4,1653.7
D,2014-05-19,15,1563.0,1630.0
D,2014-05-19,16,1551.7,1626.3
D,2014-05-19,17,1526.6,1642.6
D,2014-05-19,18,1551.2,1680.5
D,2014-05-19,19,1576.8,1701.9
D,2014-05-19,20,1603.6,1715.6
D,2014-05-19,21,1628.8,1749.2
D,2014-05-19,22,1523.1,1629.2
D,2014-05-19,23,1353.9,1440.4
D,2014-05-19,24,1188.2,1266.5
D,2014-05-20,01,1094.1,1160.6
D,2014-05-20,02,1039.3,1107.6
D,2014-05-20,03,1013.1,1081.3
D,2014-05-20,04,1005.3,1074.7
D,2014-05-20,05,1038.3,1106.8
D,2014-05-20,06,1144.1,1200.5
D,2014-05-20,07,1356.7,1395.1
D,2014-05-20,08,1487.0,1537.3
D,2014-05-20,09,1509.3,1581.0
D,2014-05-20,10,1533.5,1606.7
D,2014-05-20,11,1553.3,1633.5
D,2014-05-20,12,1585.8,1646.0
D,2014-05-20,13,1585.1,1650.8
D,2014-05-20,14,1582.1,1671.1
D,2014-05-20,15,1569.7,1670.6
D,2014-05-20,16,1566.7,1677.1
D,2014-05-20,17,1576.7,1694.9
D,2014-05-20,18,1582.6,1715.5
D,2014-05-20,19,1583.3,1722.6
D,2014-05-20,20,1609.8,1732.6
D,2014-05-20,21,1683.1,1785.4
D,2014-05-20,22,1569.0,1678.5
D,2014-05-20,23,1369.0,1483.2
D,2014-05-20,24,1201.7,1309.0
D,2014-05-21,01,1101.6,1191.7
D,2014-05-21,02,1044.9,1134.4
D,2014-05-21,03,1018.7,1101.3
D,2014-05-21,04,1010.4,1093.2
D,2014-05-21,05,1042.9,1125.3
D,2014-05-21,06,1147.0,1212.6
D,2014-05-21,07,1367.9,1409.0
D,2014-05-21,08,1495.9,1548.7
D,2014-05-21,09,1553.3,1602.0
D,2014-05-21,10,1583.0,1634.8
D,2014-05-21,11,1595.9,1650.6
D,2014-05-21,12,1606.7,1676.5
D,2014-05-21,13,1586.4,1686.1
D,2014-05-21,14,1587.3,1707.2
D,2014-05-21,15,1574.0,1697.0
D,2014-05-21,16,1566.2,1700.0
D,2014-05-21,17,1572.8,1713.0
D,2014-05-21,18,1584.9,1718.4
D,2014-05-21,19,1600.3,1718.0
D,2014-05-21,20,1623.9,1726.0
D,2014-05-21,21,1692.8,1780.3
D,2014-05-21,22,1581.6,1696.6
D,2014-05-21,23,1384.5,1498.9
D,2014-05-21,24,1210.3,1318.0
D,2014-05-22,01,1100.4,1190.4
D,2014-05-22,02,1041.8,1129.9
D,2014-05-22,03,1014.6,1099.4
D,2014-05-22,04,1005.4,1089.8
D,2014-05-22,05,1039.2,1121.1
D,2014-05-22,06,1139.8,1204.5
D,2014-05-22,07,1364.6,1401.4
D,2014-05-22,08,1504.1,1547.6
D,2014-05-22,09,1554.4,1609.9
D,2014-05-22,10,1572.9,1655.9
D,2014-05-22,11,1609.1,1685.2
D,2014-05-22,12,1613.2,1698.1
D,2014-05-22,13,1609.9,1710.8
D,2014-05-22,14,1585.6,1727.9
D,2014-05-22,15,1570.1,1721.2
D,2014-05-22,16,1558.5,1707.6
D,2014-05-22,17,1566.9,1715.8
D,2014-05-22,18,1582.3,1719.2
D,2014-05-22,19,1600.2,1717.5
D,2014-05-22,20,1627.2,1733.7
D,2014-05-22,21,1683.3,1764.6
D,2014-05-22,22,1573.9,1662.5
D,2014-05-22,23,1386.4,1471.8
D,2014-05-22,24,1229.4,1304.6
D,2014-05-23,01,1117.7,1191.0
D,2014-05-23,02,1058.2,1132.8
D,2014-05-23,03,1027.8,1101.9
D,2014-05-23,04,1018.7,1091.9
D,2014-05-23,05,1050.4,1119.2
D,2014-05-23,06,1160.8,1213.7
D,2014-05-23,07,1340.1,1398.5
D,2014-05-23,08,1478.2,1555.2
D,2014-05-23,09,1533.9,1615.6
D,2014-05-23,10,1564.5,1653.1
D,2014-05-23,11,1587.8,1682.0
D,2014-05-23,12,1599.2,1698.4
D,2014-05-23,13,1588.9,1696.4
D,2014-05-23,14,1584.6,1686.6
D,2014-05-23,15,1569.7,1655.6
D,2014-05-23,16,1554.8,1639.9
D,2014-05-23,17,1557.1,1632.3
D,2014-05-23,18,1565.6,1632.7
D,2014-05-23,19,1575.1,1630.0
D,2014-05-23,20,1589.4,1648.2
D,2014-05-23,21,1611.8,1695.3
D,2014-05-23,22,1530.7,1615.5
D,2014-05-23,23,1384.5,1460.1
D,2014-05-23,24,1239.1,1301.5
D,2014-05-24,01,1113.1,1179.9
D,2014-05-24,02,1050.9,1110.2
D,2014-05-24,03,1009.4,1072.0
D,2014-05-24,04,992.9,1053.2
D,2014-05-24,05,1004.2,1060.0
D,2014-05-24,06,1035.5,1083.8
D,2014-05-24,07,1111.3,1152.7
D,2014-05-24,08,1213.3,1277.2
D,2014-05-24,09,1323.1,1396.2
D,2014-05-24,10,1399.6,1478.9
D,2014-05-24,11,1430.3,1514.5
D,2014-05-24,12,1434.9,1524.6
D,2014-05-24,13,1422.4,1498.0
D,2014-05-24,14,1402.3,1477.8
D,2014-05-24,15,1382.4,1457.2
D,2014-05-24,16,1377.2,1453.7
D,2014-05-24,17,1396.8,1473.7
D,2014-05-24,18,1419.6,1515.6
D,2014-05-24,19,1437.7,1538.9
D,2014-05-24,20,1443.1,1559.6
D,2014-05-24,21,1482.8,1621.4
D,2014-05-24,22,1431.6,1563.3
D,2014-05-24,23,1307.7,1422.2
D,2014-05-24,24,1199.5,1279.8
D,2014-05-25,01,1108.8,1166.2
D,2014-05-25,02,1055.5,1096.9
D,2014-05-25,03,1009.0,1059.8
D,2014-05-25,04,994.2,1041.7
D,2014-05-25,05,999.8,1042.4
D,2014-05-25,06,1012.8,1048.0
D,2014-05-25,07,1048.2,1092.3
D,2014-05-25,08,1137.3,1192.4
D,2014-05-25,09,1240.3,1318.4
D,2014-05-25,10,1356.3,1413.0
D,2014-05-25,11,1398.0,1461.5
D,2014-05-25,12,1417.1,1488.3
D,2014-05-25,13,1402.1,1482.2
D,2014-05-25,14,1389.9,1463.0
D,2014-05-25,15,1372.1,1442.1
D,2014-05-25,16,1371.2,1439.7
D,2014-05-25,17,1406.2,1463.9
D,2014-05-25,18,1419.5,1501.4
D,2014-05-25,19,1450.5,1519.0
D,2014-05-25,20,1468.5,1524.6
D,2014-05-25,21,1506.4,1584.1
D,2014-05-25,22,1429.5,1543.5
D,2014-05-25,23,1300.7,1415.3
D,2014-05-25,24,1168.2,1268.6
D,2014-05-26,01,1124.9,1157.1
D,2014-05-26,02,1059.6,1091.0
D,2014-05-26,03,1023.4,1057.2
D,2014-05-26,04,1004.2,1043.1
D,2014-05-26,05,1014.8,1055.3
D,2014-05-26,06,1039.3,1064.3
D,2014-05-26,07,1099.5,1122.4
D,2014-05-26,08,1194.1,1240.7
D,2014-05-26,09,1293.1,1390.1
D,2014-05-26,10,1401.8,1516.7
D,2014-05-26,11,1464.8,1584.2
D,2014-05-26,12,1514.9,1618.1
D,2014-05-26,13,1575.7,1622.7
D,2014-05-26,14,1594.6,1603.2
D,2014-05-26,15,1620.0,1565.7
D,2014-05-26,16,1630.0,1552.2
D,2014-05-26,17,1694.6,1568.1
D,2014-05-26,18,1746.7,1617.7
D,2014-05-26,19,1725.1,1647.4
D,2014-05-26,20,1730.9,1686.6
D,2014-05-26,21,1811.1,1743.3
D,2014-05-26,22,1694.1,1642.7
D,2014-05-26,23,1502.5,1456.0
D,2014-05-26,24,1316.0,1288.0
D,2014-05-27,01,1235.3,1177.4
D,2014-05-27,02,1166.5,1119.7
D,2014-05-27,03,1120.1,1089.7
D,2014-05-27,04,1081.2,1083.2
D,2014-05-27,05,1110.0,1116.0
D,2014-05-27,06,1195.8,1206.3
D,2014-05-27,07,1376.8,1406.7
D,2014-05-27,08,1542.4,1586.0
D,2014-05-27,09,1625.2,1684.1
D,2014-05-27,10,1684.5,1751.8
D,2014-05-27,11,1743.0,1803.7
D,2014-05-27,12,1788.0,1819.9
