C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4006_20140215_20140331.csv
C,Time period: 2014-02-15 to 2014-03-31
C,Location/Node: .Z.SEMASS
C,Report generated 2015-11-30 18:14:40 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2014-02-15,01,1362.1,1462.3
D,2014-02-15,02,1306.6,1404.5
D,2014-02-15,03,1275.8,1378.2
D,2014-02-15,04,1239.3,1368.5
D,2014-02-15,05,1255.5,1383.4
D,2014-02-15,06,1308.6,1436.0
D,2014-02-15,07,1386.9,1522.2
D,2014-02-15,08,1484.9,1622.2
D,2014-02-15,09,1614.4,1737.9
D,2014-02-15,10,1664.4,1787.6
D,2014-02-15,11,1661.8,1820.5
D,2014-02-15,12,1619.4,1833.3
D,2014-02-15,13,1592.6,1835.6
D,2014-02-15,14,1585.8,1835.7
D,2014-02-15,15,1611.2,1843.1
D,2014-02-15,16,1605.1,1870.5
D,2014-02-15,17,1642.6,1944.0
D,2014-02-15,18,1787.5,2094.6
D,2014-02-15,19,1815.0,2121.8
D,2014-02-15,20,1783.2,2044.8
D,2014-02-15,21,1720.7,1944.6
D,2014-02-15,22,1608.4,1821.1
D,2014-02-15,23,1505.6,1680.0
D,2014-02-15,24,1408.0,1547.1
D,2014-02-16,01,1315.3,1441.4
D,2014-02-16,02,1274.2,1384.6
D,2014-02-16,03,1224.3,1365.6
D,2014-02-16,04,1227.8,1368.5
D,2014-02-16,05,1232.3,1388.0
D,2014-02-16,06,1298.9,1429.5
D,2014-02-16,07,1354.2,1480.5
D,2014-02-16,08,1427.2,1548.2
D,2014-02-16,09,1556.4,1647.4
D,2014-02-16,10,1633.4,1717.4
D,2014-02-16,11,1654.7,1754.1
D,2014-02-16,12,1615.3,1784.3
D,2014-02-16,13,1612.3,1786.6
D,2014-02-16,14,1601.7,1756.6
D,2014-02-16,15,1594.5,1720.6
D,2014-02-16,16,1612.1,1728.8
D,2014-02-16,17,1701.7,1815.9
D,2014-02-16,18,1858.8,1996.6
D,2014-02-16,19,1903.9,2065.4
D,2014-02-16,20,1854.1,2006.9
D,2014-02-16,21,1811.2,1931.2
D,2014-02-16,22,1667.6,1821.6
D,2014-02-16,23,1556.4,1695.9
D,2014-02-16,24,1456.0,1572.7
D,2014-02-17,01,1406.4,1489.4
D,2014-02-17,02,1400.2,1451.3
D,2014-02-17,03,1363.7,1443.9
D,2014-02-17,04,1369.3,1455.9
D,2014-02-17,05,1379.0,1493.0
D,2014-02-17,06,1519.3,1575.3
D,2014-02-17,07,1719.1,1692.6
D,2014-02-17,08,1837.6,1802.4
D,2014-02-17,09,1879.0,1893.0
D,2014-02-17,10,1897.9,1956.3
D,2014-02-17,11,1863.3,1973.7
D,2014-02-17,12,1808.2,1965.9
D,2014-02-17,13,1741.4,1930.3
D,2014-02-17,14,1710.7,1895.2
D,2014-02-17,15,1690.3,1864.9
D,2014-02-17,16,1693.7,1867.2
D,2014-02-17,17,1774.5,1931.8
D,2014-02-17,18,1976.2,2119.4
D,2014-02-17,19,2050.2,2199.6
D,2014-02-17,20,1981.5,2154.9
D,2014-02-17,21,1927.1,2078.1
