C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4006_20110928_20111110.csv
C,Time period: 2011-09-28 to 2011-11-10
C,Location/Node: .Z.SEMASS
C,Report generated 2015-12-05 23:13:21 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2011-09-28,01,1244.1,1409.6
D,2011-09-28,02,1161.4,1330.8
D,2011-09-28,03,1119.2,1285.7
D,2011-09-28,04,1105.6,1265.0
D,2011-09-28,05,1134.9,1283.3
D,2011-09-28,06,1221.4,1396.5
D,2011-09-28,07,1462.8,1616.8
D,2011-09-28,08,1628.5,1745.4
D,2011-09-28,09,1711.9,1825.8
D,2011-09-28,10,1768.3,1899.5
D,2011-09-28,11,1819.3,1970.6
D,2011-09-28,12,1844.6,2027.9
D,2011-09-28,13,1837.5,2060.5
D,2011-09-28,14,1816.8,2090.2
D,2011-09-28,15,1804.7,2092.0
D,2011-09-28,16,1814.8,2086.9
D,2011-09-28,17,1825.5,2072.1
D,2011-09-28,18,1816.1,2051.1
D,2011-09-28,19,1880.3,2095.0
D,2011-09-28,20,1939.5,2147.1
D,2011-09-28,21,1903.5,2058.2
D,2011-09-28,22,1691.6,1883.2
D,2011-09-28,23,1487.7,1671.7
D,2011-09-28,24,1347.2,1493.1
D,2011-09-29,01,1249.3,1362.3
D,2011-09-29,02,1185.0,1291.0
D,2011-09-29,03,1149.9,1256.7
D,2011-09-29,04,1142.7,1250.2
D,2011-09-29,05,1199.6,1276.8
D,2011-09-29,06,1304.9,1398.1
D,2011-09-29,07,1550.5,1632.0
D,2011-09-29,08,1705.6,1785.8
D,2011-09-29,09,1813.4,1871.9
D,2011-09-29,10,1843.1,1942.2
D,2011-09-29,11,1847.2,1991.4
D,2011-09-29,12,1871.7,2016.2
D,2011-09-29,13,1897.5,2030.2
D,2011-09-29,14,1903.7,2056.0
D,2011-09-29,15,1885.4,2057.2
D,2011-09-29,16,1906.9,2076.7
D,2011-09-29,17,1919.5,2082.5
D,2011-09-29,18,1924.9,2126.6
D,2011-09-29,19,1982.9,2196.3
D,2011-09-29,20,2036.5,2175.0
D,2011-09-29,21,1965.9,2076.5
D,2011-09-29,22,1782.3,1904.6
D,2011-09-29,23,1607.1,1676.7
D,2011-09-29,24,1440.6,1466.4
D,2011-09-30,01,1291.4,1318.3
D,2011-09-30,02,1223.9,1237.4
D,2011-09-30,03,1174.3,1192.8
D,2011-09-30,04,1127.9,1167.7
D,2011-09-30,05,1157.2,1182.8
