hour,time,temp,date,hour,MWHp,MWH
2011-03-18,21,20.3,2011-03-16,6,1300.6,1416.3
2011-03-18,22,18.2,2011-03-16,7,1540.2,1657.6
2011-03-18,23,17.1,2011-03-16,8,1714.1,1808.3
2011-03-19,0,16.1,2011-03-16,9,1715.4,1849.8
2011-03-19,1,14.9,2011-03-16,10,1713.9,1883.3
2011-03-19,2,13.8,2011-03-16,11,1715.6,1917.2
2011-03-19,3,13.4,2011-03-16,12,1721.7,1932.2
2011-03-19,4,12.2,2011-03-16,13,1715.3,1910.7
2011-03-19,5,10.5,2011-03-16,14,1695.9,1903.8
2011-03-19,6,9.2,2011-03-16,15,1670.2,1878
2011-03-19,7,8.2,2011-03-16,16,1654.5,1865.3
2011-03-19,8,8.1,2011-03-16,17,1666.7,1866.2
2011-03-19,9,7.9,2011-03-16,18,1744.2,1903.9
2011-03-19,10,7.6,2011-03-16,19,1810.7,1944
2011-03-19,11,7.5,2011-03-16,20,1902.4,2025.1
2011-03-19,12,7.2,2011-03-16,21,1812.1,1967.2
2011-03-19,13,6.9,2011-03-16,22,1651.9,1820.7
2011-03-19,14,7.1,2011-03-16,23,1440.3,1625.7
2011-03-19,15,7.4,2011-03-16,24,1268.5,1443.9
2011-03-19,16,6.6,2011-03-17,1,1244.2,1324.6
2011-03-19,17,4.7,2011-03-17,2,1191,1257.3
2011-03-19,18,3.9,2011-03-17,3,1169,1228.3
2011-03-19,19,4,2011-03-17,4,1168.3,1222.3
2011-03-19,20,3.4,2011-03-17,5,1203.5,1258.3
2011-03-19,21,2.9,2011-03-17,6,1294,1389
2011-03-19,22,2.7,2011-03-17,7,1586.4,1638
2011-03-19,23,2.8,2011-03-17,8,1673,1765.4
2011-03-20,0,2.8,2011-03-17,9,1707.6,1776.3
2011-03-20,1,2.9,2011-03-17,10,1675.8,1764
2011-03-20,2,2.9,2011-03-17,11,1649.3,1758.8
2011-03-20,3,2.9,2011-03-17,12,1631,1744.2
2011-03-20,4,3.1,2011-03-17,13,1606.8,1711.3
2011-03-20,5,2.6,2011-03-17,14,1580.6,1695.1
2011-03-20,6,1.8,2011-03-17,15,1560.4,1664.3
2011-03-20,7,1.2,2011-03-17,16,1545.3,1647.1
2011-03-20,8,0.6,2011-03-17,17,1574.6,1643.6
2011-03-20,9,0.3,2011-03-17,18,1687.1,1658.9
2011-03-20,10,0,2011-03-17,19,1750.3,1716.9
2011-03-20,11,-0.2,2011-03-17,20,1818.6,1859.5
2011-03-20,12,0.3,2011-03-17,21,1797.6,1826.9
2011-03-20,13,1.1,2011-03-17,22,1633.8,1704.3
2011-03-20,14,2.3,2011-03-17,23,1442.2,1518.3
2011-03-20,15,2.3,2011-03-17,24,1272.7,1355.5
2011-03-20,16,2.5,2011-03-18,1,1198.9,1242.3
2011-03-20,17,2.3,2011-03-18,2,1143.4,1185.1
2011-03-20,18,2.3,2011-03-18,3,1121.4,1155.3
2011-03-20,19,2.2,2011-03-18,4,1115.6,1161.4
2011-03-20,20,2.6,2011-03-18,5,1148.4,1200.8
2011-03-20,21,2.5,2011-03-18,6,1260,1318.1
2011-03-20,22,2.5,2011-03-18,7,1543.1,1543.6
2011-03-20,23,3,2011-03-18,8,1621.9,1671.7
2011-03-21,0,3.4,2011-03-18,9,1649.4,1714.4
2011-03-21,1,2.8,2011-03-18,10,1649.6,1730.4
2011-03-21,2,2.3,2011-03-18,11,1645.6,1730
2011-03-21,3,2.5,2011-03-18,12,1647.1,1718.6
2011-03-21,4,2.3,2011-03-18,13,1670,1698.2
2011-03-21,5,2.6,2011-03-18,14,1640.2,1682.3
2011-03-21,6,2.4,2011-03-18,15,1551.4,1647.8
2011-03-21,7,2.5,2011-03-18,16,1548.7,1629.4
2011-03-21,8,2.6,2011-03-18,17,1561.5,1616.6
2011-03-21,9,2.4,2011-03-18,18,1624.4,1619.1
2011-03-21,10,2,2011-03-18,19,1631.1,1659.4
2011-03-21,11,2.4,2011-03-18,20,1729,1778.6
2011-03-21,12,2.5,2011-03-18,21,1680.3,1745.9
2011-03-21,13,3,2011-03-18,22,1582.2,1643.9
2011-03-21,14,3.8,2011-03-18,23,1432.6,1492.9
2011-03-21,15,4.1,2011-03-18,24,1257.1,1339.1
2011-03-21,16,3.3,2011-03-19,1,1193.5,1220.7
2011-03-21,17,1.5,2011-03-19,2,1121.7,1144.9
2011-03-21,18,1.2,2011-03-19,3,1092.9,1108.4
2011-03-21,19,0.7,2011-03-19,4,1081.7,1092.9
2011-03-21,20,0.9,2011-03-19,5,1098.4,1106.5
2011-03-21,21,1.1,2011-03-19,6,1150.2,1154.1
2011-03-21,22,1.3,2011-03-19,7,1194.8,1248.5
2011-03-21,23,1.8,2011-03-19,8,1337.8,1343.5
2011-03-22,0,2.1,2011-03-19,9,1480,1478.3
2011-03-22,1,2.4,2011-03-19,10,1610.3,1572.5
2011-03-22,2,2.6,2011-03-19,11,1599.6,1613.2
2011-03-22,3,2.1,2011-03-19,12,1568.7,1635.3
2011-03-22,4,2,2011-03-19,13,1505.1,1625.1
2011-03-22,5,2,2011-03-19,14,1465.7,1609
2011-03-22,6,2,2011-03-19,15,1411.6,1586.3
2011-03-22,7,1.9,2011-03-19,16,1396.1,1568.5
2011-03-22,8,1.8,2011-03-19,17,1429.9,1573.5
2011-03-22,9,1.7,2011-03-19,18,1540.1,1604.9
2011-03-22,10,1.8,2011-03-19,19,1623.7,1656.4
2011-03-22,11,1.9,2011-03-19,20,1701.7,1770
2011-03-22,12,1.6,2011-03-19,21,1654.1,1753.3
2011-03-22,13,3.2,2011-03-19,22,1530.5,1683.4
2011-03-22,14,4.6,2011-03-19,23,1430.9,1558.8
2011-03-22,15,4.7,2011-03-19,24,1310.8,1428.7
2011-03-22,16,4.8,2011-03-20,1,1294,1325.7
2011-03-22,17,4.6,2011-03-20,2,1234.3,1261
2011-03-22,18,5,2011-03-20,3,1206.8,1227.7
2011-03-22,19,5.6,2011-03-20,4,1162.2,1217.1
2011-03-22,20,5.6,2011-03-20,5,1176,1224.6
2011-03-22,21,5.2,2011-03-20,6,1241.8,1260.7
2011-03-22,22,5.2,2011-03-20,7,1290.6,1324.3
2011-03-22,23,4.8,2011-03-20,8,1322.6,1402
2011-03-23,0,4.6,2011-03-20,9,1474.9,1510.2
2011-03-23,1,4.4,2011-03-20,10,1539.2,1589.3
2011-03-23,2,4.1,2011-03-20,11,1539.2,1620.9
2011-03-23,3,3.2,2011-03-20,12,1520.6,1626.6
2011-03-23,4,2.6,2011-03-20,13,1509.5,1609.3
2011-03-23,5,2.2,2011-03-20,14,1469,1573.3
2011-03-23,6,2.2,2011-03-20,15,1406.4,1533.2
2011-03-23,7,1.9,2011-03-20,16,1388,1525.3
2011-03-23,8,1.3,2011-03-20,17,1405.5,1547
2011-03-23,9,0.9,2011-03-20,18,1491.2,1606.8
2011-03-23,10,0.5,2011-03-20,19,1594.5,1702.2
2011-03-23,11,0.3,2011-03-20,20,1745.1,1856.6
2011-03-23,12,0.4,2011-03-20,21,1677,1828.4
2011-03-23,13,1.2,2011-03-20,22,1545.8,1705.2
2011-03-23,14,1.7,2011-03-20,23,1425.6,1539.2
2011-03-23,15,2.2,2011-03-20,24,1284.8,1390.6
2011-03-23,16,3.4,2011-03-21,1,1224.9,1290.9
2011-03-23,17,3.7,2011-03-21,2,1181.2,1242.3
2011-03-23,18,4.2,2011-03-21,3,1153.2,1221.7
2011-03-23,19,3.5,2011-03-21,4,1150.8,1222.8
2011-03-23,20,3.8,2011-03-21,5,1183.9,1249.3
2011-03-23,21,2.7,2011-03-21,6,1266.7,1385.3
2011-03-23,22,1.8,2011-03-21,7,1559.1,1636.2
2011-03-23,23,1.9,2011-03-21,8,1669.4,1783.2
2011-03-24,0,1.9,2011-03-21,9,1721.1,1826.2
2011-03-24,1,1.8,2011-03-21,10,1742.7,1853.2
2011-03-24,2,1.8,2011-03-21,11,1736.9,1881.2
2011-03-24,3,1.6,2011-03-21,12,1733.9,1902.7
2011-03-24,4,1.7,2011-03-21,13,1717,1910.2
2011-03-24,5,1.7,2011-03-21,14,1690.4,1907.3
2011-03-24,6,1.8,2011-03-21,15,1648.7,1885.7
2011-03-24,7,1.6,2011-03-21,16,1631.2,1890.5
2011-03-24,8,1.4,2011-03-21,17,1691.5,1926.9
2011-03-24,9,0.8,2011-03-21,18,1743.4,2005
2011-03-24,10,0.1,2011-03-21,19,1832.6,2065.8
2011-03-24,11,-0.7,2011-03-21,20,1875.5,2100.3
2011-03-24,12,-0.2,2011-03-21,21,1773.3,2011.6
2011-03-24,13,0.8,2011-03-21,22,1666.6,1842.6
2011-03-24,14,1,2011-03-21,23,1471.4,1631.1
2011-03-24,15,1.3,2011-03-21,24,1313.8,1461.6
2011-03-24,16,2,2011-03-22,1,1266.4,1355.2
2011-03-24,17,2.9,2011-03-22,2,1179.8,1294.6
2011-03-24,18,2.4,2011-03-22,3,1158.1,1268.5
2011-03-24,19,2.4,2011-03-22,4,1157,1267.6
2011-03-24,20,2.3,2011-03-22,5,1200.2,1304.3
2011-03-24,21,2.4,2011-03-22,6,1334.4,1440.8
2011-03-24,22,2.6,2011-03-22,7,1586.9,1693.7
2011-03-24,23,2.2,2011-03-22,8,2023.5,1823.4
2011-03-25,0,1.5,2011-03-22,9,2053.1,1831.4
2011-03-25,1,1.7,2011-03-22,10,2045.8,1827.2
2011-03-25,2,1.2,2011-03-22,11,2004.4,1833.9
2011-03-25,3,2.4,2011-03-22,12,2018.8,1834.6
2011-03-25,4,1.6,2011-03-22,13,1969.5,1824.8
2011-03-25,5,1.1,2011-03-22,14,1952.6,1815.8
2011-03-25,6,0.3,2011-03-22,15,1907.2,1778.4
2011-03-25,7,-0.1,2011-03-22,16,1901.4,1776.6
2011-03-25,8,-0.6,2011-03-22,17,1929.4,1819.2
2011-03-25,9,-0.9,2011-03-22,18,1989.1,1897
2011-03-25,10,-0.6,2011-03-22,19,2106.3,1965.6
2011-03-25,11,-0.6,2011-03-22,20,2221.9,2042.6
2011-03-25,12,1,2011-03-22,21,2160.7,1983.9
2011-03-25,13,2.1,2011-03-22,22,1996.8,1830.4
2011-03-25,14,2.2,2011-03-22,23,1804.9,1628.5
2011-03-25,15,2.7,2011-03-22,24,1618.2,1440.5
2011-03-25,16,3.5,2011-03-23,1,1455.3,1334.3
2011-03-25,17,4.2,2011-03-23,2,1402.4,1279
2011-03-25,18,5.5,2011-03-23,3,1384.2,1260.3
2011-03-25,19,6.1,2011-03-23,4,1389.9,1260.5
2011-03-25,20,6.5,2011-03-23,5,1424.8,1298.7
2011-03-25,21,5.9,2011-03-23,6,1534.7,1436.7
2011-03-26,15,0.3,2011-03-23,7,1939,1684.3
2011-03-26,16,1,2011-03-23,8,2075.8,1807.8
2011-03-26,17,2.8,2011-03-23,9,2077.8,1834.4
2011-03-26,18,3.3,2011-03-23,10,2069.3,1822.6
2011-03-26,19,3.4,2011-03-23,11,2033.1,1814.4
2011-03-26,20,2.9,2011-03-23,12,2027.3,1797.4
2011-03-26,21,2.9,2011-03-23,13,2012.2,1789.3
2011-03-26,22,3,2011-03-23,14,2069.7,1796.1
2011-03-26,23,2.8,2011-03-23,15,2053.9,1771.8
2011-03-27,0,2.3,2011-03-23,16,2018.6,1771.2
2011-03-27,1,1.7,2011-03-23,17,2038.5,1815.1
2011-03-27,2,1.4,2011-03-23,18,2129.4,1888.9
2011-03-27,3,1.3,2011-03-23,19,2147.8,1962.6
2011-03-27,4,0.6,2011-03-23,20,2235.1,2033.8
2011-03-27,5,0,2011-03-23,21,2170.6,1971.7
2011-03-27,6,-0.5,2011-03-23,22,2038.8,1823.4
2011-03-27,7,-0.8,2011-03-23,23,1880.4,1629.4
2011-03-27,8,-1.1,2011-03-23,24,1573.6,1457.3
2011-03-27,9,-1.5,2011-03-24,1,1345,1350
2011-03-27,10,-2,2011-03-24,2,1288.1,1292.2
2011-03-27,11,-2.2,2011-03-24,3,1269,1267.3
2011-03-27,12,-2.5,2011-03-24,4,1232.1,1265.2
2011-03-27,13,-1.4,2011-03-24,5,1263.5,1301.2
2011-03-27,14,0.5,2011-03-24,6,1371.4,1440.1
2011-03-27,15,0.5,2011-03-24,7,1632.7,1693.8
2011-03-27,16,2.1,2011-03-24,8,1791.4,1837.5
2011-03-27,17,3.6,2011-03-24,9,1826.4,1877.9
2011-03-27,18,4.2,2011-03-24,10,1826.7,1899
2011-03-27,19,5.6,2011-03-24,11,1788.5,1907.1
2011-03-27,20,6,2011-03-24,12,1824.5,1907.1
2011-03-27,21,5.9,2011-03-24,13,1818.9,1880.5
2011-03-27,22,5.2,2011-03-24,14,1809.2,1865.6
2011-03-27,23,4.9,2011-03-24,15,1767.5,1837.6
2011-03-28,0,4.3,2011-03-24,16,1735.8,1826
2011-03-28,1,3.7,2011-03-24,17,1751.8,1838.7
2011-03-28,2,2.9,2011-03-24,18,1809.9,1865.9
2011-03-28,3,2.2,2011-03-24,19,1857.1,1912.7
2011-03-28,4,1.4,2011-03-24,20,2023.9,2026.8
2011-03-28,5,0.6,2011-03-24,21,1975.1,1994.9
2011-03-28,6,0.3,2011-03-24,22,1840.8,1857.4
2011-03-28,7,-0.1,2011-03-24,23,1650.9,1664.2
2011-03-28,8,-0.6,2011-03-24,24,1487.8,1497.4
2011-03-28,9,-0.8,2011-03-25,1,1426.2,1384.5
2011-03-28,10,-1.2,2011-03-25,2,1370.7,1327.6
2011-03-28,11,-1.3,2011-03-25,3,1351.5,1303.9
2011-03-28,12,-0.3,2011-03-25,4,1329.9,1303.6
2011-03-28,13,0.3,2011-03-25,5,1370.5,1341.9
2011-03-28,14,1.4,2011-03-25,6,1499.5,1472.2
2011-03-28,15,2.2,2011-03-25,7,1754.2,1704.4
2011-03-28,16,3.3,2011-03-25,8,1853.4,1832.8
2011-03-28,17,4.2,2011-03-25,9,1868,1848.8
2011-03-28,18,5.7,2011-03-25,10,1862.2,1840.8
2011-03-28,19,6.1,2011-03-25,11,1832.9,1830.6
2011-03-28,20,7,2011-03-25,12,1819.6,1806.1
2011-03-28,21,7.5,2011-03-25,13,1831.7,1771.7
2011-03-28,22,6.9,2011-03-25,14,1814.9,1742.4
2011-03-28,23,6.8,2011-03-25,15,1756,1702.1
2011-03-29,0,6.3,2011-03-25,16,1721.5,1682.8
2011-03-29,1,5.1,2011-03-25,17,1723.5,1680.6
2011-03-29,2,4.3,2011-03-25,18,1762.8,1711.1
2011-03-29,3,3.4,2011-03-25,19,1844.7,1762.9
2011-03-29,4,2.7,2011-03-25,20,1940,1879.5
2011-03-29,5,2.1,2011-03-25,21,1917.2,1865.9
2011-03-29,6,1.7,2011-03-25,22,1788.8,1770.5
2011-03-29,7,1.2,2011-03-25,23,1657.6,1627
2011-03-29,8,0.6,2011-03-25,24,1454.1,1489.3
2011-03-29,9,0.4,2011-03-26,1,1434.4,1374.2
2011-03-29,10,0.7,2011-03-26,2,1389.4,1311.6
2011-03-29,11,0.7,2011-03-26,3,1359.6,1282.4
2011-03-29,12,1.2,2011-03-26,4,1326.8,1278.3
2011-03-29,13,2.5,2011-03-26,5,1338.9,1295.6
2011-03-29,14,3.6,2011-03-26,6,1387.3,1357.1
2011-03-29,15,4.8,2011-03-26,7,1471.8,1454.4
2011-03-29,16,5.3,2011-03-26,8,1585.2,1563.4
2011-03-29,17,6.9,2011-03-26,9,1738.2,1685.5
2011-03-29,18,8.2,2011-03-26,10,1793.8,1756.8
2011-03-29,19,8.3,2011-03-26,11,1759.4,1777.3
2011-03-29,20,7.8,2011-03-26,12,1723.9,1766
2011-03-29,21,8.2,2011-03-26,13,1702.2,1724.5
2011-03-29,22,6.7,2011-03-26,14,1654.9,1681.2
2011-03-29,23,6.1,2011-03-26,15,1598.4,1636.2
2011-03-30,0,5.3,2011-03-26,16,1579.5,1616.2
2011-03-30,1,4.8,2011-03-26,17,1570.6,1618.2
2011-03-30,2,4,2011-03-26,18,1629.6,1649.3
2011-03-30,3,3.4,2011-03-26,19,1711,1703
2011-03-30,4,3,2011-03-26,20,1836.6,1823.5
2011-03-30,5,3,2011-03-26,21,1810.5,1814.3
2011-03-30,6,2.4,2011-03-26,22,1737.8,1734.8
2011-03-30,7,2.2,2011-03-26,23,1638.1,1608.8
2011-03-30,8,2.2,2011-03-26,24,1493.1,1476.5
2011-03-30,9,2.2,2011-03-27,1,1345.5,1378.8
2011-03-30,10,1.8,2011-03-27,2,1290.6,1315.5
2011-03-30,11,2.2,2011-03-27,3,1236.9,1286.4
2011-03-30,12,2.6,2011-03-27,4,1241.4,1277.4
2011-03-30,13,5.5,2011-03-27,5,1234.1,1284.3
2011-03-30,14,6.6,2011-03-27,6,1263.3,1318.7
2011-03-30,15,6.8,2011-03-27,7,1336.5,1378.9
2011-03-30,16,8.2,2011-03-27,8,1414.4,1461.9
2011-03-30,17,8.8,2011-03-27,9,1501,1571.6
2011-03-30,18,10,2011-03-27,10,1572.1,1652.2
2011-03-30,19,9.8,2011-03-27,11,1577.1,1684.4
2011-03-30,20,12.2,2011-03-27,12,1570.4,1695.4
2011-03-30,21,6.5,2011-03-27,13,1568,1676.4
2011-03-30,22,5.8,2011-03-27,14,1487.5,1639.8
2011-03-30,23,7.3,2011-03-27,15,1423.1,1591.4
2011-03-31,0,7.9,2011-03-27,16,1412.6,1574.3
2011-03-31,1,7.3,2011-03-27,17,1429.6,1587.7
2011-03-31,2,6.9,2011-03-27,18,1498.9,1644.9
2011-03-31,3,6.2,2011-03-27,19,1621.8,1712.2
2011-03-31,4,5.3,2011-03-27,20,1727.3,1859
2011-03-31,5,5.2,2011-03-27,21,1683.1,1848.7
2011-03-31,6,4.3,2011-03-27,22,1571.6,1726.6
2011-03-31,7,4,2011-03-27,23,1437.5,1552.7
2011-03-31,8,3.6,2011-03-27,24,1321.6,1417.3
2011-03-31,9,3.4,2011-03-28,1,1281.5,1320.9
2011-03-31,10,3.6,2011-03-28,2,1245.7,1278.9
2011-03-31,11,4,2011-03-28,3,1231.5,1265.6
2011-03-31,12,4.1,2011-03-28,4,1209.2,1273.5
2011-03-31,13,4.2,2011-03-28,5,1249.3,1322.4
2011-03-31,14,4.7,2011-03-28,6,1378.6,1460.8
2011-03-31,15,5.1,2011-03-28,7,1687.3,1705.6
2011-03-31,16,5,2011-03-28,8,1843.5,1838.2
2011-03-31,17,5.1,2011-03-28,9,1839.5,1860.4
2011-03-31,18,4.9,2011-03-28,10,1828.5,1858.9
2011-03-31,19,5,2011-03-28,11,1812.9,1855.3
2011-03-31,20,4.7,2011-03-28,12,1760.5,1841.4
2011-03-31,21,4.7,2011-03-28,13,1751.8,1811.6
2011-03-31,22,3.7,2011-03-28,14,1729.1,1781.5
2011-03-31,23,1.6,2011-03-28,15,1661.7,1730.8
2011-04-01,0,1.4,2011-03-28,16,1645.1,1703.7
2011-04-01,1,1.4,2011-03-28,17,1655,1709
2011-04-01,2,0.9,2011-03-28,18,1723.3,1752.1
2011-04-01,3,0.9,2011-03-28,19,1795.8,1815.5
2011-04-01,4,0.8,2011-03-28,20,1936.5,1952.2
2011-04-01,5,1.2,2011-03-28,21,1923,1930.4
2011-04-01,6,1,2011-03-28,22,1753.6,1785.3
2011-04-01,7,0.8,2011-03-28,23,1582.5,1586.9
2011-04-01,8,1,2011-03-28,24,1377.3,1422.8
2011-04-01,9,0.7,2011-03-29,1,1286.8,1317
2011-04-01,10,0.7,2011-03-29,2,1257.2,1264.7
2011-04-01,11,0.8,2011-03-29,3,1222.7,1241.6
2011-04-01,12,1.6,2011-03-29,4,1203.1,1246
2011-04-01,13,1.6,2011-03-29,5,1240.7,1290.3
2011-04-01,14,1.6,2011-03-29,6,1366.2,1426.7
2011-04-01,15,1.9,2011-03-29,7,1672.8,1668.6
2011-04-01,16,2.1,2011-03-29,8,1748,1788
2011-04-01,17,2.1,2011-03-29,9,1751.3,1799.8
2011-04-01,18,2.2,2011-03-29,10,1703,1792.4
2011-04-01,19,2.8,2011-03-29,11,1644.5,1785.2
2011-04-01,20,3.2,2011-03-29,12,1631.7,1765.7
2011-04-01,21,4,2011-03-29,13,1644,1734
2011-04-01,22,4.3,2011-03-29,14,1621.4,1714.3
2011-04-01,23,4.5,2011-03-29,15,1586.7,1674.7
2011-04-02,0,2.7,2011-03-29,16,1575.6,1660.7
2011-04-02,1,2.7,2011-03-29,17,1583.4,1683.3
2011-04-02,2,3.2,2011-03-29,18,1634.4,1735
2011-04-02,3,3.5,2011-03-29,19,1713.7,1788.5
2011-04-02,4,3.4,2011-03-29,20,1830,1922.1
2011-04-02,5,3.3,2011-03-29,21,1856.9,1912.9
2011-04-02,6,3.4,2011-03-29,22,1670.6,1774
2011-04-02,7,3.5,2011-03-29,23,1515.3,1584.4
2011-04-02,8,3.8,2011-03-29,24,1349.3,1420.6
2011-04-02,9,3.7,2011-03-30,1,1225,1316.7
2011-04-02,10,3.6,2011-03-30,2,1174.7,1264.9
2011-04-02,11,3.7,2011-03-30,3,1183,1245.9
2011-04-02,12,4.8,2011-03-30,4,1190.3,1250.5
2011-04-02,13,5.7,2011-03-30,5,1193.7,1292.9
2011-04-02,14,7.9,2011-03-30,6,1297.8,1431.8
2011-04-02,15,8.6,2011-03-30,7,1560.5,1667.8
2011-04-02,16,9.2,2011-03-30,8,1727.2,1786.2
2011-04-02,17,10.3,2011-03-30,9,1728,1784.4
2011-04-02,18,10.7,2011-03-30,10,1680.6,1775.3
2011-04-02,19,10.5,2011-03-30,11,1647.2,1764.8
2011-04-02,20,11.6,2011-03-30,12,1667.1,1742.8
2011-04-02,21,8.7,2011-03-30,13,1646.5,1710.7
2011-04-02,22,8.9,2011-03-30,14,1623.2,1684.8
2011-04-02,23,9.6,2011-03-30,15,1589.7,1649.3
2011-04-03,0,8.4,2011-03-30,16,1588.8,1631.5
2011-04-03,1,7.9,2011-03-30,17,1602.7,1638
2011-04-03,2,7.3,2011-03-30,18,1630,1674
2011-04-03,3,7.1,2011-03-30,19,1739.8,1730.3
2011-04-03,4,6.8,2011-03-30,20,1854.1,1869.1
2011-04-03,5,6.5,2011-03-30,21,1860.2,1864
2011-04-03,6,6.4,2011-03-30,22,1710.8,1726.7
2011-04-03,7,6.3,2011-03-30,23,1519.5,1536
2011-04-03,8,6,2011-03-30,24,1301.9,1366.7
2011-04-03,9,5.6,2011-03-31,1,1221.5,1263.8
2011-04-03,10,5.3,2011-03-31,2,1171.8,1210.6
2011-04-03,11,5.1,2011-03-31,3,1152.3,1187.1
2011-04-03,12,6,2011-03-31,4,1152.1,1190.3
2011-04-03,13,8.8,2011-03-31,5,1188.4,1226.3
2011-04-03,14,9.1,2011-03-31,6,1260.6,1354.5
2011-04-03,15,9,2011-03-31,7,1565.8,1598.5
2011-04-03,16,9.9,2011-03-31,8,1772.5,1736.4
2011-04-03,17,11.2,2011-03-31,9,1814.3,1766.2
2011-04-03,18,11.1,2011-03-31,10,1811.9,1777.8
2011-04-03,19,11.3,2011-03-31,11,1807.1,1785.6
2011-04-03,20,11.5,2011-03-31,12,1803.5,1774.1
2011-04-03,21,11.3,2011-03-31,13,1799.6,1761.7
2011-04-03,22,11.7,2011-03-31,14,1778.1,1747.9
2011-04-03,23,10.6,2011-03-31,15,1745.8,1723.7
2011-04-04,0,10.2,2011-03-31,16,1739.5,1733.7
2011-04-04,1,9.7,2011-03-31,17,1752.4,1785.2
2011-04-04,2,9.6,2011-03-31,18,1787.1,1873.3
2011-04-04,3,8.3,2011-03-31,19,1819.1,1948.9
2011-04-04,4,8,2011-03-31,20,1958,2005.6
2011-04-04,5,7.6,2011-03-31,21,1897.5,1955.7
2011-04-04,6,7.3,2011-03-31,22,1721.3,1811.3
2011-04-04,7,6.8,2011-03-31,23,1532,1618.6
2011-04-04,8,5.1,2011-03-31,24,1289.6,1454
2011-04-04,9,6.9,1079 lines,,,
2011-04-04,10,6.5,2011-04-01,1,1198.5,1344.2
2011-04-04,11,6.5,2011-04-01,2,1141.9,1285.9
2011-04-04,12,6.3,2011-04-01,3,1107.2,1257.6
2011-04-04,13,6.8,2011-04-01,4,1103.5,1253.8
2011-04-04,14,6.9,2011-04-01,5,1136.6,1286.5
2011-04-04,15,7.8,2011-04-01,6,1253.2,1405.8
2011-04-04,16,5.8,2011-04-01,7,1529.8,1644.3
2011-04-04,17,5.7,2011-04-01,8,1771,1796.6
2011-04-04,18,5.9,2011-04-01,9,1839.5,1849.7
2011-04-04,19,6,2011-04-01,10,1846.2,1873.7
2011-04-04,20,6.9,2011-04-01,11,1829.4,1885.8
2011-04-04,21,8.3,2011-04-01,12,1834.6,1888.1
2011-04-04,22,9.5,2011-04-01,13,1816.5,1870.5
2011-04-04,23,9.8,2011-04-01,14,1788.5,1848.2
2011-04-05,0,9.8,2011-04-01,15,1763.9,1811.1
2011-04-05,1,9.6,2011-04-01,16,1748.8,1795.7
2011-04-05,2,9.4,2011-04-01,17,1753.3,1798.6
2011-04-05,3,9.2,2011-04-01,18,1791,1831.6
2011-04-05,4,9.4,2011-04-01,19,1790.1,1870.8
2011-04-05,5,9,2011-04-01,20,1934,1915.5
2011-04-05,6,6.1,2011-04-01,21,1851.4,1870.9
2011-04-05,7,6.2,2011-04-01,22,1698.1,1762.7
2011-04-05,8,10.9,2011-04-01,23,1584.3,1610.1
2011-04-05,9,12.6,2011-04-01,24,1328.7,1455.9
2011-04-05,10,13.1,2011-04-02,1,1255.1,1338.2
2011-04-05,11,13.8,2011-04-02,2,1196.7,1266.6
2011-04-05,12,14.7,2011-04-02,3,1149,1232.1
2011-04-05,13,15.8,2011-04-02,4,1135.2,1219.9
2011-04-05,14,15.6,2011-04-02,5,1146.6,1227.6
2011-04-05,15,15.2,2011-04-02,6,1193.5,1279.3
2011-04-05,16,15.9,2011-04-02,7,1257.6,1360.6
2011-04-05,17,16.9,2011-04-02,8,1451.1,1470.4
2011-04-05,18,17.4,2011-04-02,9,1629.6,1585.6
2011-04-05,19,11.2,2011-04-02,10,1726.6,1650.3
2011-04-05,20,8.7,2011-04-02,11,1693.6,1665.5
2011-04-05,21,7.9,2011-04-02,12,1685,1653.8
2011-04-05,22,6.8,2011-04-02,13,1621.4,1622.6
2011-04-05,23,7,2011-04-02,14,1581.3,1579.9
2011-04-06,0,6.7,2011-04-02,15,1474.9,1548.4
2011-04-06,1,6.5,2011-04-02,16,1461.8,1527.3
2011-04-06,2,6.4,2011-04-02,17,1472.3,1531
2011-04-06,3,6.1,2011-04-02,18,1532.3,1572.8
2011-04-06,4,5.7,2011-04-02,19,1587.4,1613.4
2011-04-06,5,5.1,2011-04-02,20,1742.2,1712.9
2011-04-06,6,4.6,2011-04-02,21,1735.1,1710.4
2011-04-06,7,4.2,2011-04-02,22,1612.6,1632.3
2011-04-06,8,3.8,2011-04-02,23,1510.1,1504.4
2011-04-06,9,3.4,2011-04-02,24,1297.5,1367.4
2011-04-06,10,3,2011-04-03,1,1237.4,1262.7
2011-04-06,11,3.3,2011-04-03,2,1178.1,1204.8
2011-04-06,12,3.8,2011-04-03,3,1132,1172.2
2011-04-06,13,4.5,2011-04-03,4,1097.2,1160.1
2011-04-06,14,6.5,2011-04-03,5,1102.5,1167.1
2011-04-06,15,7.4,2011-04-03,6,1133.2,1201.1
2011-04-06,16,8.4,2011-04-03,7,1180,1246.1
2011-04-06,17,9.6,2011-04-03,8,1288.6,1329.8
2011-04-06,18,10.6,2011-04-03,9,1409.9,1441.9
2011-04-06,19,10.9,2011-04-03,10,1487,1522.4
2011-04-06,20,11.6,2011-04-03,11,1523.1,1558.6
2011-04-06,21,12,2011-04-03,12,1516,1568.9
2011-04-06,22,11.9,2011-04-03,13,1504.3,1554.7
2011-04-06,23,11.3,2011-04-03,14,1440,1524.8
2011-04-07,0,10.8,2011-04-03,15,1404.8,1492.5
