hour,time,temp,date,hour,MWHp,MWH
2011-01-01,1,7.7,2011-01-01,1,1333.2,1438
2011-01-01,2,7,2011-01-01,2,1255.4,1348
2011-01-01,3,7.2,2011-01-01,3,1205.7,1285.7
2011-01-01,4,6.1,2011-01-01,4,1183.3,1252.1
2011-01-01,5,6.3,2011-01-01,5,1195.2,1242.5
2011-01-01,6,6.3,2011-01-01,6,1246.8,1264.3
2011-01-01,7,4.5,2011-01-01,7,1347.2,1310.4
2011-01-01,8,5.8,2011-01-01,8,1430,1343.7
2011-01-01,9,5.2,2011-01-01,9,1553.7,1431.8
2011-01-01,10,5.2,2011-01-01,10,1626.4,1513.8
2011-01-01,11,6.6,2011-01-01,11,1648.6,1581.5
2011-01-01,12,6,2011-01-01,12,1644.8,1614.1
2011-01-01,13,6.2,2011-01-01,13,1641.7,1606
2011-01-01,14,8.1,2011-01-01,14,1621.5,1581.9
2011-01-01,15,9.3,2011-01-01,15,1612.3,1557.8
2011-01-01,16,9.4,2011-01-01,16,1636.6,1587
2011-01-01,17,11.6,2011-01-01,17,1831.2,1765.4
2011-01-01,18,13.1,2011-01-01,18,1986,1931.2
2011-01-01,19,14.5,2011-01-01,19,1970,1916.8
2011-01-01,20,14.6,2011-01-01,20,1911.6,1863.5
2011-01-01,21,14,2011-01-01,21,1856.4,1799.2
2011-01-01,22,12.9,2011-01-01,22,1695.3,1698.2
2011-01-01,23,11.9,2011-01-01,23,1553.4,1558.1
2011-01-02,0,10.7,2011-01-01,24,1375,1410.9
2011-01-02,1,10.5,2011-01-02,1,1283.3,1288.6
2011-01-02,2,9.5,2011-01-02,2,1202.9,1212.8
2011-01-02,3,8.7,2011-01-02,3,1162.8,1171.6
2011-01-02,4,8.7,2011-01-02,4,1141.2,1166.1
2011-01-02,5,8.6,2011-01-02,5,1149.1,1169.2
2011-01-02,6,8.6,2011-01-02,6,1187.2,1200.9
2011-01-02,7,8.7,2011-01-02,7,1272.9,1266.7
2011-01-02,8,8.4,2011-01-02,8,1361.9,1343.9
2011-01-02,9,8.7,2011-01-02,9,1496.2,1460.5
2011-01-02,10,8.7,2011-01-02,10,1581.1,1587.2
2011-01-02,11,8.7,2011-01-02,11,1614.2,1673
2011-01-02,12,8.3,2011-01-02,12,1639.2,1726.4
2011-01-02,13,8.2,2011-01-02,13,1649.8,1747.4
2011-01-02,14,7.9,2011-01-02,14,1633.4,1731.2
2011-01-02,15,8.6,2011-01-02,15,1627.6,1717.3
2011-01-02,16,9.3,2011-01-02,16,1656.5,1742
2011-01-02,17,9.7,2011-01-02,17,1829.5,1915.3
2011-01-02,18,10,2011-01-02,18,1988.7,2055.8
2011-01-02,19,10.5,2011-01-02,19,1976.9,2041
2011-01-02,20,10.6,2011-01-02,20,1920.8,1972.9
2011-01-02,21,10.7,2011-01-02,21,1867.2,1880.1
2011-01-02,22,10.1,2011-01-02,22,1695.1,1735.4
2011-01-02,23,9.3,2011-01-02,23,1548,1574
2011-01-03,0,9.7,2011-01-02,24,1389.5,1423.2
2011-01-03,1,9.1,2011-01-03,1,1311.4,1323.9
2011-01-03,2,7.3,2011-01-03,2,1254.5,1276.6
2011-01-03,3,5.3,2011-01-03,3,1235.9,1262.3
2011-01-03,4,4.8,2011-01-03,4,1238.5,1272.6
2011-01-03,5,4.1,2011-01-03,5,1272.7,1323.4
2011-01-03,6,3.2,2011-01-03,6,1395.4,1464.2
2011-01-03,7,2,2011-01-03,7,1597.4,1712.6
2011-01-03,8,1.2,2011-01-03,8,1717.1,1847.1
2011-01-03,9,0.8,2011-01-03,9,1753.6,1859.2
2011-01-03,10,0.4,2011-01-03,10,1762.8,1875.8
2011-01-03,11,0.2,2011-01-03,11,1748.2,1891.4
2011-01-03,12,-0.4,2011-01-03,12,1726.5,1892.8
2011-01-03,13,-0.7,2011-01-03,13,1735.8,1877.4
2011-01-03,14,-0.1,2011-01-03,14,1722.8,1861.9
2011-01-03,15,0.4,2011-01-03,15,1715.7,1841.2
2011-01-03,16,0.9,2011-01-03,16,1753.2,1868.9
2011-01-03,17,0.6,2011-01-03,17,1947,2052.7
2011-01-03,18,1.9,2011-01-03,18,2138.4,2266.6
2011-01-03,19,1.6,2011-01-03,19,2102.6,2273.3
2011-01-03,20,1.7,2011-01-03,20,2053.9,2226
2011-01-03,21,1.8,2011-01-03,21,2007.5,2120
2011-01-03,22,1.2,2011-01-03,22,1844.2,1952.6
2011-01-03,23,0.6,2011-01-03,23,1672.1,1747.2
2011-01-04,0,0.3,2011-01-03,24,1515,1563.9
2011-01-04,1,0.2,2011-01-04,1,1527.8,1445.6
2011-01-04,2,-0.2,2011-01-04,2,1464.3,1385.4
2011-01-04,3,-0.6,2011-01-04,3,1425.7,1364.8
2011-01-04,4,-1,2011-01-04,4,1424.3,1368.1
2011-01-04,5,-1,2011-01-04,5,1459.2,1405
2011-01-04,6,-1,2011-01-04,6,1590,1543.6
2011-01-04,7,-1.3,2011-01-04,7,1830.1,1801
2011-01-04,8,-1.7,2011-01-04,8,1968.2,1935.8
2011-01-04,9,-1.9,2011-01-04,9,1992.6,1938.3
2011-01-04,10,-2,2011-01-04,10,1984.2,1928.8
2011-01-04,11,-2.3,2011-01-04,11,1949.5,1923.7
2011-01-04,12,-2.4,2011-01-04,12,1936.2,1904.1
2011-01-04,13,-2.5,2011-01-04,13,1917.4,1881.4
2011-01-04,14,-1.3,2011-01-04,14,1905,1873.2
2011-01-04,15,-0.1,2011-01-04,15,1888.7,1845.7
2011-01-04,21,3.9,2011-01-04,16,1967.2,1865.3
2011-01-04,22,3.8,2011-01-04,17,2146.2,2031.2
2011-01-04,23,3.2,2011-01-04,18,2329.8,2231.8
2011-01-05,0,2.6,2011-01-04,19,2341.7,2245.1
2011-01-05,1,1.9,2011-01-04,20,2288.8,2199.1
2011-01-05,2,1.7,2011-01-04,21,2211.9,2111.9
2011-01-05,3,1.4,2011-01-04,22,2020.9,1947.5
2011-01-05,4,1.3,2011-01-04,23,1813.6,1732.6
2011-01-05,5,0.7,2011-01-04,24,1622.3,1549.4
2011-01-05,6,-0.5,2011-01-05,1,1363.4,1442.2
2011-01-05,7,0,2011-01-05,2,1302.7,1382.3
2011-01-05,8,0.2,2011-01-05,3,1277.5,1354.4
2011-01-05,9,0.2,2011-01-05,4,1278,1351.3
2011-01-05,10,-0.1,2011-01-05,5,1311,1394.1
2011-01-05,11,-0.3,2011-01-05,6,1440.6,1530.2
2011-01-05,12,-0.6,2011-01-05,7,1673.4,1788.6
2011-01-05,13,-0.4,2011-01-05,8,1816.9,1921.2
2011-01-05,14,0.6,2011-01-05,9,1858,1924.1
2011-01-05,15,1.3,2011-01-05,10,1856.2,1915.5
2011-01-05,16,2.5,2011-01-05,11,1812.5,1908.5
2011-01-05,17,3.4,2011-01-05,12,1822.6,1893.9
2011-01-05,18,3.8,2011-01-05,13,1806.1,1863.8
2011-01-05,19,4.2,2011-01-05,14,1791.6,1848.1
2011-01-05,20,3.9,2011-01-05,15,1785.1,1832.5
2011-01-05,21,3.5,2011-01-05,16,1829.9,1864.7
2011-01-05,22,2.7,2011-01-05,17,1975.8,2032
2011-01-05,23,2.2,2011-01-05,18,2097.1,2228.7
2011-01-06,0,1.5,2011-01-05,19,2110,2239.8
2011-01-06,1,0.9,2011-01-05,20,2098.6,2192.8
2011-01-06,2,0.3,2011-01-05,21,2044,2110.3
2011-01-06,3,-0.1,2011-01-05,22,1848.2,1952.2
2011-01-06,4,-0.6,2011-01-05,23,1679.6,1739.8
2011-01-06,5,-1.3,2011-01-05,24,1479.9,1564.3
2011-01-06,6,-1.7,2011-01-06,1,1392.7,1454.5
2011-01-06,7,-2.3,2011-01-06,2,1336.9,1400.2
2011-01-06,8,-2.4,2011-01-06,3,1305.6,1384.1
2011-01-06,9,-3.1,2011-01-06,4,1306.6,1389.9
2011-01-06,10,-3.3,2011-01-06,5,1337,1434.1
2011-01-06,11,-3.3,2011-01-06,6,1464.4,1578
2011-01-06,12,-3.7,2011-01-06,7,1707.9,1837.2
2011-01-06,13,-3.6,2011-01-06,8,1840.3,1979.8
2011-01-06,14,-2.4,2011-01-06,9,1868.6,1984.7
2011-01-06,15,-2,2011-01-06,10,1862.5,1969
2011-01-06,16,-1.2,2011-01-06,11,1828.8,1956.3
2011-01-06,17,-1.2,2011-01-06,12,1816.8,1945.5
2011-01-06,18,-0.7,2011-01-06,13,1798,1922
2011-01-06,19,-0.6,2011-01-06,14,1782.5,1908.9
2011-01-06,20,-0.2,2011-01-06,15,1780.3,1873.3
2011-01-06,21,-0.6,2011-01-06,16,1821.5,1889
2011-01-06,22,-0.9,2011-01-06,17,1987.3,2056.6
2011-01-06,23,-1.2,2011-01-06,18,2153.4,2250
2011-01-07,0,-1.5,2011-01-06,19,2163.6,2264.9
2011-01-07,1,-1.6,2011-01-06,20,2110.8,2228.6
2011-01-07,2,-1.8,2011-01-06,21,2052.1,2152.8
2011-01-07,3,-2,2011-01-06,22,1850.8,1997.9
2011-01-07,4,-2.4,2011-01-06,23,1656.5,1792
2011-01-07,5,-2.8,2011-01-06,24,1488,1619.2
2011-01-07,6,-3,2011-01-07,1,1371.5,1504.7
2011-01-07,7,-2.7,2011-01-07,2,1310.4,1443.3
2011-01-07,8,-3.1,2011-01-07,3,1283.1,1414.4
2011-01-07,9,-3.8,2011-01-07,4,1280.1,1411.3
2011-01-07,10,-3.7,2011-01-07,5,1312.2,1442.8
2011-01-07,11,-3.9,2011-01-07,6,1411.9,1574.3
2011-01-07,12,-4,2011-01-07,7,1634.2,1817.9
2011-01-07,13,-4.3,2011-01-07,8,1769,1960.6
2011-01-07,14,-3.7,2011-01-07,9,1819.2,1965.9
2011-01-07,15,-2.6,2011-01-07,10,1793.9,1959.5
2011-01-07,16,-0.9,2011-01-07,11,1770.5,1961.4
2011-01-07,17,-0.2,2011-01-07,12,1758.5,1946.4
2011-01-07,18,0.5,2011-01-07,13,1759.3,1918.6
2011-01-07,19,1,2011-01-07,14,1739.2,1911.5
2011-01-07,20,1,2011-01-07,15,1726.3,1876.7
2011-01-07,21,1.2,2011-01-07,16,1753.6,1903.6
2011-01-07,22,0.3,2011-01-07,17,1907.2,2045.5
2011-01-07,23,-0.2,2011-01-07,18,2063.2,2175.3
2011-01-08,0,-0.3,2011-01-07,19,2056.5,2158.7
2011-01-08,1,0,2011-01-07,20,1994.5,2095.6
2011-01-08,2,-0.3,2011-01-07,21,1938.9,2015.3
2011-01-08,3,-0.8,2011-01-07,22,1764.6,1892.4
2011-01-08,4,-0.8,2011-01-07,23,1605.7,1721.8
2011-01-08,5,-0.7,2011-01-07,24,1438.8,1561.6
2011-01-08,6,-1.1,2011-01-08,1,1375.5,1438.3
2011-01-08,7,-0.9,2011-01-08,2,1295.7,1374.1
2011-01-08,8,-0.3,2011-01-08,3,1281.3,1333.4
2011-01-08,9,-0.3,2011-01-08,4,1259.9,1316.6
2011-01-08,10,-0.7,2011-01-08,5,1275.9,1324.5
2011-01-08,11,-1.1,2011-01-08,6,1327.7,1373.7
2011-01-08,12,-1.6,2011-01-08,7,1412.4,1472.3
2011-01-08,13,-2.1,2011-01-08,8,1511.7,1577.3
2011-01-08,14,-2.6,2011-01-08,9,1651.2,1703.5
2011-01-08,15,-2.4,2011-01-08,10,1726.3,1798.3
2011-01-08,16,-2.3,2011-01-08,11,1714.4,1839.2
2011-01-08,17,-1.5,2011-01-08,12,1711.3,1861.5
2011-01-08,18,-1.2,2011-01-08,13,1689.6,1844.3
2011-01-08,19,-0.7,2011-01-08,14,1681.1,1803.4
2011-01-08,20,0,2011-01-08,15,1656.8,1778.3
2011-01-08,21,0.4,2011-01-08,16,1691.1,1807.9
2011-01-08,22,0,2011-01-08,17,1852.9,1967.1
2011-01-08,23,-0.6,2011-01-08,18,2015.6,2097.1
2011-01-09,0,-1.2,2011-01-08,19,2007.8,2075.4
2011-01-09,1,-0.9,2011-01-08,20,1928.7,2005.7
2011-01-09,2,-0.2,2011-01-08,21,1882.7,1937.3
2011-01-09,3,-0.2,2011-01-08,22,1749.8,1833.3
2011-01-09,4,-0.4,2011-01-08,23,1614.7,1691.2
2011-01-09,5,-0.4,2011-01-08,24,1463,1543.1
2011-01-09,6,-0.4,2011-01-09,1,1374.2,1420.6
2011-01-09,7,-0.6,2011-01-09,2,1300.8,1351.3
2011-01-09,8,-0.5,2011-01-09,3,1264.7,1313.2
2011-01-09,9,-1.1,2011-01-09,4,1250.9,1302.5
2011-01-09,10,-1.9,2011-01-09,5,1256.9,1312.7
2011-01-09,11,-1.4,2011-01-09,6,1305.4,1347.5
2011-01-09,12,-0.9,2011-01-09,7,1357.5,1414.9
2011-01-09,13,-1,2011-01-09,8,1444,1495.8
2011-01-09,14,-0.8,2011-01-09,9,1576,1620.3
2011-01-09,15,-0.5,2011-01-09,10,1656.3,1718.8
2011-01-09,16,0.2,2011-01-09,11,1679.8,1761.9
2011-01-09,17,0.9,2011-01-09,12,1703.6,1789.6
2011-01-09,18,1.7,2011-01-09,13,1713.4,1799.1
2011-01-09,19,1.5,2011-01-09,14,1692,1798.9
2011-01-09,20,1.6,2011-01-09,15,1674.8,1786
2011-01-09,21,0.9,2011-01-09,16,1706.3,1811.5
2011-01-09,22,0.2,2011-01-09,17,1875.4,1982.5
2011-01-09,23,-0.2,2011-01-09,18,2041.2,2179.2
2011-01-10,0,-0.7,2011-01-09,19,2033.1,2178.4
2011-01-10,1,-1.4,2011-01-09,20,1951.7,2112.5
2011-01-10,2,-2,2011-01-09,21,1898.9,2022.9
2011-01-10,3,-2.4,2011-01-09,22,1743.6,1868.6
2011-01-10,4,-2.7,2011-01-09,23,1607.3,1695.2
2011-01-10,5,-2.9,2011-01-09,24,1465.2,1541.6
2011-01-10,6,-3.1,2011-01-10,1,1369,1445.6
2011-01-10,7,-3.4,2011-01-10,2,1316.3,1395.5
2011-01-10,8,-3.1,2011-01-10,3,1300.3,1376.7
2011-01-10,9,-3.6,2011-01-10,4,1304.7,1380.1
2011-01-10,10,-3.7,2011-01-10,5,1351.2,1430
2011-01-10,11,-4.2,2011-01-10,6,1482.1,1578.8
2011-01-10,12,-4.3,2011-01-10,7,1704,1840.1
2011-01-10,13,-4.3,2011-01-10,8,1846.5,1971.4
2011-01-10,14,-4.1,2011-01-10,9,1880.6,1992.8
2011-01-10,15,-3.2,2011-01-10,10,1880.2,2001
2011-01-10,16,-1.5,2011-01-10,11,1848.1,2000.2
2011-01-10,17,-0.6,2011-01-10,12,1835.7,1990.2
2011-01-10,18,0.9,2011-01-10,13,1818.7,1960.9
2011-01-10,19,1.3,2011-01-10,14,1800.6,1938
2011-01-10,20,1,2011-01-10,15,1784.6,1900.8
2011-01-10,21,1.6,2011-01-10,16,1820.5,1901.9
2011-01-10,22,0.9,2011-01-10,17,1983.7,2053.7
2011-01-10,23,0.5,2011-01-10,18,2171.7,2261.7
2011-01-11,0,0.2,2011-01-10,19,2199.5,2274
2011-01-11,1,-0.6,2011-01-10,20,2125.7,2222.2
2011-01-11,2,-1.2,2011-01-10,21,2096.9,2130.8
2011-01-11,3,-1.5,2011-01-10,22,1894.6,1964
2011-01-11,4,-1.8,2011-01-10,23,1714.6,1757
2011-01-11,5,-2.5,2011-01-10,24,1553.8,1582.9
2011-01-11,6,-3,2011-01-11,1,1626.7,1478.7
2011-01-11,7,-3.5,2011-01-11,2,1581.5,1419.3
2011-01-11,8,-4.2,2011-01-11,3,1549.3,1398.3
2011-01-11,9,-5.1,2011-01-11,4,1564.2,1405.4
2011-01-11,10,-5.6,2011-01-11,5,1610.5,1451.7
2011-01-11,11,-5.9,2011-01-11,6,1714.5,1593.5
2011-01-11,12,-5.9,2011-01-11,7,1972.9,1855.7
2011-01-11,13,-6,2011-01-11,8,2102.3,1983.8
2011-01-11,14,-5.3,2011-01-11,9,2128.1,1987.9
2011-01-11,15,-4.5,2011-01-11,10,2092.1,1989
2011-01-11,16,-3.6,2011-01-11,11,2069.8,1979.9
2011-01-11,17,-2.9,2011-01-11,12,2054,1964.4
2011-01-11,18,-2.6,2011-01-11,13,2011.7,1938.6
2011-01-11,19,-2.2,2011-01-11,14,2010.2,1917.7
2011-01-11,20,-2,2011-01-11,15,1995.6,1898.2
2011-01-11,21,-2.1,2011-01-11,16,2025.9,1920.2
2011-01-11,22,-1.8,2011-01-11,17,2189.5,2064.8
2011-01-11,23,-1,2011-01-11,18,2371.2,2226.1
2011-01-12,0,-0.8,2011-01-11,19,2395.7,2224.4
2011-01-12,1,-0.9,2011-01-11,20,2324.9,2170.8
2011-01-12,2,-0.8,2011-01-11,21,2262.6,2087.4
2011-01-12,3,-0.7,2011-01-11,22,2090.4,1939
2011-01-12,4,-0.8,2011-01-11,23,1873.5,1754.6
2011-01-12,5,-0.3,2011-01-11,24,1689,1589.7
2011-01-12,6,0.1,2011-01-12,1,1397.3,1460.3
2011-01-12,7,1.5,2011-01-12,2,1342,1391
2011-01-12,8,0.6,2011-01-12,3,1315.4,1356.8
2011-01-12,9,0.5,2011-01-12,4,1307,1350.3
2011-01-12,10,0.2,2011-01-12,5,1342.9,1364.4
2011-01-12,11,-0.2,2011-01-12,6,1453.2,1403
2011-01-12,12,-0.1,2011-01-12,7,1689.1,1458.9
2011-01-12,13,0,2011-01-12,8,1837.7,1527.2
2011-01-12,14,0.2,2011-01-12,9,1888.9,1615.3
2011-01-12,15,-0.5,2011-01-12,10,1896.4,1720.9
2011-01-12,16,-2,2011-01-12,11,1882.1,1787.2
2011-01-12,17,-1.8,2011-01-12,12,1879.9,1855.6
2011-01-12,18,-1.7,2011-01-12,13,1868.3,1912.3
2011-01-12,19,-1.5,2011-01-12,14,1854.5,1924.2
2011-01-12,20,-2,2011-01-12,15,1844,1928.8
2011-01-12,21,-2,2011-01-12,16,1867.4,1954.7
2011-01-12,22,-2.2,2011-01-12,17,2009.1,2100.3
2011-01-12,23,-2.2,2011-01-12,18,2177.3,2277.9
2011-01-13,0,-2.2,2011-01-12,19,2178.6,2250.4
2011-01-13,1,-2.1,2011-01-12,20,2124.4,2173.9
2011-01-13,2,-1.4,2011-01-12,21,2058.1,2051.7
2011-01-13,3,-1.7,2011-01-12,22,1860.1,1889.2
2011-01-13,4,-1.7,2011-01-12,23,1651.3,1701.4
2011-01-13,5,-1.4,2011-01-12,24,1494.4,1548.9
2011-01-13,6,-1.6,2011-01-13,1,1402,1444.8
2011-01-13,7,-1.7,2011-01-13,2,1341.3,1389.3
2011-01-13,8,-1.7,2011-01-13,3,1318.6,1370.7
2011-01-13,9,-2.2,2011-01-13,4,1320.1,1373.2
2011-01-13,10,-2.5,2011-01-13,5,1357,1413.3
2011-01-13,11,-2.7,2011-01-13,6,1487.5,1537.2
2011-01-13,12,-2.8,2011-01-13,7,1700.2,1761.1
2011-01-13,13,-3.2,2011-01-13,8,1816,1891.9
2011-01-13,14,-2.3,2011-01-13,9,1880.3,1929.9
2011-01-13,15,-1.5,2011-01-13,10,1878.6,1949.6
2011-01-13,16,-0.6,2011-01-13,11,1833.6,1964.8
2011-01-13,17,-0.9,2011-01-13,12,1821.4,1963.5
2011-01-13,18,-0.4,2011-01-13,13,1821.6,1941.2
2011-01-13,19,-0.9,2011-01-13,14,1789.6,1918.8
2011-01-13,20,-1.3,2011-01-13,15,1772.6,1893.3
2011-01-13,21,-1.9,2011-01-13,16,1796.4,1910.3
2011-01-13,22,-2.5,2011-01-13,17,1954.2,2040.1
2011-01-13,23,-3,2011-01-13,18,2132.6,2239.8
2011-01-14,0,-3.8,2011-01-13,19,2134.7,2258.5
2011-01-14,1,-4.3,2011-01-13,20,2089.8,2216.2
2011-01-14,2,-4.8,2011-01-13,21,1984.1,2136.9
2011-01-14,3,-5.2,2011-01-13,22,1856.7,1999.9
2011-01-14,4,-5.4,2011-01-13,23,1627.3,1805.2
2011-01-14,5,-6,2011-01-13,24,1473.3,1631.4
2011-01-14,6,-6.2,2011-01-14,1,1449.2,1517.9
2011-01-14,7,-6.5,2011-01-14,2,1403,1458.4
2011-01-14,8,-6.6,2011-01-14,3,1381.5,1431.7
2011-01-14,9,-6.9,2011-01-14,4,1395,1426.8
2011-01-14,10,-7,2011-01-14,5,1422.9,1462.3
2011-01-14,11,-6.9,2011-01-14,6,1850.2,1598.1
2011-01-14,12,-6.8,2011-01-14,7,2071.3,1836.2
2011-01-14,13,-6.7,2011-01-14,8,2227.9,1972.1
2011-01-14,14,-6.4,2011-01-14,9,2271.8,2007.1
2011-01-14,15,-6.1,2011-01-14,10,2268.1,2034.2
2011-01-14,16,-5.5,2011-01-14,11,2233.9,2045.9
2011-01-14,17,-4.9,2011-01-14,12,2215.7,2038.9
2011-01-14,18,-4.8,2011-01-14,13,2187.5,2010.2
2011-01-14,19,-4.3,2011-01-14,14,2141.7,1982.5
2011-01-14,20,-4,2011-01-14,15,2134.7,1955.4
2011-01-14,21,-4,2011-01-14,16,2151.8,1960.4
2011-01-14,22,-3.8,2011-01-14,17,2270.9,2067.6
2011-01-14,23,-3.7,2011-01-14,18,2440.8,2216.9
2011-01-15,0,-4.3,2011-01-14,19,2458.4,2214
2011-01-15,1,-5.1,2011-01-14,20,2408.1,2156.5
2011-01-15,2,-5.9,2011-01-14,21,2333.4,2087.8
2011-01-15,3,-6.4,2011-01-14,22,1866.2,1975.6
2011-01-15,4,-6.7,2011-01-14,23,1730.4,1816.3
2011-01-15,5,-7.1,2011-01-14,24,1545,1662.3
2011-01-15,6,-7.5,2011-01-15,1,1501.6,1554.7
2011-01-15,7,-7.8,2011-01-15,2,1425.6,1497.9
2011-01-15,8,-8.1,2011-01-15,3,1396.3,1466.8
2011-01-15,9,-8.1,2011-01-15,4,1379.7,1463.6
2011-01-15,10,-8.1,2011-01-15,5,1386.9,1479.3
2011-01-15,11,-7.9,2011-01-15,6,1426,1534.9
2011-01-15,12,-8.1,2011-01-15,7,1503.2,1640.9
2011-01-15,13,-8.3,2011-01-15,8,1604.4,1749.9
2011-01-15,14,-7.9,2011-01-15,9,1748.7,1871.1
2011-01-15,15,-6.4,2011-01-15,10,1805.7,1941.9
2011-01-15,16,-5.9,2011-01-15,11,1808.1,1958.9
2011-01-15,17,-5.3,2011-01-15,12,1822.8,1938.5
2011-01-15,18,-3.7,2011-01-15,13,1797.3,1893.8
2011-01-15,19,-3.1,2011-01-15,14,1761.1,1852.6
2011-01-15,20,-3.1,2011-01-15,15,1722.9,1833.4
2011-01-15,21,-2.7,2011-01-15,16,1747.7,1851.2
2011-01-15,22,-2.5,2011-01-15,17,1877,1978.6
2011-01-15,23,-2.3,2011-01-15,18,2029.9,2136.1
2011-01-16,0,-2.2,2011-01-15,19,2010.2,2110.7
2011-01-16,1,-1.5,2011-01-15,20,1944.4,2038.7
2011-01-16,2,-0.8,2011-01-15,21,1896.2,1966.7
2011-01-16,3,0.3,2011-01-15,22,1759.9,1853.4
2011-01-16,4,0.7,2011-01-15,23,1647.8,1705.5
2011-01-16,5,1.1,2011-01-15,24,1486.6,1555.6
2011-01-17,13,-8.7,2011-01-16,1,1378.5,1437.2
2011-01-17,14,-9.2,2011-01-16,2,1304,1361
2011-01-17,15,-8.7,2011-01-16,3,1265.2,1322.5
2011-01-17,16,-7.4,2011-01-16,4,1250.7,1305
2011-01-17,17,-7.3,2011-01-16,5,1260.2,1311.8
2011-01-17,18,-7.3,2011-01-16,6,1301.1,1348.1
2011-01-17,19,-7.1,2011-01-16,7,1352.5,1414.7
2011-01-17,20,-6.8,2011-01-16,8,1433.8,1498.7
2011-01-17,21,-6.6,2011-01-16,9,1570.8,1610.9
2011-01-17,22,-6.3,2011-01-16,10,1648,1694.8
2011-01-17,23,-6.4,2011-01-16,11,1681.3,1747.2
2011-01-18,0,-6.6,2011-01-16,12,1710.9,1766.6
2011-01-18,1,-7.1,2011-01-16,13,1714.5,1772.3
2011-01-18,2,-7,2011-01-16,14,1692.8,1761.4
2011-01-18,3,-7,2011-01-16,15,1666.2,1759.1
2011-01-18,4,-6.7,2011-01-16,16,1690.9,1775
2011-01-18,5,-6.7,2011-01-16,17,1886.5,1898.8
2011-01-18,6,-6.3,2011-01-16,18,2009.2,2043.5
2011-01-18,7,-5.6,2011-01-16,19,2011.6,2046.6
2011-01-18,8,-5.9,2011-01-16,20,1957.5,1967.5
2011-01-18,9,-5.9,2011-01-16,21,1910.2,1940.8
2011-01-18,10,-5.4,2011-01-16,22,1763.9,1829.7
2011-01-18,11,-5.7,2011-01-16,23,1618.8,1687.5
2011-01-18,12,-5.8,2011-01-16,24,1467.4,1559
2011-01-18,13,-4.7,2011-01-17,1,1405.9,1461.3
2011-01-18,14,-5.1,2011-01-17,2,1361,1414.5
2011-01-18,15,-4.1,2011-01-17,3,1329.6,1399.7
2011-01-18,16,-3.9,2011-01-17,4,1326.7,1401.6
2011-01-18,17,-2,2011-01-17,5,1376,1438.1
2011-01-18,18,1.7,2011-01-17,6,1476.7,1538.3
2011-01-18,19,2.5,2011-01-17,7,1669.9,1697.1
2011-01-18,20,3,2011-01-17,8,1803.1,1831.3
2011-01-18,21,3.2,2011-01-17,9,1874.6,1918.3
2011-01-18,22,3.6,2011-01-17,10,1895.2,2009.4
2011-01-18,23,4.1,2011-01-17,11,1882.1,2050.8
2011-01-19,0,4.6,2011-01-17,12,1873.7,2052.1
2011-01-19,1,5,2011-01-17,13,1858.2,2029.3
2011-01-19,2,4.9,2011-01-17,14,1848.6,2001.4
2011-01-19,3,5.2,2011-01-17,15,1820,1981.5
2011-01-19,4,4.6,2011-01-17,16,1837.1,1988.2
2011-01-19,5,3.8,2011-01-17,17,1978.9,2114
2011-01-19,6,1.9,2011-01-17,18,2172.7,2342.9
2011-01-19,7,1.6,2011-01-17,19,2183.6,2353.2
2011-01-19,8,1.6,2011-01-17,20,2082.3,2298.5
2011-01-19,9,1.9,2011-01-17,21,2040.8,2201.1
2011-01-19,10,2.5,2011-01-17,22,1870.2,2039.6
2011-01-19,11,2.9,2011-01-17,23,1694.6,1835.7
2011-01-19,12,3,2011-01-17,24,1519.4,1651.2
2011-01-19,13,3.2,2011-01-18,1,1434.6,1538.3
2011-01-19,14,3,2011-01-18,2,1385.1,1473.7
2011-01-19,15,3.5,2011-01-18,3,1346.6,1443.6
2011-01-19,16,3.8,2011-01-18,4,1338.4,1436.4
2011-01-19,17,3.8,2011-01-18,5,1369.7,1476.8
2011-01-19,18,3.9,2011-01-18,6,1490.7,1610.7
2011-01-19,19,3.6,2011-01-18,7,1713.7,1849.2
2011-01-19,20,3.2,2011-01-18,8,1828.1,1980.5
2011-01-19,21,2.9,2011-01-18,9,1862.5,1999.6
2011-01-19,22,1.9,2011-01-18,10,1852.9,2033
2011-01-19,23,1.6,2011-01-18,11,1822.1,2062.7
2011-01-20,0,1.5,2011-01-18,12,1811.6,2074.8
2011-01-20,1,1.4,2011-01-18,13,1804.2,2068.8
2011-01-20,2,1.1,2011-01-18,14,1800.3,2044.5
2011-01-20,3,0.9,2011-01-18,15,1774.6,2019.7
2011-01-20,4,0.6,2011-01-18,16,1793.3,2029.5
2011-01-20,5,0.2,2011-01-18,17,1899.8,2140.8
2011-01-20,6,-0.2,2011-01-18,18,2074.5,2275.2
2011-01-20,7,-0.7,2011-01-18,19,2089.1,2258.6
2011-01-20,8,-0.9,2011-01-18,20,2034.1,2185.5
2011-01-20,9,-1.2,2011-01-18,21,1976.2,2065.5
2011-01-20,10,-1.8,2011-01-18,22,1777.8,1883.2
2011-01-20,11,-2,2011-01-18,23,1604.6,1669.6
2011-01-20,12,-2.2,2011-01-18,24,1412.8,1494.1
2011-01-20,13,-2.3,2011-01-19,1,1318.1,1380.4
2011-01-20,14,-1.2,2011-01-19,2,1252.6,1324.8
2011-01-20,15,-1.5,2011-01-19,3,1227.5,1301.8
