datetime,coolingdegreedays,coolingdegreedaysnormal,fog,hail,heatingdegreedays,heatingdegreedaysnormal,humidity,maxtempm,meandewptm,meanpressurem,meantempm,meanwdird,meanwindspdm,mintempm,precipm,precipsource,rain,snow,snowdepthm,snowfallm
"12:00 PM EST on January 09, 2013",0,0,0,0,28,36,,8,-2,1023,3,235,13,-2,T,,1,0,,0.0
