date,highT,avgT,lowT,avgH,hdd
2015-08-07,73.4,69.8,64.4,70,-4.799999999999997
2015-08-08,75.2,69.8,60.8,68,-4.799999999999997
2015-08-09,73.4,68.0,62.6,80,-3.0
2015-08-10,82.4,73.4,62.6,67,-8.400000000000006
2015-08-11,71.6,68.0,64.4,94,-3.0
2015-08-12,84.2,77.0,68.0,70,-12.0
2015-08-13,82.4,73.4,66.2,62,-8.400000000000006
2015-08-14,86.0,75.2,62.6,57,-10.200000000000003
2015-08-15,91.4,80.6,68.0,64,-15.599999999999994
2015-08-16,89.6,78.8,66.2,70,-13.799999999999997
2015-08-17,91.4,80.6,71.6,64,-15.599999999999994
2015-08-18,87.8,78.8,71.6,76,-13.799999999999997
2015-08-19,87.8,80.6,71.6,72,-15.599999999999994
2015-08-20,78.8,73.4,68.0,88,-8.400000000000006
2015-08-21,82.4,75.2,66.2,87,-10.200000000000003
2015-08-22,73.4,69.8,66.2,90,-4.799999999999997
2015-08-23,71.6,69.8,66.2,97,-4.799999999999997
2015-08-24,75.2,71.6,68.0,92,-6.599999999999994
2015-08-25,80.6,73.4,66.2,81,-8.400000000000006
2015-08-26,84.2,77.0,69.8,71,-12.0
2015-08-27,82.4,73.4,64.4,54,-8.400000000000006
2015-08-28,75.2,69.8,64.4,63,-4.799999999999997
2015-08-29,82.4,73.4,62.6,59,-8.400000000000006
2015-08-30,87.8,78.8,69.8,58,-13.799999999999997
2015-08-31,89.6,80.6,71.6,60,-15.599999999999994
2015-09-01,78.8,73.4,69.8,65,-8.400000000000006
2015-09-02,91.4,78.8,66.2,63,-13.799999999999997
2015-09-03,82.4,75.2,69.8,73,-10.200000000000003
2015-09-04,71.6,66.2,62.6,78,-1.2000000000000028
2015-09-05,73.4,66.2,57.2,70,-1.2000000000000028
2015-09-06,82.4,71.6,60.8,69,-6.599999999999994
2015-09-07,93.2,80.6,66.2,55,-15.599999999999994
2015-09-08,96.8,84.2,71.6,63,-19.200000000000003
2015-09-09,93.2,82.4,71.6,60,-17.400000000000006
2015-09-10,77.0,71.6,64.4,81,-6.599999999999994
2015-09-11,73.4,68.0,62.6,84,-3.0
2015-09-12,71.6,66.2,60.8,87,-1.2000000000000028
2015-09-13,66.2,64.4,62.6,94,0.5999999999999943
2015-09-14,71.6,64.4,57.2,70,0.5999999999999943
2015-09-15,84.2,73.4,62.6,52,-8.400000000000006
2015-09-16,80.6,73.4,64.4,62,-8.400000000000006
2015-09-17,89.6,77.0,64.4,58,-12.0
2015-09-18,84.2,75.2,64.4,64,-10.200000000000003
2015-09-19,78.8,71.6,62.6,74,-6.599999999999994
2015-09-20,75.2,66.2,57.2,63,-1.2000000000000028
2015-09-21,66.2,60.8,53.6,60,4.200000000000003
2015-09-22,68.0,62.6,55.4,76,2.3999999999999986
2015-09-23,68.0,60.8,53.6,68,4.200000000000003
2015-09-24,73.4,66.2,57.2,62,-1.2000000000000028
2015-09-25,66.2,60.8,55.4,72,4.200000000000003
2015-09-26,62.6,57.2,50.0,64,7.799999999999997
2015-09-27,64.4,55.4,48.2,75,9.600000000000001
2015-09-28,78.8,66.2,55.4,75,-1.2000000000000028
2015-09-29,84.2,75.2,64.4,79,-10.200000000000003
2015-09-30,78.8,68.0,57.2,89,-3.0
2015-10-01,59.0,57.2,53.6,72,7.799999999999997
2015-10-02,53.6,51.8,50.0,73,13.200000000000003
2015-10-03,53.6,51.8,48.2,72,13.200000000000003
2015-10-04,55.4,53.6,51.8,66,11.399999999999999
2015-10-05,60.8,55.4,48.2,80,9.600000000000001
2015-10-06,64.4,55.4,48.2,71,9.600000000000001
2015-10-07,71.6,62.6,51.8,61,2.3999999999999986
2015-10-08,62.6,57.2,51.8,61,7.799999999999997
2015-10-09,71.6,62.6,51.8,75,2.3999999999999986
2015-10-10,60.8,55.4,48.2,53,9.600000000000001
2015-10-11,68.0,57.2,48.2,63,7.799999999999997
2015-10-12,75.2,64.4,51.8,65,0.5999999999999943
2015-10-13,71.6,64.4,55.4,84,0.5999999999999943
2015-10-14,68.0,60.8,51.8,65,4.200000000000003
2015-10-15,62.6,55.4,46.4,55,9.600000000000001
2015-10-16,60.8,55.4,50.0,57,9.600000000000001
2015-10-17,55.4,48.2,39.2,58,16.799999999999997
2015-10-18,46.4,39.2,33.8,46,25.799999999999997
2015-10-19,48.2,39.2,30.2,48,25.799999999999997
2015-10-20,66.2,55.4,44.6,51,9.600000000000001
2015-10-21,60.8,57.2,53.6,76,7.799999999999997
2015-10-22,73.4,62.6,51.8,71,2.3999999999999986
2015-10-23,59.0,50.0,39.2,49,15.0
2015-10-24,48.2,44.6,37.4,71,20.4
2015-10-25,62.6,55.4,48.2,72,9.600000000000001
2015-10-26,51.8,48.2,42.8,57,16.799999999999997
2015-10-27,53.6,46.4,37.4,62,18.6
2015-10-28,64.4,53.6,42.8,83,11.399999999999999
2015-10-29,75.2,66.2,57.2,65,-1.2000000000000028
2015-10-30,60.8,51.8,42.8,41,13.200000000000003
2015-10-31,51.8,44.6,37.4,58,20.4
2015-11-01,62.6,55.4,48.2,73,9.600000000000001
2015-11-02,64.4,57.2,51.8,63,7.799999999999997
2015-11-03,73.4,60.8,46.4,57,4.200000000000003
2015-11-04,60.8,55.4,48.2,69,9.600000000000001
2015-11-05,75.2,62.6,50.0,77,2.3999999999999986
2015-11-06,73.4,68.0,62.6,79,-3.0
2015-11-07,69.8,60.8,50.0,48,4.200000000000003
2015-11-08,55.4,50.0,44.6,48,15.0
2015-11-09,60.8,51.8,41.0,52,13.200000000000003
2015-11-10,53.6,48.2,44.6,67,16.799999999999997
2015-11-11,50.0,48.2,46.4,90,16.799999999999997
2015-11-12,57.2,51.8,46.4,90,13.200000000000003
2015-11-13,59.0,53.6,46.4,65,11.399999999999999
2015-11-14,46.4,42.8,37.4,51,22.200000000000003
2015-11-15,53.6,46.4,37.4,54,18.6
2015-11-16,60.8,50.0,39.2,42,15.0
2015-11-17,44.6,39.2,33.8,62,25.799999999999997
2015-11-18,48.2,39.2,30.2,69,25.799999999999997
2015-11-19,55.4,48.2,42.8,83,16.799999999999997
2015-11-20,60.8,53.6,44.6,69,11.399999999999999
2015-11-21,48.2,42.8,37.4,60,22.200000000000003
2015-11-22,48.2,42.8,35.6,80,22.200000000000003
2015-11-23,42.8,35.6,30.2,56,29.4
2015-11-24,44.6,37.4,28.4,42,27.6
2015-11-25,44.6,37.4,30.2,63,27.6
2015-11-26,59.0,48.2,37.4,79,16.799999999999997
2015-11-27,64.4,55.4,48.2,78,9.600000000000001
2015-11-28,60.8,51.8,41.0,80,13.200000000000003
2015-11-29,44.6,37.4,32.0,58,27.6
2015-11-30,37.4,33.8,28.4,65,31.200000000000003
2015-12-01,44.6,39.2,32.0,83,25.799999999999997
2015-12-02,51.8,44.6,39.2,95,20.4
2015-12-03,51.8,46.4,41.0,75,18.6
2015-12-04,48.2,42.8,37.4,58,22.200000000000003
2015-12-05,53.6,46.4,39.2,65,18.6
2015-12-06,59.0,48.2,35.6,61,16.799999999999997
2015-12-07,55.4,46.4,37.4,60,18.6
