date,highT,avgT,lowT,avgH,hdd
2014-03-27,46.4,33.8,21.2,27,31.200000000000003
2014-03-28,60.8,48.2,35.6,66,16.799999999999997
2014-03-29,51.8,46.4,39.2,77,18.6
2014-03-30,42.8,39.2,35.6,91,25.799999999999997
2014-03-31,42.8,37.4,33.8,76,27.6
2014-04-01,46.4,41.0,33.8,60,24.0
2014-04-02,46.4,42.8,37.4,68,22.200000000000003
2014-04-03,53.6,44.6,33.8,59,20.4
2014-04-04,44.6,41.0,37.4,76,24.0
2014-04-05,53.6,46.4,37.4,67,18.6
2014-04-06,59.0,46.4,35.6,37,18.6
2014-04-07,59.0,48.2,37.4,59,16.799999999999997
2014-04-08,64.4,53.6,42.8,76,11.399999999999999
2014-04-09,59.0,50.0,41.0,45,15.0
2014-04-10,60.8,46.4,33.8,43,18.6
2014-04-11,69.8,59.0,48.2,55,6.0
2014-04-12,69.8,59.0,48.2,53,6.0
2014-04-13,62.6,53.6,44.6,68,11.399999999999999
2014-04-14,75.2,66.2,57.2,63,-1.2000000000000028
2014-04-15,68.0,55.4,41.0,77,9.600000000000001
2014-04-16,44.6,37.4,30.2,57,27.6
2014-04-17,39.2,35.6,32.0,61,29.4
2014-04-18,42.8,37.4,30.2,75,27.6
2014-04-19,62.6,50.0,37.4,56,15.0
2014-04-20,48.2,44.6,39.2,57,20.4
2014-04-21,69.8,53.6,35.6,52,11.399999999999999
2014-04-22,73.4,60.8,46.4,62,4.200000000000003
2014-04-23,57.2,51.8,46.4,72,13.200000000000003
2014-04-24,59.0,51.8,42.8,37,13.200000000000003
2014-04-25,57.2,50.0,42.8,45,15.0
2014-04-26,46.4,44.6,42.8,75,20.4
2014-04-27,50.0,46.4,41.0,77,18.6
2014-04-28,53.6,48.2,42.8,63,16.799999999999997
2014-04-29,44.6,42.8,42.8,76,22.200000000000003
2014-04-30,44.6,42.8,41.0,83,22.200000000000003
2014-05-01,60.8,51.8,44.6,89,13.200000000000003
2014-05-02,69.8,60.8,50.0,58,4.200000000000003
2014-05-03,66.2,59.0,50.0,50,6.0
2014-05-04,62.6,55.4,50.0,54,9.600000000000001
2014-05-05,66.2,57.2,50.0,50,7.799999999999997
2014-05-06,64.4,55.4,46.4,48,9.600000000000001
2014-05-07,69.8,57.2,46.4,37,7.799999999999997
2014-05-08,62.6,55.4,48.2,58,9.600000000000001
2014-05-09,59.0,55.4,50.0,83,9.600000000000001
2014-05-10,80.6,69.8,57.2,68,-4.799999999999997
2014-05-11,80.6,71.6,62.6,46,-6.599999999999994
2014-05-12,84.2,69.8,51.8,43,-4.799999999999997
2014-05-13,51.8,48.2,46.4,71,16.799999999999997
2014-05-14,62.6,55.4,46.4,71,9.600000000000001
2014-05-15,77.0,66.2,57.2,77,-1.2000000000000028
2014-05-16,73.4,66.2,59.0,82,-1.2000000000000028
2014-05-17,75.2,66.2,57.2,64,-1.2000000000000028
2014-05-18,62.6,57.2,51.8,53,7.799999999999997
2014-05-19,68.0,60.8,51.8,53,4.200000000000003
2014-05-20,69.8,60.8,53.6,55,4.200000000000003
2014-05-21,64.4,59.0,51.8,74,6.0
2014-05-22,59.0,55.4,51.8,90,9.600000000000001
2014-05-23,57.2,55.4,51.8,89,9.600000000000001
2014-05-24,60.8,57.2,51.8,71,7.799999999999997
2014-05-25,66.2,59.0,51.8,79,6.0
2014-05-26,78.8,66.2,55.4,63,-1.2000000000000028
2014-05-27,73.4,62.6,50.0,71,2.3999999999999986
2014-05-28,50.0,46.4,44.6,85,18.6
2014-05-29,57.2,51.8,42.8,67,13.200000000000003
2014-05-30,66.2,57.2,48.2,73,7.799999999999997
2014-05-31,60.8,55.4,51.8,68,9.600000000000001
2014-06-01,66.2,59.0,51.8,61,6.0
2014-06-02,82.4,69.8,55.4,44,-4.799999999999997
2014-06-03,71.6,64.4,57.2,72,0.5999999999999943
2014-06-04,60.8,57.2,55.4,80,7.799999999999997
2014-06-05,60.8,59.0,57.2,92,6.0
2014-06-06,75.2,66.2,57.2,67,-1.2000000000000028
2014-06-07,80.6,71.6,60.8,58,-6.599999999999994
2014-06-08,80.6,73.4,66.2,55,-8.400000000000006
2014-06-09,80.6,73.4,66.2,56,-8.400000000000006
2014-06-10,78.8,69.8,59.0,80,-4.799999999999997
2014-06-11,62.6,60.8,57.2,79,4.200000000000003
2014-06-12,66.2,62.6,59.0,79,2.3999999999999986
2014-06-13,64.4,62.6,59.0,89,2.3999999999999986
2014-06-14,77.0,68.0,57.2,79,-3.0
2014-06-15,80.6,69.8,57.2,56,-4.799999999999997
2014-06-16,73.4,68.0,62.6,50,-3.0
2014-06-17,84.2,73.4,62.6,70,-8.400000000000006
2014-06-18,87.8,78.8,68.0,64,-13.799999999999997
2014-06-19,84.2,75.2,66.2,45,-10.200000000000003
2014-06-20,77.0,69.8,60.8,38,-4.799999999999997
2014-06-21,75.2,66.2,57.2,50,-1.2000000000000028
2014-06-22,71.6,64.4,59.0,56,0.5999999999999943
2014-06-23,77.0,68.0,59.0,65,-3.0
2014-06-24,84.2,71.6,60.8,63,-6.599999999999994
2014-06-25,89.6,78.8,66.2,65,-13.799999999999997
2014-06-26,80.6,71.6,60.8,82,-6.599999999999994
2014-06-27,71.6,66.2,59.0,56,-1.2000000000000028
2014-06-28,80.6,69.8,59.0,54,-4.799999999999997
2014-06-29,86.0,73.4,62.6,54,-8.400000000000006
2014-06-30,89.6,77.0,64.4,59,-12.0
2014-07-01,89.6,78.8,69.8,67,-13.799999999999997
2014-07-02,91.4,82.4,73.4,66,-17.400000000000006
2014-07-03,91.4,80.6,69.8,69,-15.599999999999994
2014-07-04,75.2,69.8,64.4,85,-4.799999999999997
2014-07-05,80.6,69.8,59.0,61,-4.799999999999997
2014-07-06,84.2,75.2,66.2,49,-10.200000000000003
2014-07-07,87.8,78.8,69.8,62,-13.799999999999997
2014-07-08,91.4,82.4,73.4,64,-17.400000000000006
2014-07-09,87.8,80.6,73.4,65,-15.599999999999994
2014-07-10,82.4,73.4,66.2,59,-8.400000000000006
2014-07-11,73.4,68.0,62.6,71,-3.0
2014-07-12,80.6,71.6,62.6,66,-6.599999999999994
2014-07-13,84.2,77.0,68.0,61,-12.0
2014-07-14,86.0,78.8,71.6,81,-13.799999999999997
2014-07-15,84.2,78.8,71.6,85,-13.799999999999997
2014-07-16,75.2,73.4,69.8,81,-8.400000000000006
2014-07-17,80.6,73.4,66.2,58,-8.400000000000006
2014-07-18,75.2,71.6,64.4,64,-6.599999999999994
2014-07-19,71.6,68.0,62.6,83,-3.0
2014-07-20,71.6,66.2,60.8,75,-1.2000000000000028
2014-07-21,73.4,66.2,60.8,84,-1.2000000000000028
2014-07-22,87.8,75.2,62.6,72,-10.200000000000003
2014-07-23,91.4,82.4,71.6,64,-17.400000000000006
2014-07-24,75.2,69.8,62.6,81,-4.799999999999997
2014-07-25,82.4,73.4,62.6,56,-8.400000000000006
2014-07-26,84.2,75.2,64.4,58,-10.200000000000003
2014-07-27,80.6,73.4,66.2,82,-8.400000000000006
2014-07-28,84.2,75.2,64.4,77,-10.200000000000003
2014-07-29,78.8,71.6,64.4,63,-6.599999999999994
2014-07-30,78.8,71.6,62.6,55,-6.599999999999994
2014-07-31,80.6,71.6,62.6,66,-6.599999999999994
2014-08-01,82.4,73.4,64.4,73,-8.400000000000006
2014-08-02,71.6,66.2,62.6,86,-1.2000000000000028
2014-08-03,69.8,66.2,62.6,85,-1.2000000000000028
2014-08-04,80.6,71.6,62.6,81,-6.599999999999994
2014-08-05,82.4,75.2,69.8,74,-10.200000000000003
2014-08-06,82.4,77.0,69.8,53,-12.0
2014-08-07,78.8,71.6,64.4,60,-6.599999999999994
2014-08-08,84.2,73.4,60.8,53,-8.400000000000006
2014-08-09,78.8,71.6,64.4,56,-6.599999999999994
2014-08-10,80.6,73.4,66.2,59,-8.400000000000006
2014-08-11,84.2,75.2,64.4,62,-10.200000000000003
2014-08-12,82.4,73.4,64.4,71,-8.400000000000006
2014-08-13,69.8,66.2,64.4,91,-1.2000000000000028
2014-08-14,77.0,69.8,62.6,63,-4.799999999999997
2014-08-15,75.2,68.0,60.8,63,-3.0
2014-08-16,78.8,69.8,60.8,55,-4.799999999999997
2014-08-17,80.6,73.4,64.4,69,-8.400000000000006
2014-08-18,78.8,71.6,62.6,54,-6.599999999999994
2014-08-19,73.4,66.2,59.0,61,-1.2000000000000028
2014-08-20,73.4,66.2,59.0,73,-1.2000000000000028
2014-08-21,71.6,66.2,60.8,85,-1.2000000000000028
2014-08-22,71.6,68.0,62.6,81,-3.0
2014-08-23,71.6,66.2,60.8,76,-1.2000000000000028
2014-08-24,75.2,69.8,62.6,59,-4.799999999999997
2014-08-25,80.6,73.4,66.2,64,-8.400000000000006
2014-08-26,84.2,75.2,64.4,72,-10.200000000000003
2014-08-27,91.4,78.8,66.2,63,-13.799999999999997
2014-08-28,82.4,73.4,64.4,59,-8.400000000000006
2014-08-29,71.6,64.4,59.0,69,0.5999999999999943
2014-08-30,78.8,69.8,57.2,66,-4.799999999999997
2014-08-31,84.2,75.2,66.2,81,-10.200000000000003
2014-09-01,84.2,78.8,71.6,74,-13.799999999999997
2014-09-02,93.2,82.4,71.6,70,-17.400000000000006
2014-09-03,84.2,78.8,71.6,62,-13.799999999999997
2014-09-04,82.4,75.2,66.2,58,-10.200000000000003
2014-09-05,91.4,78.8,66.2,63,-13.799999999999997
2014-09-06,91.4,80.6,69.8,68,-15.599999999999994
2014-09-07,75.2,69.8,62.6,59,-4.799999999999997
2014-09-08,71.6,64.4,59.0,69,0.5999999999999943
2014-09-09,69.8,64.4,60.8,74,0.5999999999999943
2014-09-10,69.8,64.4,60.8,82,0.5999999999999943
2014-09-11,80.6,71.6,62.6,79,-6.599999999999994
2014-09-12,68.0,62.6,55.4,63,2.3999999999999986
2014-09-13,66.2,60.8,53.6,80,4.200000000000003
2014-09-14,66.2,59.0,51.8,68,6.0
2014-09-15,66.2,57.2,48.2,61,7.799999999999997
2014-09-16,64.4,60.8,55.4,74,4.200000000000003
2014-09-17,69.8,62.6,53.6,66,2.3999999999999986
2014-09-18,75.2,64.4,55.4,54,0.5999999999999943
2014-09-19,55.4,51.8,46.4,53,13.200000000000003
2014-09-20,73.4,60.8,46.4,66,4.200000000000003
2014-09-21,82.4,73.4,62.6,80,-8.400000000000006
2014-09-22,73.4,64.4,53.6,66,0.5999999999999943
2014-09-23,71.6,60.8,50.0,51,4.200000000000003
2014-09-24,66.2,60.8,53.6,74,4.200000000000003
2014-09-25,62.6,57.2,53.6,76,7.799999999999997
2014-09-26,69.8,62.6,53.6,68,2.3999999999999986
2014-09-27,80.6,71.6,60.8,62,-6.599999999999994
2014-09-28,87.8,73.4,60.8,65,-8.400000000000006
2014-09-29,73.4,66.2,57.2,75,-1.2000000000000028
2014-09-30,57.2,57.2,55.4,97,7.799999999999997
2014-10-01,57.2,57.2,55.4,97,7.799999999999997
2014-10-02,55.4,53.6,51.8,92,11.399999999999999
2014-10-03,55.4,51.8,48.2,89,13.200000000000003
2014-10-04,62.6,57.2,53.6,97,7.799999999999997
2014-10-05,60.8,55.4,48.2,67,9.600000000000001
2014-10-06,66.2,55.4,42.8,60,9.600000000000001
2014-10-07,73.4,64.4,55.4,71,0.5999999999999943
2014-10-08,73.4,66.2,57.2,66,-1.2000000000000028
2014-10-09,66.2,57.2,50.0,46,7.799999999999997
2014-10-10,62.6,57.2,51.8,48,7.799999999999997
2014-10-11,53.6,51.8,46.4,72,13.200000000000003
2014-10-12,59.0,51.8,44.6,70,13.200000000000003
2014-10-13,62.6,53.6,44.6,69,11.399999999999999
2014-10-14,78.8,68.0,57.2,75,-3.0
2014-10-15,80.6,71.6,60.8,74,-6.599999999999994
2014-10-16,69.8,64.4,60.8,94,0.5999999999999943
2014-10-17,71.6,64.4,57.2,76,0.5999999999999943
2014-10-18,71.6,62.6,55.4,81,2.3999999999999986
2014-10-19,55.4,50.0,42.8,61,15.0
2014-10-20,57.2,48.2,39.2,52,16.799999999999997
2014-10-21,62.6,55.4,48.2,85,9.600000000000001
2014-10-22,55.4,53.6,50.0,95,11.399999999999999
2014-10-23,53.6,51.8,48.2,97,13.200000000000003
2014-10-24,51.8,48.2,46.4,86,16.799999999999997
2014-10-25,64.4,55.4,46.4,62,9.600000000000001
2014-10-26,59.0,53.6,46.4,57,11.399999999999999
2014-10-27,62.6,55.4,46.4,55,9.600000000000001
2014-10-28,60.8,53.6,44.6,86,11.399999999999999
2014-10-29,73.4,62.6,51.8,71,2.3999999999999986
2014-10-30,59.0,53.6,46.4,62,11.399999999999999
2014-10-31,53.6,50.0,44.6,66,15.0
2014-11-01,48.2,44.6,39.2,77,20.4
2014-11-02,42.8,37.4,33.8,62,27.6
2014-11-03,53.6,44.6,35.6,32,20.4
2014-11-04,57.2,51.8,44.6,53,13.200000000000003
2014-11-05,66.2,57.2,46.4,56,7.799999999999997
2014-11-06,51.8,48.2,46.4,83,16.799999999999997
2014-11-07,48.2,44.6,39.2,73,20.4
2014-11-08,48.2,42.8,35.6,51,22.200000000000003
2014-11-09,55.4,48.2,39.2,57,16.799999999999997
2014-11-10,57.2,48.2,37.4,66,16.799999999999997
2014-11-11,62.6,53.6,42.8,80,11.399999999999999
2014-11-12,60.8,53.6,46.4,75,11.399999999999999
2014-11-13,50.0,44.6,37.4,62,20.4
2014-11-14,44.6,39.2,33.8,67,25.799999999999997
2014-11-15,39.2,35.6,30.2,49,29.4
2014-11-16,42.8,35.6,28.4,57,29.4
2014-11-17,48.2,42.8,37.4,83,22.200000000000003
2014-11-18,44.6,35.6,26.6,66,29.4
2014-11-19,37.4,30.2,24.8,41,34.8
2014-11-20,48.2,39.2,30.2,47,25.799999999999997
2014-11-21,35.6,32.0,26.6,42,33.0
2014-11-22,44.6,33.8,24.8,41,31.200000000000003
2014-11-23,59.0,51.8,42.8,59,13.200000000000003
2014-11-24,64.4,53.6,42.8,88,11.399999999999999
2014-11-25,62.6,55.4,48.2,61,9.600000000000001
2014-11-26,50.0,42.8,33.8,71,22.200000000000003
2014-11-27,37.4,35.6,30.2,81,29.4
2014-11-28,35.6,30.2,26.6,72,34.8
2014-11-29,33.8,28.4,23.0,55,36.6
2014-11-30,57.2,44.6,32.0,66,20.4
2014-12-01,64.4,51.8,39.2,63,13.200000000000003
2014-12-02,42.8,37.4,33.8,72,27.6
2014-12-03,51.8,44.6,37.4,79,20.4
2014-12-04,42.8,37.4,30.2,54,27.6
2014-12-05,42.8,33.8,26.6,66,31.200000000000003
2014-12-06,44.6,42.8,37.4,93,22.200000000000003
2014-12-07,37.4,30.2,21.2,61,34.8
2014-12-08,28.4,24.8,17.6,70,40.2
2014-12-09,48.2,39.2,28.4,93,25.799999999999997
2014-12-10,48.2,42.8,37.4,95,22.200000000000003
2014-12-11,39.2,35.6,32.0,87,29.4
2014-12-12,39.2,35.6,30.2,75,29.4
2014-12-13,42.8,37.4,32.0,65,27.6
2014-12-14,44.6,39.2,33.8,68,25.799999999999997
2014-12-15,42.8,37.4,32.0,75,27.6
2014-12-16,44.6,39.2,35.6,85,25.799999999999997
2014-12-17,48.2,44.6,41.0,85,20.4
2014-12-18,44.6,39.2,35.6,73,25.799999999999997
2014-12-19,37.4,33.8,28.4,63,31.200000000000003
2014-12-20,35.6,32.0,26.6,79,33.0
2014-12-21,35.6,33.8,30.2,77,31.200000000000003
2014-12-22,44.6,39.2,33.8,79,25.799999999999997
2014-12-23,46.4,44.6,42.8,91,20.4
2014-12-24,46.4,44.6,41.0,98,20.4
2014-12-25,59.0,51.8,44.6,75,13.200000000000003
2014-12-26,50.0,44.6,37.4,60,20.4
2014-12-27,51.8,44.6,37.4,60,20.4
2014-12-28,51.8,46.4,39.2,65,18.6
2014-12-29,41.0,35.6,30.2,51,29.4
2014-12-30,30.2,26.6,21.2,38,38.4
2014-12-31,30.2,24.8,19.4,44,40.2
2015-01-01,33.8,28.4,21.2,43,36.6
2015-01-02,41.0,35.6,30.2,45,29.4
2015-01-03,37.4,30.2,21.2,72,34.8
2015-01-04,51.8,44.6,35.6,95,20.4
2015-01-05,50.0,33.8,17.6,47,31.200000000000003
2015-01-06,17.6,17.6,15.8,59,47.4
2015-01-07,26.6,15.8,3.2,58,49.2
2015-01-08,19.4,8.6,-0.4,49,56.4
2015-01-09,30.2,24.8,19.4,65,40.2
2015-01-10,24.8,21.2,17.6,49,43.8
2015-01-11,33.8,24.8,15.8,49,40.2
2015-01-12,37.4,35.6,33.8,72,29.4
2015-01-13,35.6,24.8,15.8,56,40.2
2015-01-14,24.8,19.4,14.0,67,45.6
2015-01-15,30.2,28.4,24.8,78,36.6
2015-01-16,37.4,26.6,15.8,52,38.4
2015-01-17,21.2,15.8,8.6,46,49.2
2015-01-18,51.8,35.6,19.4,80,29.4
2015-01-19,46.4,39.2,32.0,70,25.799999999999997
2015-01-20,39.2,33.8,26.6,44,31.200000000000003
2015-01-21,33.8,28.4,21.2,57,36.6
2015-01-22,37.4,33.8,28.4,67,31.200000000000003
2015-01-23,37.4,30.2,24.8,54,34.8
2015-01-24,33.8,33.8,30.2,82,31.200000000000003
2015-01-25,37.4,28.4,19.4,55,36.6
2015-01-26,28.4,19.4,10.4,71,45.6
2015-01-27,19.4,17.6,14.0,85,47.4
2015-01-28,24.8,19.4,12.2,63,45.6
2015-01-29,32.0,21.2,10.4,57,43.8
2015-01-30,33.8,26.6,19.4,78,38.4
2015-01-31,21.2,15.8,10.4,56,49.2
2015-02-01,30.2,21.2,12.2,48,43.8
2015-02-02,30.2,21.2,10.4,67,43.8
2015-02-03,21.2,14.0,6.8,56,51.0
2015-02-04,37.4,26.6,14.0,64,38.4
2015-02-05,35.6,21.2,6.8,66,43.8
2015-02-06,21.2,12.2,5.0,53,52.8
2015-02-07,28.4,23.0,15.8,74,42.0
2015-02-08,28.4,21.2,12.2,90,43.8
2015-02-09,24.8,19.4,14.0,86,45.6
2015-02-10,30.2,21.2,14.0,76,43.8
2015-02-11,24.8,19.4,14.0,69,45.6
2015-02-12,30.2,23.0,15.8,77,42.0
2015-02-13,21.2,15.8,6.8,55,49.2
2015-02-14,30.2,17.6,3.2,73,47.4
2015-02-15,19.4,8.6,-2.2,71,56.4
2015-02-16,19.4,8.6,-2.2,44,56.4
2015-02-17,23.0,17.6,10.4,63,47.4
2015-02-18,28.4,23.0,17.6,66,42.0
2015-02-19,30.2,19.4,10.4,71,45.6
2015-02-20,19.4,12.2,5.0,45,52.8
2015-02-21,33.8,19.4,3.2,70,45.6
2015-02-22,39.2,33.8,28.4,85,31.200000000000003
2015-02-23,33.8,19.4,3.2,51,45.6
2015-02-24,19.4,10.4,1.4,60,54.6
2015-02-25,35.6,24.8,14.0,63,40.2
2015-02-26,21.2,19.4,17.6,65,45.6
2015-02-27,26.6,21.2,15.8,41,43.8
2015-02-28,30.2,21.2,12.2,43,43.8
2015-03-01,30.2,21.2,12.2,66,43.8
2015-03-02,37.4,32.0,26.6,67,33.0
2015-03-03,33.8,26.6,19.4,60,38.4
2015-03-04,42.8,37.4,33.8,75,27.6
2015-03-05,39.2,28.4,17.6,56,36.6
2015-03-06,24.8,17.6,8.6,48,47.4
2015-03-07,37.4,28.4,17.6,48,36.6
2015-03-08,42.8,33.8,24.8,58,31.200000000000003
2015-03-09,48.2,37.4,26.6,56,27.6
2015-03-10,48.2,39.2,30.2,69,25.799999999999997
2015-03-11,57.2,46.4,37.4,65,18.6
2015-03-12,42.8,33.8,24.8,42,31.200000000000003
2015-03-13,39.2,32.0,24.8,45,33.0
2015-03-14,39.2,35.6,30.2,80,29.4
2015-03-15,41.0,33.8,26.6,85,31.200000000000003
2015-03-16,44.6,35.6,26.6,41,29.4
2015-03-17,51.8,39.2,28.4,66,25.799999999999997
2015-03-18,30.2,26.6,21.2,35,38.4
2015-03-19,33.8,26.6,19.4,30,38.4
2015-03-20,32.0,28.4,23.0,67,36.6
2015-03-21,41.0,35.6,28.4,78,29.4
2015-03-22,39.2,30.2,21.2,38,34.8
2015-03-23,33.8,26.6,17.6,38,38.4
2015-03-24,35.6,28.4,19.4,59,36.6
2015-03-25,48.2,39.2,28.4,60,25.799999999999997
2015-03-26,55.4,46.4,37.4,86,18.6
2015-03-27,44.6,41.0,37.4,88,24.0
2015-03-28,39.2,35.6,30.2,78,29.4
2015-03-29,42.8,33.8,26.6,40,31.200000000000003
2015-03-30,44.6,37.4,30.2,59,27.6
2015-03-31,50.0,44.6,37.4,51,20.4
2015-04-01,46.4,39.2,30.2,29,25.799999999999997
2015-04-02,60.8,46.4,30.2,44,18.6
2015-04-03,59.0,51.8,44.6,80,13.200000000000003
2015-04-04,51.8,44.6,35.6,66,20.4
2015-04-05,48.2,41.0,32.0,49,24.0
2015-04-06,42.8,39.2,35.6,74,25.799999999999997
2015-04-07,42.8,39.2,35.6,84,25.799999999999997
2015-04-08,42.8,37.4,33.8,73,27.6
2015-04-09,37.4,35.6,33.8,95,29.4
2015-04-10,55.4,46.4,35.6,95,18.6
2015-04-11,57.2,50.0,42.8,61,15.0
2015-04-12,68.0,53.6,39.2,39,11.399999999999999
2015-04-13,69.8,55.4,41.0,43,9.600000000000001
2015-04-14,64.4,59.0,51.8,54,6.0
2015-04-15,66.2,59.0,50.0,28,6.0
2015-04-16,60.8,51.8,41.0,46,13.200000000000003
2015-04-17,64.4,55.4,46.4,70,9.600000000000001
2015-04-18,60.8,51.8,42.8,68,13.200000000000003
2015-04-19,50.0,46.4,41.0,66,18.6
2015-04-20,51.8,46.4,41.0,90,18.6
2015-04-21,64.4,55.4,46.4,71,9.600000000000001
2015-04-22,66.2,55.4,42.8,59,9.600000000000001
2015-04-23,51.8,44.6,37.4,49,20.4
2015-04-24,50.0,44.6,37.4,49,20.4
2015-04-25,55.4,46.4,35.6,46,18.6
2015-04-26,55.4,50.0,42.8,53,15.0
2015-04-27,57.2,51.8,44.6,52,13.200000000000003
2015-04-28,64.4,53.6,42.8,51,11.399999999999999
2015-04-29,53.6,51.8,48.2,64,13.200000000000003
2015-04-30,55.4,50.0,44.6,72,15.0
2015-05-01,48.2,44.6,39.2,82,20.4
2015-05-02,50.0,44.6,39.2,82,20.4
2015-05-03,66.2,55.4,44.6,61,9.600000000000001
2015-05-04,84.2,66.2,48.2,52,-1.2000000000000028
2015-05-05,69.8,62.6,53.6,66,2.3999999999999986
2015-05-06,73.4,62.6,51.8,59,2.3999999999999986
2015-05-07,78.8,66.2,53.6,34,-1.2000000000000028
2015-05-08,71.6,59.0,46.4,61,6.0
2015-05-09,71.6,59.0,46.4,82,6.0
2015-05-10,89.6,73.4,59.0,67,-8.400000000000006
2015-05-11,80.6,64.4,50.0,78,0.5999999999999943
2015-05-12,87.8,68.0,48.2,66,-3.0
2015-05-13,69.8,60.8,53.6,44,4.200000000000003
2015-05-14,69.8,59.0,48.2,36,6.0
2015-05-15,66.2,57.2,48.2,47,7.799999999999997
2015-05-16,71.6,62.6,55.4,67,2.3999999999999986
2015-05-17,66.2,60.8,51.8,89,4.200000000000003
2015-05-18,57.2,53.6,48.2,79,11.399999999999999
2015-05-19,64.4,59.0,51.8,92,6.0
2015-05-20,66.2,59.0,51.8,65,6.0
2015-05-21,66.2,55.4,44.6,44,9.600000000000001
2015-05-22,75.2,64.4,51.8,40,0.5999999999999943
2015-05-23,64.4,55.4,44.6,34,9.600000000000001
2015-05-24,82.4,66.2,51.8,40,-1.2000000000000028
2015-05-25,80.6,69.8,57.2,54,-4.799999999999997
2015-05-26,87.8,75.2,64.4,59,-10.200000000000003
2015-05-27,84.2,75.2,64.4,71,-10.200000000000003
2015-05-28,86.0,75.2,64.4,69,-10.200000000000003
2015-05-29,71.6,64.4,55.4,80,0.5999999999999943
2015-05-30,87.8,73.4,57.2,66,-8.400000000000006
2015-05-31,77.0,62.6,48.2,85,2.3999999999999986
2015-06-01,48.2,48.2,46.4,97,16.799999999999997
2015-06-02,48.2,48.2,46.4,93,16.799999999999997
2015-06-03,55.4,51.8,46.4,82,13.200000000000003
2015-06-04,57.2,53.6,48.2,74,11.399999999999999
2015-06-05,59.0,55.4,50.0,83,9.600000000000001
2015-06-06,66.2,60.8,51.8,73,4.200000000000003
2015-06-07,66.2,60.8,53.6,47,4.200000000000003
2015-06-08,75.2,64.4,53.6,71,0.5999999999999943
2015-06-09,78.8,71.6,64.4,81,-6.599999999999994
2015-06-10,82.4,71.6,62.6,54,-6.599999999999994
2015-06-11,87.8,75.2,64.4,56,-10.200000000000003
2015-06-12,78.8,71.6,64.4,60,-6.599999999999994
2015-06-13,84.2,75.2,64.4,56,-10.200000000000003
2015-06-14,73.4,68.0,62.6,56,-3.0
2015-06-15,62.6,59.0,53.6,84,6.0
2015-06-16,71.6,64.4,55.4,91,0.5999999999999943
2015-06-17,69.8,64.4,59.0,55,0.5999999999999943
2015-06-18,75.2,66.2,57.2,59,-1.2000000000000028
2015-06-19,86.0,75.2,62.6,64,-10.200000000000003
2015-06-20,75.2,66.2,57.2,64,-1.2000000000000028
2015-06-21,75.2,68.0,60.8,91,-3.0
2015-06-22,77.0,69.8,60.8,84,-4.799999999999997
2015-06-23,87.8,73.4,60.8,80,-8.400000000000006
2015-06-24,84.2,75.2,66.2,52,-10.200000000000003
2015-06-25,80.6,73.4,64.4,56,-8.400000000000006
2015-06-26,71.6,66.2,59.0,68,-1.2000000000000028
2015-06-27,68.0,62.6,57.2,76,2.3999999999999986
2015-06-28,59.0,55.4,51.8,94,9.600000000000001
2015-06-29,75.2,64.4,53.6,80,0.5999999999999943
2015-06-30,75.2,68.0,60.8,81,-3.0
2015-07-01,82.4,71.6,62.6,78,-6.599999999999994
2015-07-02,80.6,71.6,64.4,60,-6.599999999999994
2015-07-03,75.2,69.8,62.6,56,-4.799999999999997
2015-07-04,71.6,66.2,62.6,75,-1.2000000000000028
2015-07-05,82.4,71.6,60.8,67,-6.599999999999994
2015-07-06,80.6,73.4,68.0,69,-8.400000000000006
2015-07-07,84.2,75.2,64.4,77,-10.200000000000003
2015-07-08,87.8,78.8,69.8,68,-13.799999999999997
2015-07-09,69.8,66.2,62.6,77,-1.2000000000000028
2015-07-10,77.0,69.8,60.8,74,-4.799999999999997
2015-07-11,82.4,75.2,68.0,49,-10.200000000000003
2015-07-12,89.6,80.6,71.6,54,-15.599999999999994
2015-07-13,77.0,71.6,66.2,81,-6.599999999999994
2015-07-14,82.4,73.4,64.4,72,-8.400000000000006
2015-07-15,82.4,75.2,66.2,87,-10.200000000000003
2015-07-16,68.0,64.4,59.0,65,0.5999999999999943
2015-07-17,75.2,68.0,60.8,72,-3.0
2015-07-18,78.8,71.6,64.4,81,-6.599999999999994
2015-07-19,89.6,80.6,71.6,73,-15.599999999999994
2015-07-20,91.4,80.6,69.8,62,-15.599999999999994
2015-07-21,80.6,75.2,69.8,66,-10.200000000000003
2015-07-22,84.2,77.0,69.8,58,-12.0
2015-07-23,82.4,75.2,66.2,52,-10.200000000000003
2015-07-24,80.6,73.4,66.2,60,-8.400000000000006
2015-07-25,69.8,66.2,62.6,81,-1.2000000000000028
2015-07-26,78.8,71.6,62.6,79,-6.599999999999994
2015-07-27,86.0,77.0,68.0,74,-12.0
2015-07-28,86.0,78.8,69.8,80,-13.799999999999997
2015-07-29,91.4,82.4,71.6,66,-17.400000000000006
2015-07-30,91.4,82.4,73.4,73,-17.400000000000006
2015-07-31,89.6,80.6,73.4,61,-15.599999999999994
2015-08-01,89.6,78.8,68.0,50,-13.799999999999997
2015-08-02,87.8,78.8,68.0,52,-13.799999999999997
2015-08-03,89.6,78.8,68.0,67,-13.799999999999997
2015-08-04,89.6,78.8,66.2,68,-13.799999999999997
2015-08-05,84.2,75.2,64.4,58,-10.200000000000003
2015-08-06,82.4,73.4,64.4,51,-8.400000000000006
