Price hub,Trade date,Delivery start date,"Delivery 
end date",High price $/MMBtu,Low price $/MMBtu,Wtd avg price $/MMBtu,Change,Daily volume MMBtu,Number of trades,Number of counterparties,
Malin,9/22/14,09/23/14,09/23/14,3.92,3.88,3.90,0.03,"163,700",22,14,
Malin,9/23/14,09/24/14,09/24/14,3.90,3.87,3.89,-0.01,"261,300",36,18,
Malin,9/24/14,09/25/14,09/25/14,3.81,3.76,3.79,-0.10,"242,300",31,15,
Malin,9/25/14,09/26/14,09/26/14,3.80,3.78,3.79,-0.00,"232,100",29,16,
Malin,9/26/14,09/27/14,09/29/14,3.85,3.80,3.81,0.02,"181,700",26,13,
Malin,9/29/14,09/30/14,09/30/14,3.98,3.89,3.93,0.12,"183,200",28,15,
Malin,9/30/14,10/01/14,10/01/14,4.02,3.96,3.99,0.06,"177,600",25,13,
Malin,10/1/14,10/02/14,10/02/14,4.01,3.97,3.98,-0.01,"186,900",30,13,
Malin,10/2/14,10/03/14,10/03/14,3.90,3.82,3.84,-0.14,"200,700",32,16,
Malin,10/3/14,10/04/14,10/06/14,3.82,3.76,3.77,-0.07,"188,300",25,15,
Malin,10/6/14,10/07/14,10/07/14,3.77,3.74,3.75,-0.02,"202,900",27,15,
Malin,10/7/14,10/08/14,10/08/14,3.82,3.76,3.77,0.02,"230,700",28,16,
Malin,10/8/14,10/09/14,10/09/14,3.81,3.76,3.78,0.00,"210,500",26,14,
Malin,10/9/14,10/10/14,10/10/14,3.81,3.76,3.78,0.01,"288,500",41,18,
Malin,10/10/14,10/11/14,10/13/14,3.74,3.69,3.73,-0.06,"201,100",30,15,
Malin,10/13/14,10/14/14,10/14/14,3.81,3.78,3.79,0.07,"127,400",16,11,
Malin,10/14/14,10/15/14,10/15/14,3.84,3.83,3.83,0.04,"121,200",20,11,
Malin,10/15/14,10/16/14,10/16/14,3.72,3.67,3.70,-0.13,"110,500",16,11,
Malin,10/16/14,10/17/14,10/17/14,3.70,3.65,3.66,-0.04,"125,500",21,14,
Malin,10/17/14,10/18/14,10/20/14,3.63,3.61,3.62,-0.04,"90,400",13,9,
Malin,10/20/14,10/21/14,10/21/14,3.62,3.58,3.60,-0.03,"119,100",22,14,
Malin,10/21/14,10/22/14,10/22/14,3.54,3.52,3.53,-0.07,"219,800",26,16,
Malin,10/22/14,10/23/14,10/23/14,3.57,3.55,3.55,0.03,"138,900",23,14,
Malin,10/23/14,10/24/14,10/24/14,3.51,3.47,3.49,-0.06,"203,800",32,15,
Malin,10/24/14,10/25/14,10/27/14,3.41,3.34,3.35,-0.14,"184,600",30,17,
Malin,10/27/14,10/28/14,10/28/14,3.48,3.44,3.45,0.10,"240,300",39,19,
Malin,10/28/14,10/29/14,10/29/14,3.52,3.48,3.51,0.06,"142,100",23,13,
Malin,10/29/14,10/30/14,10/30/14,3.66,3.60,3.62,0.11,"168,800",30,16,
Malin,10/30/14,10/31/14,10/31/14,3.78,3.75,3.77,0.15,"144,400",22,19,
Malin,10/31/14,11/01/14,11/03/14,3.71,3.50,3.68,-0.08,"206,000",33,18,
Malin,11/3/14,11/04/14,11/04/14,3.57,3.40,3.47,-0.21,"275,700",40,20,
Malin,11/4/14,11/05/14,11/05/14,3.42,3.35,3.39,-0.08,"297,100",42,19,
Malin,11/5/14,11/06/14,11/06/14,3.68,3.56,3.60,0.20,"229,800",43,18,
Malin,11/6/14,11/07/14,11/07/14,3.78,3.66,3.76,0.17,"217,400",33,17,
Malin,11/7/14,11/08/14,11/10/14,3.84,3.66,3.71,-0.05,"190,400",29,16,
Malin,11/10/14,11/11/14,11/11/14,4.31,4.25,4.26,0.55,"112,600",20,16,
Malin,11/11/14,11/12/14,11/12/14,4.30,4.18,4.24,-0.02,"230,800",40,21,
Malin,11/12/14,11/13/14,11/13/14,4.30,4.24,4.27,0.03,"197,700",40,20,
Malin,11/13/14,11/14/14,11/14/14,4.26,4.15,4.19,-0.08,"186,900",37,18,
Malin,11/14/14,11/15/14,11/17/14,4.26,4.20,4.22,0.03,"253,800",36,17,
Malin,11/17/14,11/18/14,11/18/14,4.45,4.35,4.38,0.16,"331,700",47,19,
Malin,11/18/14,11/19/14,11/19/14,4.49,4.40,4.44,0.06,"332,800",47,18,
Malin,11/19/14,11/20/14,11/20/14,4.65,4.55,4.60,0.16,"340,600",49,20,
Malin,11/20/14,11/21/14,11/21/14,4.59,4.53,4.57,-0.03,"286,500",43,21,
Malin,11/21/14,11/22/14,11/24/14,4.50,4.34,4.39,-0.18,"240,600",39,18,
Malin,11/24/14,11/25/14,11/25/14,4.24,4.21,4.22,-0.17,"274,900",41,18,
Malin,11/25/14,11/26/14,11/30/14,4.18,4.17,4.17,-0.05,"217,700",32,16,
Malin,11/26/14,12/01/14,12/01/14,4.38,4.30,4.33,0.16,"225,200",35,17,
Malin,12/1/14,12/02/14,12/02/14,4.14,4.03,4.07,-0.26,"204,000",37,19,
Malin,12/2/14,12/03/14,12/03/14,3.91,3.87,3.89,-0.18,"240,100",34,16,
Malin,12/3/14,12/04/14,12/04/14,3.75,3.70,3.73,-0.16,"166,600",26,17,
Malin,12/4/14,12/05/14,12/05/14,3.55,3.50,3.53,-0.20,"193,000",28,14,
Malin,12/5/14,12/06/14,12/08/14,3.40,3.31,3.37,-0.16,"172,600",24,11,
Malin,12/8/14,12/09/14,12/09/14,3.48,3.35,3.36,-0.01,"146,100",23,13,
Malin,12/9/14,12/10/14,12/10/14,3.54,3.47,3.50,0.14,"193,700",32,17,
Malin,12/10/14,12/11/14,12/11/14,3.50,3.43,3.49,-0.02,"209,100",33,19,
Malin,12/11/14,12/12/14,12/12/14,3.51,3.44,3.48,-0.01,"166,800",27,16,
Malin,12/12/14,12/13/14,12/15/14,3.50,3.46,3.47,-0.01,"111,600",19,12,
Malin,12/15/14,12/16/14,12/16/14,3.70,3.61,3.63,0.16,"163,900",24,17,
Malin,12/16/14,12/17/14,12/17/14,3.66,3.55,3.58,-0.05,"126,400",18,12,
Malin,12/17/14,12/18/14,12/18/14,3.73,3.66,3.71,0.13,"194,500",33,17,
Malin,12/18/14,12/19/14,12/19/14,3.68,3.62,3.66,-0.05,"184,700",27,16,
Malin,12/19/14,12/20/14,12/22/14,3.35,3.25,3.31,-0.35,"152,800",21,11,
Malin,12/22/14,12/23/14,12/23/14,3.01,2.87,2.97,-0.33,"161,300",19,11,
Malin,12/23/14,12/24/14,12/24/14,2.89,2.85,2.85,-0.12,"130,800",17,12,
Malin,12/24/14,12/25/14,12/29/14,3.00,2.81,2.84,-0.01,"136,900",23,12,
Malin,12/29/14,12/30/14,12/30/14,3.72,3.40,3.55,0.71,"406,400",52,20,
Malin,12/30/14,12/31/14,12/31/14,3.50,3.35,3.47,-0.08,"160,500",26,16,
Malin,12/31/14,01/01/15,01/02/15,3.20,3.06,3.13,-0.34,"220,600",37,18,
PG&E - Citygate,3/17/14,3/18/14,3/18/14, 	5.06 , 	4.96 , 	5.03 ,0.26,"845,400",87,23,
PG&E - Citygate,3/18/14,3/19/14,3/19/14, 	4.92 , 	4.89 , 	4.90 ,-0.13,"496,500",50,18,
PG&E - Citygate,3/19/14,3/20/14,3/20/14, 	4.90 , 	4.88 , 	4.89 ,-0.01,"445,700",36,17,
PG&E - Citygate,3/20/14,3/21/14,3/21/14, 	4.90 , 	4.86 , 	4.88 ,-0.01,"471,000",50,19,
PG&E - Citygate,3/21/14,3/22/14,3/24/14, 	4.84 , 	4.79 , 	4.82 ,-0.06,"329,600",41,23,
PG&E - Citygate,3/24/14,3/25/14,3/25/14, 	4.88 , 	4.83 , 	4.86 ,0.04,"573,900",51,20,
PG&E - Citygate,3/25/14,3/26/14,3/26/14, 	5.10 , 	4.97 , 	5.05 ,0.20,"436,900",51,23,
PG&E - Citygate,3/26/14,3/27/14,3/27/14, 	4.98 , 	4.91 , 	4.94 ,-0.12,"481,700",48,20,
PG&E - Citygate,3/27/14,3/28/14,3/28/14, 	4.95 , 	4.89 , 	4.92 ,-0.02,"610,100",67,24,
PG&E - Citygate,3/28/14,3/29/14,3/31/14, 	5.00 , 	4.94 , 	4.98 ,0.06,"531,300",48,20,
PG&E - Citygate,3/31/14,4/1/14,4/1/14, 	5.04 , 	4.96 , 	5.01 ,0.03,"539,600",66,28,
PG&E - Citygate,4/1/14,4/2/14,4/2/14, 	5.00 , 	4.96 , 	4.98 ,-0.03,"784,700",92,32,
PG&E - Citygate,4/2/14,4/3/14,4/3/14, 	4.98 , 	4.94 , 	4.95 ,-0.03,"494,400",61,25,
PG&E - Citygate,4/3/14,4/4/14,4/4/14, 	5.04 , 	4.99 , 	5.03 ,0.07,"482,700",57,22,
PG&E - Citygate,4/4/14,4/5/14,4/7/14, 	5.01 , 	4.99 , 	5.00 ,-0.03,"764,400",82,24,
PG&E - Citygate,4/7/14,4/8/14,4/8/14, 	5.07 , 	5.04 , 	5.06 ,0.06,"414,400",60,26,
PG&E - Citygate,4/8/14,4/9/14,4/9/14, 	5.07 , 	5.05 , 	5.06 ,0.01,"322,400",34,19,
PG&E - Citygate,4/9/14,4/10/14,4/10/14, 	5.13 , 	5.10 , 	5.10 ,0.04,"371,700",48,23,
PG&E - Citygate,4/10/14,4/11/14,4/11/14, 	5.15 , 	5.08 , 	5.10 ,-0.00,"439,600",54,23,
PG&E - Citygate,4/11/14,4/12/14,4/14/14, 	5.16 , 	5.13 , 	5.15 ,0.05,"431,400",67,26,
PG&E - Citygate,4/14/14,4/15/14,4/15/14, 	5.09 , 	5.06 , 	5.07 ,-0.07,"201,900",35,18,
PG&E - Citygate,4/15/14,4/16/14,4/16/14, 	5.15 , 	5.09 , 	5.11 ,0.04,"358,800",37,19,
PG&E - Citygate,4/16/14,4/17/14,4/17/14, 	5.10 , 	5.07 , 	5.09 ,-0.02,"527,900",53,20,
PG&E - Citygate,4/17/14,4/18/14,4/21/14, 	5.15 , 	4.97 , 	5.00 ,-0.08,"551,200",78,34,
PG&E - Citygate,4/21/14,4/22/14,4/22/14, 	5.24 , 	5.22 , 	5.22 ,0.22,"348,000",39,17,
PG&E - Citygate,4/22/14,4/23/14,4/23/14, 	5.16 , 	5.13 , 	5.14 ,-0.08,"377,500",48,23,
PG&E - Citygate,4/23/14,4/24/14,4/24/14, 	5.22 , 	5.19 , 	5.20 ,0.06,"307,000",50,18,
PG&E - Citygate,4/24/14,4/25/14,4/25/14, 	5.31 , 	5.24 , 	5.29 ,0.10,"594,400",70,25,
PG&E - Citygate,4/25/14,4/26/14,4/28/14, 	5.12 , 	5.10 , 	5.10 ,-0.19,"457,000",53,25,
PG&E - Citygate,4/28/14,4/29/14,4/29/14, 	5.24 , 	5.22 , 	5.23 ,0.13,"364,500",37,20,
PG&E - Citygate,4/29/14,4/30/14,4/30/14, 	5.25 , 	5.24 , 	5.24 ,0.02,"386,500",44,19,
PG&E - Citygate,4/30/14,5/1/14,5/1/14, 	5.28 , 	5.26 , 	5.27 ,0.03,"291,400",39,21,
PG&E - Citygate,5/1/14,5/2/14,5/2/14, 	5.32 , 	5.29 , 	5.30 ,0.03,"381,300",53,23,
PG&E - Citygate,5/2/14,5/3/14,5/5/14, 	5.19 , 	5.13 , 	5.17 ,-0.13,"510,200",79,29,
PG&E - Citygate,5/5/14,5/6/14,5/6/14, 	5.25 , 	5.22 , 	5.23 ,0.06,"418,500",55,25,
PG&E - Citygate,5/6/14,5/7/14,5/7/14, 	5.27 , 	5.23 , 	5.24 ,0.01,"741,200",95,27,
PG&E - Citygate,5/7/14,5/8/14,5/8/14, 	5.27 , 	5.23 , 	5.25 ,0.01,"381,200",54,23,
PG&E - Citygate,5/8/14,5/9/14,5/9/14, 	5.21 , 	5.16 , 	5.19 ,-0.07,"509,500",66,24,
PG&E - Citygate,5/9/14,5/10/14,5/12/14, 	5.13 , 	5.01 , 	5.04 ,-0.14,"502,300",73,25,
PG&E - Citygate,5/12/14,5/13/14,5/13/14, 	5.10 , 	5.05 , 	5.08 ,0.04,"803,500",87,28,
PG&E - Citygate,5/12/14,5/13/14,5/13/14, 	5.10 , 	5.05 , 	5.08 ,0.04,"803,500",87,28,
PG&E - Citygate,5/13/14,5/14/14,5/14/14, 	5.03 , 	5.00 , 	5.00 ,-0.08,"653,800",76,26,
PG&E - Citygate,5/14/14,5/15/14,5/15/14, 	4.99 , 	4.94 , 	4.95 ,-0.05,"538,500",58,23,
PG&E - Citygate,5/15/14,5/16/14,5/16/14, 	5.01 , 	4.90 , 	4.91 ,-0.04,"394,200",54,23,
PG&E - Citygate,5/16/14,5/17/14,5/19/14, 	4.97 , 	4.86 , 	4.94 ,0.03,"602,800",81,25,
PG&E - Citygate,5/19/14,5/20/14,5/20/14, 	4.98 , 	4.96 , 	4.97 ,0.03,"461,800",57,23,
PG&E - Citygate,5/20/14,5/21/14,5/21/14, 	5.01 , 	4.96 , 	4.98 ,0.01,"333,300",46,18,
PG&E - Citygate,5/21/14,5/22/14,5/22/14, 	5.00 , 	4.97 , 	4.97 ,-0.01,"341,900",42,18,
PG&E - Citygate,5/22/14,5/23/14,5/23/14, 	4.97 , 	4.92 , 	4.93 ,-0.04,"424,900",48,24,
PG&E - Citygate,5/23/14,5/24/14,5/27/14, 	4.85 , 	4.81 , 	4.83 ,-0.11,"430,000",63,23,
PG&E - Citygate,5/27/14,5/28/14,5/28/14, 	4.96 , 	4.86 , 	4.91 ,0.08,"284,800",40,17,
PG&E - Citygate,5/28/14,5/29/14,5/29/14, 	5.06 , 	5.02 , 	5.03 ,0.12,"236,900",27,19,
PG&E - Citygate,5/29/14,5/30/14,5/31/14, 	5.13 , 	5.10 , 	5.10 ,0.08,"354,200",49,20,
PG&E - Citygate,5/30/14,6/1/14,6/2/14, 	5.03 , 	4.98 , 	5.00 ,-0.10,"507,900",59,21,
PG&E - Citygate,6/2/14,6/3/14,6/3/14, 	5.14 , 	5.11 , 	5.12 ,0.12,"561,600",65,24,
PG&E - Citygate,6/3/14,6/4/14,6/4/14, 	5.23 , 	5.19 , 	5.21 ,0.09,"885,700",89,20,
PG&E - Citygate,6/4/14,6/5/14,6/5/14, 	5.18 , 	5.15 , 	5.17 ,-0.04,"607,500",62,23,
PG&E - Citygate,6/5/14,6/6/14,6/6/14, 	5.25 , 	5.18 , 	5.20 ,0.03,"336,500",37,19,
PG&E - Citygate,6/6/14,6/5/14,6/5/14, 	5.18 , 	5.15 , 	5.17 ,-0.04,"607,500",62,23,
PG&E - Citygate,6/9/14,6/10/14,6/10/14, 	5.27 , 	5.22 , 	5.24 ,0.05,"515,700",68,19,
PG&E - Citygate,6/10/14,6/11/14,6/11/14, 	5.15 , 	5.12 , 	5.15 ,-0.10,"618,200",73,24,
PG&E - Citygate,6/11/14,06/12/14,06/12/14,5.09,5.07,5.08,-0.07,"598,300",62,23,
PG&E - Citygate,6/12/14,06/13/14,06/13/14,5.17,5.04,5.06,-0.02,"568,200",76,22,
PG&E - Citygate,6/13/14,06/14/14,06/16/14,5.23,5.18,5.21,0.15,"663,000",82,28,
PG&E - Citygate,6/16/14,06/17/14,06/17/14,5.25,5.17,5.20,-0.01,"562,200",75,21,
PG&E - Citygate,6/17/14,06/18/14,06/18/14,5.21,5.16,5.17,-0.02,"488,100",61,24,
PG&E - Citygate,6/18/14,06/19/14,06/19/14,5.23,5.19,5.21,0.03,"451,900",54,21,
PG&E - Citygate,6/19/14,06/20/14,06/20/14,5.20,5.16,5.18,-0.03,"514,600",54,15,
PG&E - Citygate,6/20/14,06/21/14,06/23/14,5.07,5.05,5.06,-0.12,"277,100",32,18,
PG&E - Citygate,6/23/14,06/24/14,06/24/14,5.05,5.04,5.05,-0.01,"251,800",34,18,
PG&E - Citygate,6/24/14,06/25/14,06/25/14,5.09,5.07,5.08,0.04,"160,300",25,19,
PG&E - Citygate,6/25/14,06/26/14,06/26/14,5.13,5.12,5.13,0.04,"442,700",42,19,
PG&E - Citygate,6/26/14,06/27/14,06/27/14,5.15,5.05,5.10,-0.02,"361,700",42,20,
PG&E - Citygate,6/27/14,06/28/14,06/30/14,4.92,4.89,4.90,-0.20,"487,800",62,25,
PG&E - Citygate,6/30/14,07/01/14,07/01/14,5.04,5.01,5.03,0.12,"390,900",48,23,
PG&E - Citygate,7/1/14,07/02/14,07/02/14,5.06,5.02,5.03,0.01,"494,100",49,21,
PG&E - Citygate,7/2/14,07/03/14,07/03/14,5.01,4.97,5.00,-0.03,"766,300",81,25,
PG&E - Citygate,7/3/14,07/04/14,07/07/14,4.92,4.86,4.89,-0.11,"791,000",91,31,
PG&E - Citygate,7/7/14,07/08/14,07/08/14,4.89,4.88,4.89,-0.01,"556,800",70,22,
PG&E - Citygate,7/8/14,07/09/14,07/09/14,4.82,4.79,4.80,-0.08,"711,300",79,25,
PG&E - Citygate,7/9/14,07/10/14,07/10/14,4.83,4.81,4.82,0.02,"520,400",60,23,
PG&E - Citygate,7/10/14,07/11/14,07/11/14,4.80,4.75,4.79,-0.03,"607,300",69,23,
PG&E - Citygate,7/11/14,07/12/14,07/14/14,4.75,4.73,4.74,-0.05,"550,900",73,25,
PG&E - Citygate,7/14/14,07/15/14,07/15/14,4.83,4.80,4.82,0.08,"729,500",89,28,
PG&E - Citygate,7/15/14,07/16/14,07/16/14,4.82,4.80,4.82,0.00,"703,200",79,24,
PG&E - Citygate,7/16/14,07/17/14,07/17/14,4.81,4.77,4.79,-0.03,"524,700",57,24,
PG&E - Citygate,7/17/14,07/18/14,07/18/14,4.67,4.62,4.65,-0.14,"743,500",85,25,
PG&E - Citygate,7/18/14,07/19/14,07/21/14,4.56,4.55,4.55,-0.10,"689,400",89,30,
PG&E - Citygate,7/21/14,07/22/14,07/22/14,4.56,4.53,4.55,0.00,"483,000",55,20,
PG&E - Citygate,7/22/14,07/23/14,07/23/14,4.53,4.52,4.52,-0.03,"420,800",41,19,
PG&E - Citygate,7/23/14,07/24/14,07/24/14,4.51,4.49,4.49,-0.03,"535,800",55,21,
PG&E - Citygate,7/24/14,07/25/14,07/25/14,4.50,4.47,4.48,-0.01,"610,500",69,21,
PG&E - Citygate,7/25/14,07/26/14,07/28/14,4.47,4.45,4.46,-0.03,"361,600",45,21,
PG&E - Citygate,7/28/14,07/29/14,07/29/14,4.53,4.49,4.52,0.07,"469,700",57,23,
PG&E - Citygate,7/29/14,07/30/14,07/30/14,4.48,4.45,4.47,-0.05,"501,600",56,19,
PG&E - Citygate,7/30/14,07/31/14,07/31/14,4.48,4.47,4.47,-0.00,"590,100",74,26,
PG&E - Citygate,7/31/14,08/01/14,08/01/14,4.54,4.48,4.49,0.02,"379,400",61,18,
PG&E - Citygate,8/1/14,08/02/14,08/04/14,4.56,4.48,4.50,0.01,"281,900",48,25,
PG&E - Citygate,8/4/14,08/05/14,08/05/14,4.51,4.48,4.48,-0.02,"284,400",31,16,
PG&E - Citygate,8/5/14,08/06/14,08/06/14,4.55,4.50,4.51,0.03,"528,600",70,26,
PG&E - Citygate,8/6/14,08/07/14,08/07/14,4.56,4.52,4.54,0.03,"300,400",36,25,
PG&E - Citygate,8/7/14,08/08/14,08/08/14,4.58,4.54,4.57,0.02,"448,000",57,26,
PG&E - Citygate,8/8/14,08/09/14,08/11/14,4.51,4.47,4.50,-0.07,"587,100",70,29,
PG&E - Citygate,8/11/14,08/12/14,08/12/14,4.57,4.52,4.56,0.06,"465,400",64,24,
PG&E - Citygate,8/12/14,08/13/14,08/13/14,4.58,4.56,4.56,0.00,"650,500",63,23,
PG&E - Citygate,8/13/14,08/14/14,08/14/14,4.50,4.49,4.49,-0.07,"352,300",56,23,
PG&E - Citygate,8/14/14,08/15/14,08/15/14,4.50,4.46,4.47,-0.03,"369,100",39,19,
PG&E - Citygate,8/15/14,08/16/14,08/18/14,4.40,4.38,4.38,-0.08,"491,600",69,26,
PG&E - Citygate,8/18/14,08/19/14,08/19/14,4.42,4.38,4.40,0.01,"340,600",48,25,
PG&E - Citygate,8/19/14,08/20/14,08/20/14,4.46,4.44,4.45,0.05,"393,400",53,24,
PG&E - Citygate,8/20/14,8/21/14,8/21/14, 	4.45 , 	4.41 , 	4.43 ,-0.01,"364,000",49,19,
PG&E - Citygate,8/21/14,8/22/14,8/22/14, 	4.47 , 	4.42 , 	4.46 ,0.02,"410,800",55,22,
PG&E - Citygate,8/22/14,8/23/14,8/25/14, 	4.46 , 	4.42 , 	4.45 ,-0.01,"504,600",64,26,
PG&E - Citygate,8/25/14,8/26/14,8/26/14, 	4.54 , 	4.52 , 	4.53 ,0.08,"316,000",41,19,
PG&E - Citygate,8/26/14,8/26/14,8/27/14, 	4.57 , 	4.53 , 	4.55 ,0.02,"266,100",34,20,
PG&E - Citygate,8/27/14,8/28/14,8/28/14, 	4.58 , 	4.55 , 	4.56 ,0.01,"370,200",42,22,
PG&E - Citygate,8/28/14,8/29/14,8/31/14, 	4.56 , 	4.55 , 	4.55 ,-0.01,"351,800",42,22,
PG&E - Citygate,8/29/14,9/1/14,9/2/14, 	4.58 , 	4.53 , 	4.55 ,-0.01,"848,800",93,26,
PG&E - Citygate,9/2/14,9/3/14,9/3/14, 	4.49 , 	4.46 , 	4.47 ,-0.07,"367,600",51,23,
PG&E - Citygate,9/3/14,09/04/14,09/04/14,4.39,4.36,4.38,-0.09,"408,100",52,29,
PG&E - Citygate,9/4/14,09/05/14,09/05/14,4.36,4.33,4.34,-0.04,"515,500",58,28,
PG&E - Citygate,9/5/14,09/06/14,09/08/14,4.33,4.31,4.32,-0.02,"326,000",36,22,
PG&E - Citygate,9/8/14,09/09/14,09/09/14,4.44,4.38,4.39,0.07,"551,700",70,24,
PG&E - Citygate,9/9/14,09/10/14,09/10/14,4.54,4.50,4.52,0.12,"639,500",67,27,
PG&E - Citygate,9/10/14,09/11/14,09/11/14,4.51,4.49,4.50,-0.02,"425,800",50,22,
PG&E - Citygate,9/11/14,09/12/14,09/12/14,4.45,4.41,4.44,-0.06,"631,800",86,28,
PG&E - Citygate,9/12/14,09/13/14,09/15/14,4.35,4.33,4.34,-0.10,"539,100",65,22,
PG&E - Citygate,9/15/14,09/16/14,09/16/14,4.52,4.49,4.51,0.17,"422,700",55,23,
PG&E - Citygate,9/16/14,09/17/14,09/17/14,4.47,4.45,4.45,-0.05,"455,000",50,23,
PG&E - Citygate,9/17/14,09/18/14,09/18/14,4.59,4.58,4.58,0.13,"602,800",55,22,
PG&E - Citygate,9/18/14,09/19/14,09/19/14,4.56,4.54,4.56,-0.03,"508,300",60,21,
PG&E - Citygate,9/19/14,09/20/14,09/22/14,4.41,4.38,4.39,-0.17,"609,900",68,24,
PG&E - Citygate,9/22/14,09/23/14,09/23/14,4.46,4.42,4.43,0.05,"573,600",67,24,
PG&E - Citygate,9/23/14,09/24/14,09/24/14,4.48,4.45,4.47,0.04,"459,300",58,25,
PG&E - Citygate,9/24/14,09/25/14,09/25/14,4.41,4.38,4.40,-0.07,"345,700",46,22,
PG&E - Citygate,9/25/14,09/26/14,09/26/14,4.45,4.41,4.42,0.02,"324,400",38,20,
PG&E - Citygate,9/26/14,09/27/14,09/29/14,4.48,4.43,4.43,0.02,"600,300",59,28,
PG&E - Citygate,9/29/14,09/30/14,09/30/14,4.56,4.53,4.55,0.12,"516,800",63,26,
PG&E - Citygate,9/30/14,10/01/14,10/01/14,4.60,4.53,4.58,0.03,"905,300",86,30,
PG&E - Citygate,10/1/14,10/02/14,10/02/14,4.60,4.57,4.58,0.00,"901,900",108,27,
PG&E - Citygate,10/2/14,10/03/14,10/03/14,4.50,4.42,4.45,-0.13,"719,000",82,26,
PG&E - Citygate,10/3/14,10/04/14,10/06/14,4.43,4.40,4.41,-0.04,"657,200",87,27,
PG&E - Citygate,10/6/14,10/07/14,10/07/14,4.41,4.37,4.38,-0.04,"456,400",55,25,
PG&E - Citygate,10/7/14,10/08/14,10/08/14,4.44,4.39,4.41,0.03,"580,900",66,21,
PG&E - Citygate,10/8/14,10/09/14,10/09/14,4.44,4.35,4.41,0.01,"372,800",44,22,
PG&E - Citygate,10/9/14,10/10/14,10/10/14,4.39,4.34,4.37,-0.05,"695,400",75,28,
PG&E - Citygate,10/10/14,10/11/14,10/13/14,4.36,4.32,4.32,-0.04,"546,800",80,31,
PG&E - Citygate,10/13/14,10/14/14,10/14/14,4.41,4.35,4.38,0.05,"708,700",84,27,
PG&E - Citygate,10/14/14,10/15/14,10/15/14,4.43,4.35,4.41,0.04,"405,300",38,19,
PG&E - Citygate,10/15/14,10/16/14,10/16/14,4.36,4.26,4.31,-0.11,"712,600",83,23,
PG&E - Citygate,10/16/14,10/17/14,10/17/14,4.28,4.25,4.27,-0.04,"803,200",82,26,
PG&E - Citygate,10/17/14,10/18/14,10/20/14,4.25,4.20,4.21,-0.06,"709,400",87,30,
PG&E - Citygate,10/20/14,10/21/14,10/21/14,4.26,4.21,4.24,0.03,"674,200",76,27,
PG&E - Citygate,10/21/14,10/22/14,10/22/14,4.20,4.18,4.19,-0.05,"615,100",72,22,
PG&E - Citygate,10/22/14,10/23/14,10/23/14,4.22,4.19,4.21,0.01,"668,000",77,26,
PG&E - Citygate,10/23/14,10/24/14,10/24/14,4.16,4.12,4.14,-0.06,"658,100",69,29,
PG&E - Citygate,10/24/14,10/25/14,10/27/14,4.09,4.03,4.07,-0.07,"641,700",75,31,
PG&E - Citygate,10/27/14,10/28/14,10/28/14,4.07,4.02,4.04,-0.03,"513,400",55,27,
PG&E - Citygate,10/28/14,10/29/14,10/29/14,4.07,4.04,4.05,0.01,"464,900",59,25,
PG&E - Citygate,10/29/14,10/30/14,10/30/14,4.18,4.09,4.15,0.10,"586,600",57,28,
PG&E - Citygate,10/30/14,10/31/14,10/31/14,4.27,4.21,4.24,0.09,"462,600",48,21,
PG&E - Citygate,10/31/14,11/01/14,11/03/14,4.30,4.21,4.26,0.03,"628,800",89,28,
PG&E - Citygate,11/3/14,11/04/14,11/04/14,4.47,4.30,4.34,0.08,"434,000",55,24,
PG&E - Citygate,11/4/14,11/05/14,11/05/14,4.43,4.39,4.41,0.07,"671,700",70,23,
PG&E - Citygate,11/5/14,11/06/14,11/06/14,4.55,4.50,4.53,0.12,"368,600",47,21,
PG&E - Citygate,11/6/14,11/07/14,11/07/14,4.54,4.47,4.51,-0.02,"579,100",83,32,
PG&E - Citygate,11/7/14,11/08/14,11/10/14,4.69,4.60,4.65,0.14,"1,192,400",153,32,
PG&E - Citygate,11/10/14,11/11/14,11/11/14,4.78,4.73,4.75,0.10,"904,600",105,28,
PG&E - Citygate,11/11/14,11/12/14,11/12/14,4.53,4.48,4.49,-0.26,"1,077,600",103,25,
PG&E - Citygate,11/12/14,11/13/14,11/13/14,4.51,4.44,4.46,-0.03,"680,000",88,27,
PG&E - Citygate,11/13/14,11/14/14,11/14/14,4.45,4.38,4.39,-0.07,"667,400",80,31,
PG&E - Citygate,11/14/14,11/15/14,11/17/14,4.35,4.30,4.34,-0.05,"540,200",81,29,
PG&E - Citygate,11/17/14,11/18/14,11/18/14,4.52,4.44,4.50,0.15,"526,800",55,22,
PG&E - Citygate,11/18/14,11/19/14,11/19/14,4.65,4.55,4.58,0.09,"638,900",84,28,
PG&E - Citygate,11/19/14,11/20/14,11/20/14,4.86,4.72,4.75,0.17,"783,800",94,27,
PG&E - Citygate,11/20/14,11/21/14,11/21/14,4.76,4.70,4.75,-0.01,"321,400",37,17,
PG&E - Citygate,11/21/14,11/22/14,11/24/14,4.66,4.60,4.62,-0.12,"602,900",73,24,
PG&E - Citygate,11/24/14,11/25/14,11/25/14,4.53,4.45,4.51,-0.11,"422,800",54,26,
PG&E - Citygate,11/25/14,11/26/14,11/30/14,4.50,4.45,4.47,-0.04,"393,400",58,28,
PG&E - Citygate,11/26/14,12/01/14,12/01/14,4.70,4.60,4.66,0.19,"661,100",79,28,
